mac_1,mac_2,mac_3,mac_4,mac_5,mac_6,mac_7,mac_8,mac_9
5329.43,8958.87,15560.18,3141.88,3144.80,3161.83,3548.08,6409.23,3144.28
7983.60,9159.23,15001.11,3504.85,3465.21,3549.54,3374.38,6881.10,4410.37
5553.55,10148.14,15369.24,3150.11,3111.20,3227.35,3248.03,6831.73,3399.07
5522.77,9361.16,15064.71,3363.08,3141.10,3152.71,3153.39,6733.55,3078.86
4894.85,9068.55,15870.54,3179.85,3229.07,3571.62,3234.22,19816.22,3119.17
4593.23,11414.18,16115.85,3083.29,3286.78,3214.69,3117.19,7007.87,3371.10
5081.62,9838.87,17193.30,3625.58,3330.94,3365.84,3498.03,6781.88,3154.38
7103.08,9502.46,15416.84,3126.46,3093.39,3186.20,3264.17,6201.36,3115.89
7155.11,9535.64,15947.57,3390.58,3296.67,3323.91,3496.31,7446.16,3091.05
5939.80,9804.86,15788.56,3130.37,3498.81,3141.05,3191.78,6300.11,3128.65
5393.18,9370.95,15686.95,3068.23,3114.90,3214.69,3378.44,6296.83,3395.00
5226.83,9616.00,15921.37,3280.26,3129.85,3304.38,3764.38,6617.61,3144.69
4971.88,9294.13,15643.51,3095.32,3216.15,3128.91,4485.42,6081.62,3320.94
5538.29,9306.63,16033.30,3269.90,3160.42,3149.64,4668.08,6173.39,3108.91
5073.39,10195.43,18326.48,3131.51,3373.08,3109.38,4639.54,6405.79,3139.69
5057.30,9393.19,17851.17,3086.98,3124.90,3197.61,4438.76,6108.03,3535.47
5524.59,9590.85,15134.60,3497.56,3122.71,3428.96,4874.23,6582.92,3176.72
5180.89,9202.98,14950.33,3147.92,3236.78,3194.43,4569.49,6628.19,3381.41
5347.25,9185.22,15393.98,3186.88,3114.12,3136.67,4793.13,6342.77,3166.41
5451.99,9921.68,14739.34,3156.57,3626.83,3499.02,4538.86,6125.79,3092.66
5169.54,9644.13,14983.35,3116.31,3244.28,3367.50,4391.78,6415.63,3245.68
5349.59,8968.87,15585.28,3520.00,3502.04,3360.16,4572.35,6331.21,3131.31
5664.59,11793.24,14656.95,3271.51,3242.56,3128.65,6504.75,6877.35,3468.86
4957.30,10173.35,15810.91,3372.61,3346.10,3193.81,4596.62,7349.02,3288.49
5049.64,9466.83,16928.72,3119.12,3123.65,4569.69,4483.96,7273.66,3122.24
5657.82,9946.21,15277.47,3262.04,3177.04,3742.51,4462.97,7387.09,3404.38
5388.08,9402.41,15472.52,3073.03,3340.06,3222.82,4805.16,7210.53,3144.64
5160.79,9258.92,15354.24,3145.79,3124.90,3213.34,4572.45,7407.51,3368.81
5702.98,10012.30,15778.41,3235.79,4420.21,3662.92,4816.62,7497.93,3202.71
6219.12,9504.07,15834.34,4300.21,3216.36,3124.48,4565.73,7107.93,3398.91
6693.29,10328.09,15844.97,3486.15,3109.01,3491.72,4415.32,7400.06,3097.24
6448.08,9619.34,15337.62,3135.32,3369.54,3140.37,4368.50,7232.41,3173.34
6146.88,10341.63,15991.48,3065.06,3238.65,3141.67,4492.51,6983.13,3466.98
6330.27,9938.66,16852.05,3370.32,3481.41,3060.26,4411.78,8004.59,3173.29
6576.52,10119.49,15557.42,3138.81,3226.10,3229.54,3249.85,7774.02,3109.38
6617.93,9782.10,16226.53,3144.12,3088.18,3420.58,3410.79,7913.55,3085.16
6006.67,10239.28,15953.67,3150.06,3081.20,3138.81,3212.14,7581.62,3128.29
7483.71,9307.36,15549.19,3063.13,3194.38,3137.35,3099.07,7632.35,4756.41
5591.26,9950.79,15921.06,3467.30,3310.53,3078.44,3276.15,7644.80,3132.50
5275.89,9712.04,15972.73,3178.18,3242.24,3139.43,3251.62,7190.01,3242.19
5379.43,11388.61,16116.53,3231.31,3596.05,3250.42,3228.44,7174.23,3166.15
5525.63,9888.76,16913.72,3183.03,3147.45,3178.65,3248.13,7529.33,3580.89
5257.92,9638.76,15708.04,3049.90,3262.19,3644.54,3083.60,7201.31,3099.90
5207.56,9256.73,16025.38,3239.12,3349.69,3161.83,3360.68,6279.96,3117.76
5701.73,10052.62,15271.48,3266.20,3181.98,3206.51,3237.61,7827.30,3393.03
5188.13,9351.94,15713.20,3414.02,3194.12,3674.59,3328.75,6417.25,3136.57
5150.94,10039.44,16344.29,3130.27,3122.35,3201.05,3232.19,6003.08,3139.22
5575.11,9549.65,16226.11,3146.93,3245.94,3184.22,3358.49,6588.45,3070.73
5486.15,9322.82,16179.24,3422.82,3364.17,3055.42,3130.21,6288.45,3122.87
5638.18,10362.51,15568.35,3130.11,3167.50,3122.40,3237.30,6348.08,3250.99
5155.68,10084.54,20875.08,3209.28,3555.63,3242.66,3273.91,6299.12,3140.16
5051.78,10134.49,15247.88,3160.00,3255.16,3131.20,3269.54,6320.58,3371.93
5544.17,10235.01,15600.54,3342.04,3151.31,3175.37,3158.55,6407.93,3086.41
5095.89,10262.67,15739.29,3139.69,3309.85,3105.16,3127.66,6413.60,3325.47
5899.43,9742.46,15349.81,3148.39,3188.18,3207.04,3252.66,6702.30,3337.19
6628.60,10308.55,15836.11,3311.41,3260.58,3376.78,3484.69,6650.22,3308.70
7153.03,10357.98,15390.54,3164.38,3210.11,3139.80,3266.51,6351.10,3799.95
5452.92,9830.90,15194.24,3160.26,3114.90,3167.92,4880.79,6502.40,3379.54
5065.37,15241.48,15837.68,3072.66,3144.85,3124.64,3334.69,6295.69,3298.86
5752.09,9742.41,17274.34,3165.32,3264.90,3185.89,3304.80,6533.97,4305.94
5355.01,9748.35,15149.91,3229.48,3237.19,5438.76,3248.08,6223.08,3285.63
5318.24,9432.51,15113.46,3157.82,3219.38,3126.62,3104.90,6441.05,3650.16
5640.84,9599.02,15125.80,3116.93,3155.37,3664.02,3272.45,6190.79,3352.50
5245.06,10752.77,15369.97,3331.78,4931.05,3157.30,3150.89,5678.70,4234.07
5577.30,9956.16,14912.62,4206.26,3161.46,3662.19,3249.59,6560.48,3238.34
5253.96,9335.43,14910.70,3815.21,3328.70,3218.86,3235.42,6126.73,3130.16
5123.76,9333.92,14857.78,3164.95,3283.86,3382.50,3078.29,5777.09,3297.24
5147.40,9866.63,15603.98,3292.35,3298.81,3163.49,3389.59,6989.12,3117.19
5433.18,9701.57,17146.69,3155.99,3240.37,3251.98,3271.20,6408.13,3872.82
5437.66,9458.29,15914.71,3224.80,3335.47,3388.75,3280.47,6115.32,3291.98
5113.50,9443.50,15988.15,3102.97,3138.18,3130.99,3152.40,6396.26,3150.27
5804.59,9277.46,15613.67,3162.09,3271.20,3185.21,3135.79,6418.65,5988.45
5188.60,10029.44,15474.13,3343.34,3336.46,3145.42,3154.33,6105.22,5872.82
7068.08,9628.76,15332.88,3154.90,3176.10,3100.37,3143.65,6268.18,3759.90
5196.83,10215.95,15211.06,3361.41,3370.99,3507.61,3259.69,6424.38,3568.76
6045.84,9378.97,14792.62,3113.29,3078.96,3120.89,3147.14,6309.90,4027.66
6346.62,11652.98,14856.48,3133.39,3278.29,3360.63,3142.87,6188.65,3787.19
7160.63,10003.45,17112.57,3194.07,3357.30,3272.56,3259.22,6484.38,3353.44
6740.95,9677.15,15060.64,3141.15,3203.34,3083.18,3199.59,6489.75,3227.30
6141.47,9216.68,15341.06,3088.23,3274.85,3530.53,3591.51,6175.79,3359.28
6640.74,10623.50,14975.07,3293.86,3094.64,3186.31,3178.13,6804.07,3306.67
6542.77,10048.76,15502.26,3143.70,3264.12,3449.12,3102.66,6737.87,3934.43
6517.30,10376.68,15465.23,3317.09,3401.20,3115.94,3456.93,6278.81,3161.36
6588.29,10131.16,15681.37,3195.94,3139.80,3093.34,3123.39,6544.75,3132.87
6746.73,9611.84,15637.47,3061.05,3118.75,3244.43,3240.06,6223.55,3041.36
6390.63,9817.98,15365.28,3408.03,3200.42,3129.80,3203.34,6452.14,3409.01
6734.70,10322.83,16886.38,3108.75,3193.39,3379.80,3538.55,6586.36,3109.28
7095.17,9572.51,15725.85,3272.35,3338.55,3186.10,3185.84,6286.26,3154.33
6238.50,10003.92,15758.67,3169.85,3225.89,3132.50,3327.71,6364.38,3166.31
6403.97,9589.49,15218.40,3289.07,3524.59,3546.93,3647.04,6362.46,3188.70
6271.10,9998.40,15667.99,3109.28,3239.43,3104.85,3289.33,6396.62,3964.38
6604.28,9161.47,15873.77,3156.88,3105.32,3314.74,3468.49,6417.04,3276.72
7182.51,9445.95,15487.42,3379.38,3352.56,3187.61,3307.77,6350.22,3374.90
6896.73,9894.65,15246.95,3119.01,3186.78,3270.32,4703.55,6477.40,3150.06
6672.77,11771.53,15491.48,3380.58,3229.17,4100.01,3423.13,6283.86,3244.85
6481.52,9540.64,17168.67,3080.06,3234.17,4793.13,3677.82,6301.52,3479.64
