mac_1,mac_2,mac_3,mac_4,mac_5,mac_6,mac_7,mac_8,mac_9
102.49,216.25,533.51,125.83,118.13,102.96,109.22,672.84,96.09
243.35,215.48,662.14,130.25,113.90,103.89,105.51,765.61,95.79
104.87,217.09,664.97,122.01,114.39,103.50,108.50,632.97,95.68
103.86,222.40,500.03,118.72,113.45,104.04,106.78,629.55,95.14
102.99,425.17,506.90,113.17,113.11,108.25,106.21,586.12,102.38
103.85,214.89,495.88,116.89,111.49,103.93,106.34,846.98,96.90
105.36,215.26,503.72,115.76,112.56,104.48,106.18,739.22,96.11
106.67,223.04,498.92,118.25,114.15,103.24,354.05,1022.63,95.34
105.28,216.34,502.18,113.36,112.67,102.96,105.04,580.18,97.17
112.65,216.51,496.38,117.75,117.95,105.60,104.42,826.72,96.84
105.08,215.54,630.93,119.33,113.17,104.92,103.96,579.12,96.73
106.36,215.84,498.72,112.89,113.67,104.86,102.49,631.22,96.29
106.65,222.04,565.26,121.79,112.78,104.80,103.35,588.51,97.17
103.06,218.18,504.86,114.68,111.76,104.49,102.86,678.14,96.03
102.75,216.57,510.79,119.93,113.37,111.18,108.59,669.61,98.74
107.43,216.46,498.05,113.79,114.15,105.61,104.63,568.73,97.17
101.00,216.02,505.09,119.06,113.98,103.90,103.80,683.01,95.87
106.24,221.94,494.87,113.24,118.36,104.01,103.52,645.12,95.34
116.64,217.82,551.97,123.16,112.09,104.17,103.12,600.69,96.25
110.49,217.61,501.78,114.20,112.75,105.02,103.94,917.59,96.46
104.67,218.65,495.98,122.17,113.26,103.76,105.03,597.87,95.78
