mac_1,mac_2,mac_3,mac_4,mac_5,mac_6,mac_7,mac_8,mac_9
18445.60,19210.00,18496.70,18587.60,18420.10,18443.40,18515.60,90.60,18472.30
18406.10,18774.20,18583.20,18535.20,18408.20,18660.10,18458.20,90.80,18416.80
18423.10,20409.00,18573.10,18690.00,18364.90,18579.80,18445.90,95.00,18431.40
18407.20,18592.20,18523.30,18629.80,18444.40,18448.00,18456.90,92.00,18468.00
18410.20,18383.90,18509.00,18680.50,18628.50,18439.10,18467.50,90.60,18473.80
18499.50,18387.30,18545.10,18497.80,18423.40,18433.90,18472.30,90.50,18434.90
18640.60,19097.50,18521.60,18619.20,18373.20,18431.90,18438.80,90.70,18455.20
18494.60,18449.50,18586.80,18527.50,18395.30,18723.70,18573.00,92.30,18487.10
18416.30,18416.20,18533.10,18547.30,18404.50,18472.40,18597.90,90.60,18540.10
18419.50,18411.30,18489.80,18515.60,18459.40,18443.70,18568.90,90.70,18459.30
18685.30,18474.60,18380.20,18425.20,18408.30,18558.40,18579.20,90.30,18445.50
18628.80,18398.90,18357.50,18510.30,18402.90,18468.50,18443.10,91.90,18442.40
18709.90,18434.80,18343.70,18462.30,18407.90,18436.00,18474.30,90.90,18465.60
18441.60,18406.10,18373.40,18415.50,18412.90,18458.40,18495.90,94.10,18477.10
18422.00,18479.70,18573.80,18423.90,18417.20,18442.90,18428.50,92.20,18439.30
18507.20,18507.90,18516.50,18622.40,18387.10,18448.30,18638.70,92.50,18428.00
18447.40,18499.30,18749.40,18563.00,18371.50,18456.90,18644.10,91.50,18503.00
18408.40,18488.30,18560.10,18536.60,18570.40,18409.30,18492.20,90.30,18498.30
18425.30,18437.30,18482.70,18516.50,18547.20,18464.80,18933.60,90.40,18449.10
18434.70,18576.40,18464.10,18511.50,18519.10,18431.20,18603.00,90.90,18404.30
18406.00,18442.40,18401.50,18726.20,18495.50,18451.70,18608.40,90.00,18415.20
18406.00,18411.60,18654.90,18770.90,18377.80,18428.00,18536.50,89.70,18393.40
18514.90,18445.90,18777.10,18624.80,18415.50,18458.30,18552.10,89.90,18395.00
18585.70,18443.70,18442.90,18530.90,21922.30,18498.10,18585.10,91.20,18529.80
18644.40,18391.30,18406.10,19487.00,18561.50,18502.70,18481.30,94.10,18470.80
18443.60,18480.90,18505.10,18535.70,18572.80,18481.90,18543.30,91.40,18437.70
18747.10,18437.50,18553.80,18506.20,18474.00,18469.00,18463.10,90.50,18454.40
19159.80,18403.80,18920.90,18531.30,18386.80,18421.30,18447.00,91.70,18442.30
19022.60,18428.30,18363.10,18585.80,18409.40,18595.90,18489.40,90.90,18465.70
18737.60,18409.20,18372.80,18553.70,18600.90,18705.50,18550.20,91.00,18635.30
18594.90,18407.50,18650.00,18575.30,18498.90,18409.90,18543.60,90.10,18627.60
18622.20,18586.50,18707.60,18564.50,18418.30,18425.60,18541.30,91.00,18591.10
18857.50,18416.70,18652.90,18598.30,18438.40,18385.10,18646.60,90.00,18451.60
18597.20,18403.10,18411.30,18572.10,18429.40,18411.30,18512.30,90.00,18419.20
