mac_1,mac_2,mac_3,mac_4,mac_5,mac_6,mac_7,mac_8,mac_9
194.91,446.52,793.09,181.02,181.78,184.97,181.41,834.18,177.55
196.06,538.72,812.30,184.89,187.79,183.91,183.46,778.34,176.27
300.68,586.59,800.39,181.88,182.01,181.85,290.88,779.79,174.55
199.62,462.43,808.32,183.20,182.85,188.97,185.45,787.84,281.62
198.22,449.08,792.02,182.78,181.73,183.19,181.76,777.68,175.64
192.56,453.17,790.99,183.15,181.36,183.16,181.03,825.52,176.07
193.29,450.16,795.19,181.50,291.81,185.41,181.26,785.97,174.32
197.45,454.12,891.75,186.90,186.69,184.15,185.37,872.78,176.52
193.14,446.98,789.06,182.62,184.25,188.70,182.34,889.26,179.76
192.60,541.84,787.31,181.99,183.75,188.53,181.55,833.04,175.69
192.88,449.63,781.96,185.65,186.37,183.68,184.24,789.32,175.83
193.56,450.40,920.21,183.63,186.17,185.54,180.36,787.69,176.92
197.65,445.23,890.72,287.58,183.94,183.01,182.80,834.02,174.19
194.83,452.82,781.57,185.68,182.75,185.01,180.80,790.82,178.72
193.31,453.31,780.99,182.63,182.60,194.74,180.14,1133.01,176.92
193.19,449.11,785.42,186.87,184.13,186.53,184.72,787.33,176.55
193.24,460.04,774.82,182.38,188.58,180.33,181.53,790.87,175.84
197.69,444.31,971.19,185.51,184.72,184.77,180.80,833.04,176.18
194.94,453.87,771.79,182.05,183.55,182.06,187.16,781.35,176.29
193.60,451.01,777.45,181.71,183.07,292.81,181.66,839.95,178.64
193.00,458.27,774.65,182.42,181.67,184.30,181.42,836.46,177.50
192.30,449.08,765.25,182.10,183.31,182.36,182.24,867.20,183.63
298.81,447.14,768.32,186.18,192.04,182.55,181.50,847.20,175.88
197.18,450.06,779.46,182.34,182.33,181.25,287.30,786.62,173.97
193.55,453.47,766.74,181.10,181.77,186.51,184.35,704.70,174.64
193.92,456.58,771.38,182.38,182.45,186.74,180.69,772.19,285.07
192.59,447.76,762.97,187.17,181.71,180.95,181.19,806.17,181.69
196.79,565.27,864.69,182.77,290.44,181.02,181.21,893.43,175.34
194.17,445.81,754.49,188.74,189.43,180.41,186.38,850.89,176.35
192.51,458.13,755.27,183.45,183.43,185.40,183.09,797.77,177.87
193.42,454.76,755.87,183.45,183.58,181.30,180.95,844.13,180.12
193.13,457.96,762.85,183.17,184.10,181.64,181.88,853.50,177.20
199.18,463.03,853.49,181.71,191.58,180.71,180.92,1128.21,176.66
194.04,463.83,751.62,285.68,183.84,181.39,184.02,848.36,176.36
193.81,450.67,743.01,188.11,182.30,181.36,182.17,859.85,175.05
193.61,531.38,741.13,182.93,183.55,187.32,181.58,831.11,177.38
193.70,455.12,748.98,186.16,183.69,181.74,181.40,780.09,176.53
196.12,459.00,945.86,181.06,181.63,184.08,182.20,796.19,176.39
195.30,452.52,748.60,183.97,186.15,186.54,182.08,754.72,176.48
192.48,450.08,751.39,182.08,181.86,181.59,188.13,782.18,175.26
196.16,459.05,764.94,181.11,182.14,289.76,181.69,768.17,176.99
192.92,449.94,768.56,183.09,181.95,184.53,182.30,753.72,182.69
296.59,454.92,866.13,183.14,181.80,182.17,181.92,1328.26,178.29
