n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
10,10,0.82,0.11,0.71,1.04,0.76,0.05,0.71,0.88,0.99,0.23,0.92,2.71,0.88,0.28,0.75,3.21,1.82,0.34,1.63,4.00,107.78,81.01,42.33,635.63,18.60,9.24,6.83,68.96,60.00,30.91,34.25,399.42,15.23,5.72,7.38,46.92
20,10,2.41,0.04,2.38,2.46,2.28,0.03,2.25,2.33,1.72,0.07,1.63,1.96,1.34,0.05,1.29,1.63,3.23,0.17,3.08,5.46,60.89,47.68,33.63,558.42,16.39,4.81,10.00,35.88,55.19,33.91,32.88,471.00,18.27,7.12,10.50,62.50
30,10,5.20,0.08,5.13,5.42,4.98,0.16,4.83,5.42,4.02,0.32,3.58,5.13,3.36,0.10,3.17,3.71,21.22,1.19,20.33,31.67,65.94,59.30,38.54,546.13,19.98,5.58,12.00,44.13,63.10,46.43,42.33,555.96,36.92,11.58,16.08,77.42
40,10,7.92,0.27,7.75,8.63,8.08,0.52,7.71,9.29,5.69,0.30,5.25,9.54,6.11,0.24,5.75,7.29,32.25,6.72,28.96,96.79,105.20,100.77,41.29,706.25,22.75,7.57,14.38,61.50,95.68,85.47,44.75,697.13,24.17,8.34,12.21,88.50
50,10,11.35,0.02,11.33,11.38,10.92,0.11,10.83,11.17,6.51,0.24,6.21,8.88,7.05,0.40,6.67,9.67,31.17,2.66,29.13,59.58,133.64,102.73,47.71,748.83,24.99,10.18,12.79,80.83,102.41,91.13,47.96,661.21,16.54,8.27,8.13,71.38
60,10,65.88,9.88,56.63,79.00,51.07,0.33,50.58,51.58,6.07,0.47,5.46,11.46,4.50,0.20,4.13,5.21,48.89,5.33,43.88,81.50,100.34,98.55,40.33,632.63,18.70,6.65,9.42,62.00,81.90,78.47,39.38,595.71,13.77,7.47,7.38,80.54
70,10,62.30,2.57,59.42,68.33,59.96,0.45,59.29,60.63,6.92,0.18,6.58,8.63,5.55,0.78,5.04,17.58,46.80,2.54,44.33,66.38,88.05,91.83,39.04,626.58,16.87,8.76,7.42,85.58,98.52,84.72,47.63,626.71,14.84,8.26,7.46,75.17
80,10,21.61,0.23,21.46,22.25,22.48,3.86,20.88,33.42,5.97,0.16,5.71,6.58,4.46,0.15,4.29,5.17,24.60,1.38,23.75,41.29,87.32,92.62,37.38,578.21,16.93,5.80,7.58,46.83,113.21,107.31,38.29,668.79,14.19,4.79,8.38,47.54
90,10,26.80,0.10,26.71,26.96,27.23,4.71,25.67,40.63,6.54,0.18,6.33,8.25,4.99,0.13,4.83,5.71,24.57,2.48,23.38,42.58,87.18,107.88,35.42,647.29,19.71,4.84,10.21,45.63,78.92,89.94,38.13,609.00,16.43,5.17,9.92,49.75
100,10,32.41,0.04,32.38,32.50,32.58,0.15,32.42,32.88,7.43,0.32,7.17,10.58,5.61,0.23,5.29,7.54,27.98,1.84,27.13,51.88,95.17,111.09,36.46,667.96,18.68,6.00,9.38,61.67,88.24,101.92,39.46,648.75,17.60,5.87,9.92,51.25
200,10,134.27,8.00,125.50,148.04,124.01,1.12,123.33,126.46,14.91,0.95,14.17,27.08,11.51,0.60,10.96,18.38,44.81,2.56,43.67,75.92,115.59,139.68,48.50,744.46,26.07,9.36,14.38,68.71,106.22,124.91,51.04,713.63,27.35,7.69,17.58,63.08
300,10,285.54,4.75,280.75,292.75,290.37,9.32,282.83,313.04,23.09,0.96,21.88,33.83,16.95,0.30,16.58,18.29,66.65,4.88,63.04,121.29,126.96,140.57,57.08,774.50,36.69,13.98,21.21,114.38,132.47,134.14,58.71,768.29,36.48,8.24,23.08,77.25
400,10,527.45,25.14,508.96,588.42,522.74,26.02,494.83,574.79,31.40,1.12,29.83,40.75,24.60,1.53,23.38,37.79,89.60,7.17,84.17,148.79,149.31,152.07,60.33,811.58,33.61,4.84,24.92,60.25,115.73,121.50,60.67,698.50,44.63,21.28,26.42,292.79
500,10,833.28,79.45,798.67,1053.96,776.75,34.07,760.04,870.92,40.30,4.18,37.96,83.54,31.94,2.39,30.42,53.38,160.01,11.40,151.71,250.00,148.35,149.63,64.88,811.13,42.22,8.32,30.71,87.63,149.33,127.35,72.63,727.71,51.29,9.68,31.21,96.33
600,10,1111.10,22.46,1088.46,1147.13,1135.59,50.07,1097.13,1261.96,49.60,2.40,46.75,62.04,39.03,2.53,37.08,60.67,382.89,20.28,368.79,647.71,164.82,177.25,66.08,961.54,71.27,35.37,34.50,240.79,139.22,141.36,66.88,787.25,52.03,7.84,37.75,82.83
700,10,1510.82,20.13,1482.79,1537.71,1520.85,31.68,1489.50,1572.50,56.23,2.01,54.33,72.04,45.55,1.80,44.00,65.13,576.13,35.76,555.13,931.63,145.99,179.25,69.29,884.71,49.41,8.66,38.46,91.67,134.00,128.47,74.17,704.96,65.71,9.53,48.83,110.96
800,10,1959.41,12.86,1943.67,1978.92,1965.63,30.41,1941.88,2032.63,63.53,2.21,61.33,80.29,51.72,2.29,49.96,72.42,594.91,32.76,572.42,865.04,141.96,166.16,72.29,840.58,56.11,9.18,45.13,109.00,135.35,126.36,78.29,768.13,66.56,8.39,51.58,109.92
900,10,2487.10,38.51,2451.79,2570.29,2485.24,46.35,2451.46,2609.08,72.51,3.61,69.33,99.00,58.97,2.83,56.71,78.25,679.06,60.05,646.21,1122.33,157.81,169.70,77.42,882.54,62.61,10.54,49.71,118.71,146.95,141.77,79.33,792.17,81.84,35.60,59.17,478.83
1000,10,3151.97,77.19,3040.17,3304.75,3075.36,40.47,3031.88,3147.54,80.23,2.84,77.67,103.79,66.26,2.72,64.33,93.63,703.51,56.79,665.33,1136.58,184.07,185.04,81.54,955.00,67.19,9.19,53.04,122.63,149.25,133.35,83.58,751.96,77.62,10.71,60.29,128.08
2000,10,12736.29,154.81,12530.04,12993.92,12944.60,93.34,12823.83,13082.63,163.33,7.62,155.13,216.67,136.66,7.49,130.33,207.21,1060.55,61.08,1005.75,1419.54,242.18,168.86,119.21,927.71,125.09,15.31,104.96,281.04,200.23,155.34,110.50,819.42,138.01,13.13,118.29,271.04
3000,10,29524.08,4454.75,27721.38,42147.63,28038.10,374.73,27542.58,28554.33,248.12,14.01,238.83,468.46,213.06,16.68,203.88,489.67,1360.67,69.82,1305.46,1726.71,326.10,175.31,159.17,1103.42,186.57,27.79,157.54,470.25,269.45,159.47,141.25,881.96,189.08,21.45,168.33,439.88
4000,10,50071.63,514.37,49429.13,51041.88,49335.64,540.55,48933.96,50723.42,339.54,19.95,328.38,589.42,293.47,20.88,280.42,582.08,1940.91,78.03,1870.38,2316.04,402.69,242.83,198.92,1398.04,280.34,68.33,221.67,704.17,345.15,158.66,179.96,909.29,255.86,37.93,225.00,525.58
5000,10,79175.40,917.67,78144.04,80623.46,78720.45,569.65,77727.50,79483.67,511.11,302.44,416.33,3175.17,519.43,479.39,357.08,3017.21,2559.41,618.29,2228.38,5067.54,507.40,249.96,244.25,1560.71,429.32,140.16,289.58,1140.71,483.83,249.47,239.46,1759.17,366.23,118.49,282.50,1014.46
6000,10,112460.95,886.24,111426.58,113974.54,111303.82,646.80,110436.00,112242.08,631.69,404.16,505.21,3511.54,495.45,100.50,427.38,1031.21,2587.28,253.17,2395.04,3370.75,488.46,199.28,261.38,1157.67,557.67,549.58,333.96,3242.00,457.61,193.86,252.67,1139.08,404.35,105.32,338.08,1010.58
7000,10,151531.70,869.53,150368.38,152681.79,151852.57,1571.91,150249.00,154980.92,662.71,94.17,600.00,1207.42,569.61,85.61,516.54,1015.50,3013.95,214.74,2778.75,3625.54,507.59,197.01,295.33,1102.17,634.88,606.02,396.83,3548.79,505.08,218.42,285.08,1365.46,497.33,128.80,407.25,1179.25
8000,10,198348.66,1587.31,196453.67,201445.17,198529.48,2187.04,196080.79,202981.08,775.21,115.62,687.29,1348.21,656.84,99.56,591.54,1112.67,3235.72,305.32,2950.71,4106.67,590.69,273.41,345.21,1940.83,789.59,672.21,477.04,3636.71,564.88,217.21,321.08,1373.54,702.26,644.75,457.00,3525.38
9000,10,250723.32,1284.14,248721.96,253004.88,251266.42,1263.38,249681.21,253190.04,904.61,153.34,776.79,1606.63,767.44,122.64,666.46,1349.33,3580.72,348.12,3260.50,4550.88,645.45,233.83,406.96,1427.25,652.13,172.31,522.50,1411.29,620.95,234.52,372.25,1365.75,630.34,159.75,521.33,1439.83
10000,10,315804.49,11315.22,308152.79,339781.33,309300.10,3013.86,306001.21,313614.75,988.47,131.66,874.29,1591.83,856.60,126.97,755.25,1450.63,3968.89,368.07,3609.96,4962.21,683.76,236.38,413.83,1447.17,733.18,146.09,597.46,1361.71,707.19,281.58,405.25,1580.50,717.11,183.56,582.33,1588.79
20000,10,1268861.01,20775.20,1241526.13,1305617.21,1240524.99,6608.79,1231650.50,1250351.79,1959.44,185.49,1814.67,2767.46,1750.45,177.12,1566.00,2408.71,7448.31,470.65,6760.63,8877.04,1581.71,539.13,831.67,2927.33,1454.93,284.42,1168.25,3042.54,1510.02,534.76,784.83,2958.92,1433.64,310.72,1155.75,2808.42
30000,10,2930748.98,70620.98,2874181.83,3113400.38,2856652.21,27744.51,2818989.00,2900942.54,3221.57,372.98,2809.08,4669.29,2693.00,309.94,2420.08,3831.88,45085.39,2285.24,41506.25,53034.54,2034.70,669.76,1146.54,6038.13,2217.95,526.59,1761.71,4863.92,2077.02,643.41,1111.71,5627.71,2216.49,562.75,1778.17,4305.83
10,20,0.45,0.04,0.42,0.50,0.44,0.04,0.42,0.54,0.78,0.07,0.71,1.04,0.57,0.05,0.50,0.79,1.06,0.08,0.96,1.33,44.96,27.11,23.67,379.17,12.73,5.06,4.46,35.17,36.17,14.87,19.58,179.67,10.91,4.35,4.75,36.04
20,20,1.56,0.04,1.50,1.63,1.48,0.03,1.46,1.54,1.56,0.12,1.42,2.46,1.11,0.07,1.04,1.46,2.43,0.29,2.21,6.96,39.05,36.61,22.13,458.83,13.56,5.16,4.79,36.63,42.00,35.53,21.92,437.00,13.67,4.85,5.79,34.38
30,20,3.08,0.03,3.04,3.13,3.11,0.08,3.04,3.33,2.28,0.11,2.08,2.79,1.66,0.08,1.58,1.96,12.61,0.69,12.04,21.21,48.15,48.59,25.17,487.50,11.48,4.40,5.17,33.08,45.65,45.24,23.88,495.21,12.18,4.92,5.08,32.75
40,20,5.26,0.19,5.17,5.79,5.24,0.18,5.00,5.58,2.95,0.10,2.83,3.29,2.11,0.07,2.04,2.33,16.05,0.71,15.67,25.46,49.60,63.10,26.04,521.33,13.79,4.06,6.17,29.71,52.28,54.68,27.63,514.92,13.34,4.16,7.13,33.29
50,20,8.50,0.04,8.46,8.54,8.22,0.09,8.08,8.42,3.62,0.16,3.46,4.83,2.67,0.08,2.58,3.00,17.04,0.68,16.46,24.04,51.97,70.06,26.17,562.00,12.97,3.37,6.83,28.04,55.97,63.79,28.33,533.88,13.94,4.65,8.25,42.58
60,20,11.84,0.06,11.79,12.00,15.60,8.21,11.42,32.54,4.40,0.30,4.17,7.96,3.26,0.12,3.13,3.79,19.93,0.81,19.38,30.08,58.19,69.28,28.71,534.96,14.52,3.66,7.79,36.25,58.24,66.12,31.54,528.25,13.68,3.29,8.42,28.88
70,20,15.93,0.73,15.54,17.71,18.81,6.26,15.58,34.58,5.27,0.16,5.08,6.08,3.91,0.09,3.79,4.29,21.51,1.37,20.88,37.50,90.14,96.58,31.67,608.50,16.50,4.26,9.50,44.04,86.01,88.25,43.21,608.63,19.44,11.09,8.42,95.08
80,20,20.27,0.83,19.71,21.96,19.12,0.05,19.08,19.21,6.03,0.34,5.75,10.96,4.48,0.15,4.29,5.83,24.61,0.91,23.83,36.54,77.49,91.38,36.25,631.38,17.83,6.84,9.54,58.63,77.75,85.68,38.92,626.29,16.27,4.57,9.83,41.67
90,20,26.76,0.06,26.71,26.92,24.66,0.06,24.58,24.79,6.54,0.43,6.29,9.96,4.86,0.34,4.71,8.83,24.18,1.35,23.29,36.83,78.02,100.14,34.25,613.42,15.88,4.66,10.42,46.08,72.55,88.33,38.71,622.29,17.84,6.01,10.79,45.04
100,20,32.26,0.08,32.17,32.46,31.34,0.89,30.83,33.75,7.40,0.27,7.13,10.13,5.34,0.16,5.17,6.33,26.92,1.67,26.17,45.38,73.00,96.38,37.00,601.75,19.06,4.73,11.54,43.42,73.63,87.49,38.38,571.13,29.90,50.98,10.08,483.63
200,20,120.64,1.88,118.08,122.54,119.93,1.51,118.96,122.38,14.99,0.96,14.50,27.71,11.23,0.25,10.96,14.25,46.82,3.55,44.58,87.92,103.15,130.18,47.42,769.29,23.37,4.73,16.63,49.54,97.53,101.96,52.96,609.75,28.11,7.38,15.71,62.83
300,20,279.83,6.77,271.83,292.88,270.13,18.13,259.17,317.50,22.57,0.66,21.79,27.42,17.82,0.81,17.25,22.67,64.67,5.25,61.67,111.88,109.59,127.47,57.88,710.58,29.46,5.45,20.79,57.21,113.93,117.31,63.54,721.96,36.45,8.04,25.04,75.83
400,20,468.30,12.12,456.08,492.67,475.13,42.37,456.17,593.83,31.96,2.17,30.17,45.79,25.00,2.06,23.50,42.17,84.08,5.72,79.25,132.92,117.10,137.25,59.42,723.13,38.38,7.74,26.63,92.17,130.10,131.47,59.71,723.33,43.82,15.27,27.71,172.38
500,20,731.45,23.57,717.00,794.54,742.55,33.05,722.75,824.96,40.01,2.12,38.04,59.54,31.99,1.97,30.17,45.38,147.61,8.41,142.21,257.04,119.91,138.25,63.00,746.75,40.73,6.00,31.13,71.67,124.42,124.91,63.58,718.75,50.52,10.23,36.33,99.13
600,20,1071.50,17.12,1051.83,1102.00,1065.82,30.61,1036.42,1125.79,48.16,2.08,46.13,68.08,38.76,1.81,37.04,56.54,235.65,15.23,226.58,451.25,142.81,169.13,65.63,933.04,45.56,7.50,35.25,87.42,127.32,130.06,67.38,744.58,59.63,8.62,43.50,102.38
700,20,1410.72,17.87,1397.25,1444.00,1405.64,19.00,1389.83,1451.38,57.15,3.13,54.08,83.00,46.60,2.35,44.50,61.29,563.70,39.55,539.46,946.63,143.34,170.85,71.04,913.25,53.09,8.21,42.00,94.50,136.25,139.50,71.96,776.29,67.15,8.98,50.83,116.50
800,20,1869.04,35.94,1834.71,1948.25,1867.66,35.67,1842.88,1956.00,63.97,3.74,60.88,95.63,51.06,2.23,49.08,71.71,594.03,31.15,573.38,870.29,159.02,162.28,76.67,903.17,59.54,9.97,46.67,106.33,144.90,150.09,75.42,795.21,74.71,15.51,52.75,186.58
900,20,2368.09,49.65,2326.21,2467.83,2384.17,35.70,2329.00,2447.88,73.25,3.55,70.17,96.92,60.37,3.83,57.13,98.42,653.12,45.91,625.04,1042.33,166.29,173.21,79.67,932.25,66.01,12.00,50.29,134.25,150.48,139.00,81.50,755.21,77.22,9.87,57.50,138.29
1000,20,2950.44,57.45,2890.13,3050.00,2933.27,55.65,2879.88,3052.00,80.81,3.33,77.67,108.42,65.65,2.27,63.83,84.67,738.65,82.60,679.46,1118.58,173.73,163.43,82.54,879.54,69.52,9.45,56.00,120.79,149.93,135.51,84.79,771.50,83.30,11.75,65.67,152.96
2000,20,11937.50,174.15,11672.33,12352.08,11791.99,75.83,11682.83,11891.46,161.83,10.27,155.58,242.75,138.10,7.42,131.71,202.83,1045.12,54.89,994.67,1346.92,250.42,163.85,121.92,930.83,133.69,19.90,110.75,447.67,216.47,155.13,116.63,839.04,136.86,19.70,117.63,387.33
3000,20,26708.55,496.46,26155.29,27721.79,26884.04,478.09,26389.21,27729.38,250.01,17.67,240.13,500.38,218.69,40.15,203.42,554.96,1326.46,65.06,1270.50,1629.58,310.88,175.73,158.42,1005.67,209.24,61.39,158.71,574.00,309.66,163.98,162.00,978.54,201.02,45.82,171.83,576.33
4000,20,47725.42,1026.07,46585.46,50132.54,47503.43,419.66,47019.13,48255.75,342.61,23.72,328.29,623.75,287.10,19.50,277.13,516.83,2008.96,158.98,1895.33,3400.63,324.87,172.79,191.83,979.79,231.94,28.38,215.13,525.00,291.95,154.68,186.63,844.38,245.85,34.96,226.67,570.38
5000,20,74068.38,929.61,72607.96,75824.29,73861.22,581.67,73215.33,74997.92,521.74,353.13,416.38,3496.29,476.75,436.34,350.79,2654.46,2388.23,214.48,2226.71,3081.38,431.03,194.80,228.92,1117.00,387.07,129.28,281.71,1004.71,427.74,185.49,227.92,1010.67,341.06,76.06,286.17,690.50
6000,20,107458.79,886.23,106216.00,109158.83,106278.17,968.74,105193.25,108426.50,578.47,100.15,500.79,1097.17,498.38,102.32,427.04,1006.63,2625.96,261.06,2407.42,3440.79,532.07,228.47,290.50,1464.67,435.75,101.09,336.29,894.88,493.86,216.12,265.50,1265.29,421.94,110.53,345.63,1000.71
7000,20,145830.95,1214.50,143818.25,147707.58,144366.16,1343.96,142805.08,147601.96,682.93,103.51,605.33,1229.17,600.44,112.11,518.50,1162.79,3042.75,217.46,2780.17,3699.46,533.27,196.62,337.33,1213.13,515.98,123.72,407.46,1186.13,509.08,219.51,288.88,1336.54,512.93,139.15,415.50,1212.33
8000,20,188071.03,1908.86,185151.79,192232.75,190321.95,5331.54,184689.67,202569.63,811.75,141.18,693.29,1535.63,700.85,123.33,596.58,1294.42,3242.60,314.63,2946.96,4227.54,595.41,204.26,378.17,1296.50,605.45,145.86,490.75,1308.50,625.62,254.92,356.42,1727.54,582.61,124.70,472.13,1108.17
9000,20,238310.55,2151.98,235050.83,241833.46,238159.20,2205.24,235840.38,242224.67,874.74,127.60,776.71,1507.71,795.52,140.34,677.75,1429.46,3600.47,352.58,3268.25,4640.75,658.78,222.23,427.58,1392.17,666.57,161.83,546.13,1410.42,666.74,249.97,396.92,1445.04,669.60,188.41,531.75,1651.54
10000,20,294059.16,3337.52,290141.83,299607.21,292635.84,2374.60,290029.88,297581.96,1016.00,144.44,885.04,1728.67,912.46,193.16,766.08,2373.71,4096.10,417.01,3626.42,5266.83,808.21,306.35,449.00,1888.54,917.59,346.95,633.92,3804.21,845.79,378.15,423.50,2503.33,792.49,202.67,612.50,1699.58
20000,20,1207304.18,18227.78,1183089.33,1240767.96,1178879.89,9855.86,1169790.58,1200696.67,2085.35,289.78,1820.75,3363.46,1748.55,225.32,1563.00,2856.96,7448.39,432.76,6719.08,8536.38,1589.44,534.94,853.21,2973.29,1521.00,306.94,1194.00,2791.54,1545.74,512.33,811.96,2757.38,1500.09,311.86,1180.33,2821.08
30000,20,2930109.60,82660.14,2706056.63,2983454.83,2734954.69,58211.52,2681808.21,2828727.83,3081.08,268.72,2805.88,4256.58,2719.71,266.33,2425.33,3842.92,45551.22,2918.32,41619.17,61131.42,1976.00,573.09,1174.79,4338.63,2302.84,481.95,1788.54,5427.88,2142.67,665.22,1137.63,5111.21,2142.83,311.92,1822.42,3440.13
10,30,0.47,0.07,0.42,0.63,0.41,0.03,0.38,0.46,0.79,0.06,0.71,1.04,0.56,0.04,0.50,0.71,1.59,0.08,1.50,1.83,41.71,40.61,18.83,383.08,7.81,2.06,4.13,18.63,33.93,11.98,20.17,189.75,9.22,2.19,4.54,21.29
20,30,1.48,0.04,1.46,1.54,1.50,0.01,1.50,1.54,1.56,0.11,1.46,2.92,1.08,0.08,1.00,1.42,2.85,0.14,2.67,4.04,43.75,34.80,29.54,436.25,9.05,2.44,4.79,22.54,47.56,32.32,33.29,436.25,10.52,2.79,5.33,31.71
30,30,3.16,0.09,3.04,3.38,3.06,0.02,3.04,3.08,2.25,0.09,2.13,2.58,1.61,0.07,1.54,1.83,12.46,0.69,11.96,22.33,54.24,53.88,30.21,538.67,10.36,3.25,5.33,26.75,54.44,43.61,35.33,476.58,11.13,3.45,5.88,34.88
40,30,5.05,0.05,5.00,5.13,5.20,0.34,5.00,6.13,2.90,0.10,2.75,3.25,2.26,0.11,2.13,2.88,15.75,2.29,14.67,35.46,63.39,72.61,26.17,566.00,11.86,3.52,5.92,29.92,92.78,105.41,27.88,692.38,12.76,4.69,6.67,41.79
50,30,8.47,2.45,7.54,15.42,7.91,0.91,7.54,10.50,3.84,0.46,3.54,10.13,2.75,0.14,2.63,3.79,16.07,0.25,15.79,17.33,58.99,79.62,28.54,573.33,11.49,2.40,6.46,26.88,58.81,76.08,29.00,581.25,12.23,2.44,7.38,21.29
60,30,10.96,0.15,10.83,11.38,10.65,0.36,10.38,11.54,4.42,0.11,4.29,4.88,3.33,0.09,3.21,3.67,19.96,1.38,19.21,34.42,58.62,81.55,28.96,585.25,12.22,2.55,6.88,23.46,59.54,75.30,30.46,614.92,12.84,2.48,8.04,23.58
70,30,14.78,0.08,14.71,15.00,16.21,3.69,14.08,24.21,5.23,0.12,5.08,5.71,3.87,0.08,3.79,4.08,22.42,0.68,21.96,32.46,75.07,91.95,32.92,614.04,13.20,2.95,7.71,30.96,68.19,75.66,34.33,574.38,15.23,4.38,9.17,42.83
80,30,19.58,0.72,19.21,21.54,29.58,12.23,18.63,53.92,5.75,0.13,5.58,6.17,4.33,0.11,4.17,4.71,24.28,1.47,23.42,43.46,80.61,93.08,35.96,614.04,14.76,4.26,7.63,35.96,102.64,108.38,40.21,715.29,16.61,4.88,10.13,44.13
90,30,23.71,0.15,23.58,24.13,23.28,0.50,22.67,24.04,6.65,0.48,6.29,14.29,4.91,0.64,4.63,15.75,23.54,0.41,23.00,26.33,123.67,129.56,42.75,809.04,19.60,6.66,11.08,62.04,90.55,95.74,42.67,614.83,17.59,5.37,10.67,43.75
100,30,29.58,0.71,29.25,31.54,28.10,0.11,28.04,28.42,7.38,0.36,7.17,11.21,5.75,0.24,5.54,7.96,27.03,1.10,26.17,42.38,74.89,101.28,36.83,622.13,19.94,5.36,12.04,49.79,75.42,95.95,39.67,612.88,18.75,5.61,12.04,44.38
200,30,114.85,2.41,112.08,117.54,110.93,0.77,110.38,112.71,14.88,0.86,14.29,19.75,11.38,0.60,10.96,18.42,47.51,3.90,45.33,89.08,93.63,113.83,47.33,677.54,38.00,68.63,15.83,719.58,104.32,106.21,51.88,639.42,27.53,8.86,16.29,83.46
300,30,250.40,4.65,246.00,259.25,243.54,0.49,243.21,244.63,22.55,0.60,21.96,30.04,17.58,0.51,17.08,22.54,65.85,4.64,62.38,114.04,134.96,153.46,55.54,860.71,30.79,5.48,22.25,58.04,108.40,115.17,59.96,663.67,35.19,7.42,24.21,68.42
400,30,446.98,14.74,439.67,488.21,445.65,21.87,434.96,496.46,31.40,1.38,30.00,44.13,25.40,1.37,24.29,39.58,84.94,6.79,79.88,148.38,129.67,144.63,60.29,765.79,35.09,4.11,27.13,54.17,116.78,128.99,58.29,688.79,46.29,7.50,30.42,76.79
500,30,700.75,20.89,687.33,754.54,724.46,32.86,693.58,791.17,41.18,2.49,38.38,58.42,32.00,1.99,30.13,51.67,126.75,10.78,120.71,249.25,156.00,153.87,65.88,837.13,49.37,14.91,34.00,158.83,136.82,122.19,74.00,729.38,50.87,8.63,36.88,95.83
600,30,1006.00,17.50,985.79,1040.83,993.40,27.18,974.50,1060.29,47.85,1.83,46.29,65.38,38.71,2.03,37.17,57.33,510.95,28.53,492.17,794.25,160.67,177.02,68.25,974.63,51.95,13.06,37.75,151.21,148.06,145.51,68.08,793.96,62.33,12.50,43.50,114.50
700,30,1386.27,39.44,1347.00,1452.21,1415.51,96.34,1351.88,1665.96,56.33,2.60,54.00,84.67,44.86,2.33,43.17,69.75,558.11,32.79,536.67,838.00,140.15,156.15,70.08,822.79,55.98,9.57,43.04,106.79,139.40,141.64,71.58,773.00,66.50,8.82,51.29,117.38
800,30,1767.50,22.86,1748.25,1827.17,1771.45,30.39,1747.63,1847.00,63.91,3.17,60.96,89.58,51.27,2.43,49.00,69.79,607.12,36.27,580.21,913.33,138.78,154.57,74.46,814.67,63.25,10.16,48.96,108.96,146.60,142.56,78.75,826.83,70.75,13.77,51.04,153.54
900,30,2277.77,49.67,2222.29,2365.25,2272.96,32.72,2221.00,2301.00,74.58,5.80,70.17,129.50,59.60,3.66,56.88,100.21,655.99,29.15,639.92,914.13,150.32,151.60,80.08,818.25,65.26,6.83,52.38,109.08,158.02,147.70,83.71,857.04,85.87,46.64,57.29,431.88
1000,30,2777.58,47.14,2733.58,2863.17,2783.16,22.06,2750.00,2818.17,81.76,4.61,78.21,118.67,65.42,3.04,62.88,95.42,708.81,53.45,669.71,1043.29,209.74,167.02,84.54,934.17,82.11,23.97,57.50,223.71,164.59,142.35,90.21,810.08,89.34,13.27,66.71,152.67
2000,30,11544.33,453.70,11222.88,12661.88,11537.55,243.54,11250.33,11978.58,166.92,15.48,158.13,394.38,137.41,8.83,130.71,235.96,1077.26,68.54,1007.00,1393.08,249.59,163.33,122.88,879.13,136.18,23.80,113.00,427.42,209.62,144.93,128.21,811.25,148.37,43.66,118.79,490.00
3000,30,25305.56,403.11,24760.50,26250.13,25161.19,221.75,24757.88,25492.38,248.95,17.52,239.83,466.63,220.69,32.62,203.08,533.33,1352.35,76.24,1277.46,1715.25,375.33,220.41,169.75,1378.46,241.28,78.53,175.50,676.04,364.10,198.65,171.63,1110.75,233.02,95.09,174.29,971.96
4000,30,45232.09,320.74,44745.79,45904.00,46779.82,2734.92,44505.38,52686.63,359.13,35.26,331.17,649.33,305.60,32.93,283.67,600.33,1960.50,81.33,1878.04,2317.50,394.97,182.30,202.00,1100.50,276.93,50.48,230.58,612.00,368.46,174.94,193.46,1027.50,264.53,42.58,237.92,575.25
5000,30,69080.33,819.44,68124.79,70577.25,69089.23,532.02,68361.75,69992.46,526.01,390.50,418.38,3669.04,493.12,450.61,356.50,2877.88,2371.41,210.95,2211.33,3099.58,441.82,193.57,240.96,1093.46,363.97,97.90,282.88,878.42,441.86,193.89,234.63,1079.71,388.49,114.74,294.42,964.96
6000,30,100819.90,671.74,100027.00,102110.08,99648.76,820.39,98792.46,101176.21,563.33,85.19,503.33,990.79,496.43,95.13,431.42,1006.25,2549.06,222.61,2384.38,3310.17,483.00,190.62,280.92,1167.75,451.57,118.94,345.63,1020.33,483.81,199.32,270.21,1170.83,419.64,101.49,352.04,965.04
7000,30,135941.38,1321.62,134810.25,139238.50,137382.57,1668.51,134917.92,141031.17,676.75,97.18,607.17,1187.17,579.48,87.59,520.46,1044.83,2966.65,203.43,2770.63,3643.42,542.10,191.73,324.17,1182.54,515.01,114.15,419.04,1138.00,546.88,205.00,315.71,1312.54,493.26,113.69,419.13,1160.96
8000,30,178534.20,1480.24,176088.79,180788.42,176533.62,1382.51,175013.33,178741.04,802.23,129.21,697.00,1403.88,679.05,109.75,595.96,1205.29,3173.64,262.12,2929.29,3925.88,618.93,216.33,384.50,1507.38,606.58,145.56,473.25,1269.67,645.22,263.70,357.13,1625.83,617.76,161.79,484.83,1364.33
9000,30,224768.64,1630.68,221386.42,227626.54,224227.18,1018.13,222898.58,225626.96,881.31,127.57,780.25,1507.54,750.90,111.07,667.79,1325.79,3584.00,335.14,3268.67,4635.38,665.59,214.42,423.21,1319.71,692.01,165.99,561.04,1431.83,728.24,266.71,431.50,1606.67,683.98,164.24,545.33,1496.38
10000,30,279232.91,6205.70,271801.96,292544.58,274975.30,2867.33,272002.71,282190.88,998.47,130.15,886.04,1550.50,836.78,111.84,756.46,1313.17,3917.81,337.15,3607.75,4934.67,769.74,305.70,459.79,1767.79,744.69,141.22,627.21,1418.17,715.60,264.56,421.79,1470.17,830.21,194.34,618.21,1746.67
