n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
50,100,12.86,5.98,5.17,28.00,4.90,0.14,4.83,5.29,4.13,0.17,3.88,5.25,2.90,0.10,2.79,3.33,16.52,0.92,16.04,26.42,58.43,66.67,29.71,564.33,16.78,3.92,7.38,32.92,55.35,63.30,30.42,513.13,13.70,3.06,8.04,28.75
60,100,7.09,0.16,6.96,7.42,7.14,0.31,6.75,7.75,4.89,0.33,4.67,8.29,3.65,0.10,3.54,4.08,20.45,1.07,19.88,32.54,78.48,111.58,32.00,846.21,17.51,4.84,8.42,45.88,93.68,98.27,35.88,628.75,15.06,3.88,9.33,35.83
70,100,9.53,0.16,9.38,9.79,9.15,0.21,8.96,9.46,5.86,0.46,5.54,10.88,4.14,0.10,4.00,4.54,21.66,1.12,20.92,35.00,77.82,89.56,33.54,579.46,17.88,5.05,8.54,42.17,68.07,82.50,36.21,563.21,16.11,4.23,9.75,39.21
80,100,12.06,0.10,11.96,12.29,12.95,4.31,11.46,25.21,6.56,0.34,6.33,9.83,4.75,0.17,4.58,7.63,25.58,1.57,24.58,38.71,71.82,88.83,36.21,582.17,17.54,4.91,9.04,41.17,78.43,82.49,40.00,571.54,16.88,5.27,9.92,58.46
90,100,15.04,0.19,14.83,15.38,14.50,0.40,14.25,15.54,7.30,0.62,6.92,13.21,5.09,0.15,4.92,6.04,24.29,0.84,23.63,34.13,85.77,94.71,42.33,618.33,22.71,5.70,12.83,69.38,85.14,86.10,46.25,591.88,17.78,4.50,11.17,47.92
100,100,18.35,0.18,18.17,18.67,17.69,0.22,17.46,18.17,8.11,0.24,7.83,9.96,6.28,0.16,6.04,7.04,27.13,1.62,26.13,48.38,81.51,95.19,39.42,582.21,20.46,5.48,12.13,45.33,82.20,84.28,41.92,580.58,19.71,5.79,12.92,56.08
200,100,69.44,0.21,69.13,69.71,66.54,0.13,66.33,66.71,16.06,0.38,15.58,19.71,12.10,0.31,11.83,15.29,46.28,2.51,44.38,66.38,95.26,115.29,49.75,680.67,26.24,5.54,18.88,59.88,97.91,105.52,54.46,632.67,29.50,7.08,19.42,65.00
300,100,151.15,8.12,147.25,173.75,147.29,0.94,146.92,149.96,24.24,1.07,23.50,36.46,18.71,1.41,17.96,34.00,66.81,5.67,63.33,150.42,138.06,149.01,58.04,771.38,33.42,5.71,25.67,66.25,113.49,121.16,63.04,671.83,38.42,7.39,26.38,76.83
400,100,264.57,2.51,261.29,269.63,273.62,13.17,264.54,309.17,33.76,2.18,31.96,55.83,25.67,1.74,24.54,53.13,89.96,6.83,85.92,214.50,142.49,156.26,64.79,910.71,40.02,7.05,30.83,80.54,120.11,119.11,64.00,723.67,50.11,10.10,36.79,98.96
500,100,413.08,5.03,408.42,423.17,406.73,8.12,402.92,429.29,41.36,1.89,39.79,59.79,32.35,2.27,30.96,53.38,157.89,11.03,152.21,354.54,126.63,138.58,69.29,743.75,45.99,8.46,36.04,86.71,127.40,126.96,68.04,725.88,52.64,8.26,37.83,99.63
600,100,618.80,47.56,595.67,752.46,619.76,57.76,582.38,767.58,51.78,2.76,48.79,79.29,40.52,2.62,38.33,60.25,146.10,18.77,138.08,399.71,141.96,146.24,73.58,837.04,56.66,8.04,45.79,100.54,142.06,127.42,76.75,733.75,61.48,9.98,43.46,124.88
700,100,809.18,27.77,789.33,859.83,815.93,42.64,787.83,914.25,60.77,3.54,57.50,87.58,47.31,2.76,44.92,74.83,572.11,41.95,543.58,916.63,158.78,162.39,79.79,888.38,65.88,13.22,51.29,153.29,157.84,140.69,85.29,801.67,70.83,12.76,54.21,141.42
800,100,1053.38,36.64,1023.46,1136.13,1068.70,37.32,1028.88,1138.92,69.10,4.36,64.63,104.63,51.71,3.11,49.67,87.54,609.12,39.23,580.83,895.08,186.04,159.59,83.33,880.42,76.17,20.43,56.29,354.83,182.06,152.77,93.50,1128.21,76.40,16.06,57.46,307.79
900,100,1335.12,45.79,1295.38,1410.92,1335.85,36.09,1300.46,1425.42,77.50,3.92,74.42,113.08,62.26,3.90,59.08,99.54,650.32,41.97,627.17,1022.17,170.45,159.66,85.75,870.63,75.01,15.46,60.21,188.83,179.29,142.93,90.25,835.88,81.58,13.93,63.88,253.83
1000,100,1635.15,22.66,1608.04,1683.33,1638.89,30.20,1598.33,1679.21,88.94,8.76,82.67,152.25,67.49,5.03,64.25,113.96,716.36,47.66,675.42,989.13,172.08,166.75,92.96,907.42,80.31,11.71,67.29,267.08,159.05,134.00,95.58,764.00,92.47,14.28,73.50,272.13
2000,100,6460.30,19.48,6437.50,6492.83,6499.73,18.94,6477.92,6534.96,173.04,16.04,167.46,487.00,134.26,19.38,128.25,485.29,1043.75,48.72,1006.96,1346.63,262.71,172.81,140.54,936.71,156.21,41.55,125.79,504.54,233.66,168.39,138.21,912.79,157.27,27.06,134.46,449.75
3000,100,16611.45,5903.27,14498.42,33403.42,14958.27,265.74,14707.21,15427.13,268.20,24.51,257.21,514.67,209.48,26.28,198.79,476.33,1348.72,64.85,1299.33,1669.38,357.35,180.64,187.71,1012.83,238.92,73.65,189.46,645.46,314.91,159.77,186.04,911.50,227.83,50.67,200.67,586.79
4000,100,25749.13,93.63,25647.71,25861.96,26448.68,225.45,26235.13,26909.67,363.84,24.01,352.38,585.67,291.38,28.45,274.54,565.42,1959.12,74.58,1892.29,2281.63,428.41,193.56,236.54,1176.79,299.88,59.23,253.63,653.79,390.94,172.10,225.08,976.58,294.01,50.59,264.67,624.50
5000,100,40628.73,628.44,40171.17,42305.75,40490.32,250.45,40261.21,41112.63,519.52,136.93,454.63,1526.88,395.66,73.50,346.63,789.58,2407.45,223.62,2223.42,3166.08,520.83,218.67,289.29,1278.25,415.66,109.39,327.00,1030.42,506.11,212.73,280.92,1239.88,390.77,103.50,337.46,989.42
6000,100,58631.36,338.07,58138.00,59053.04,59098.04,808.14,58273.21,61103.54,615.59,86.22,555.29,1020.21,577.86,463.07,428.58,2910.58,2623.61,238.33,2424.75,3365.50,606.79,241.88,342.29,1434.29,495.77,126.81,400.79,1169.21,580.21,226.00,332.21,1343.29,466.63,114.05,401.46,1092.58
7000,100,80215.90,906.03,78995.08,81881.67,79694.93,877.51,78594.63,81684.21,746.83,173.92,662.75,1911.21,581.70,88.72,518.67,1023.21,2987.71,199.62,2769.63,3581.25,618.96,221.52,380.17,1360.54,574.76,133.52,477.46,1234.96,634.61,236.89,373.46,1529.88,558.62,127.04,475.38,1195.63
8000,100,104850.55,1207.07,103358.92,106640.96,104423.41,910.79,103579.21,106174.25,832.42,104.96,750.38,1310.92,657.72,97.92,580.50,1119.79,3270.40,268.35,2959.88,4081.92,688.18,232.13,440.38,1430.50,636.18,144.24,540.67,1370.13,672.16,235.49,412.71,1516.88,635.75,142.54,545.54,1340.83
9000,100,131727.18,1080.35,130785.75,133983.33,133010.26,1418.60,131521.96,135958.67,1009.38,189.83,855.75,1625.79,796.49,172.13,661.58,1361.42,3657.71,368.56,3294.08,4720.75,785.74,253.88,519.04,1586.38,806.88,219.61,628.33,1502.38,810.89,310.06,484.83,1817.33,795.58,218.80,616.54,1431.67
10000,100,164173.38,1580.11,161784.67,168117.96,162331.62,841.03,161118.08,163229.04,1116.08,189.06,965.83,1758.00,876.68,153.53,749.67,1339.79,3907.45,310.16,3582.33,4731.92,870.36,296.22,557.17,1748.75,868.52,214.05,697.83,1437.04,915.45,337.96,529.92,1817.83,873.22,223.44,674.75,1665.58
20000,100,652050.22,8272.19,642440.33,671465.92,651375.52,3977.49,646150.21,658966.04,2306.71,329.71,1980.96,3196.46,1786.76,285.30,1533.96,2580.50,7327.91,373.81,6685.92,8511.46,2107.44,687.75,1079.33,3927.33,1812.36,431.87,1350.04,3112.75,1983.63,651.56,1036.46,4066.92,1798.88,439.71,1359.13,3018.88
30000,100,1474202.30,3253.82,1470336.54,1479752.00,1513932.96,10910.48,1504157.88,1537704.58,3384.11,361.72,3022.67,4428.42,2727.66,359.63,2357.21,3722.17,44481.14,2302.36,41684.33,52033.88,2677.54,815.84,1540.42,7424.29,2712.13,714.87,1995.83,5711.17,2939.39,871.20,1502.83,7538.33,2687.63,687.89,2014.46,6371.96
