n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
8000,70,261361.91,1831.44,258470.70,263857.70,261349.37,2174.51,257788.00,264957.20,755.09,126.83,690.00,1427.90,716.89,122.58,655.70,1392.50,4287.84,275.64,4109.30,5028.00,781.36,270.29,543.00,1500.20,708.61,154.89,613.40,1489.80,756.66,244.51,546.50,1365.10,680.00,141.36,588.40,1431.60
9000,70,332180.37,2957.13,325422.60,335023.60,332763.26,1920.79,329965.30,336778.60,859.53,145.79,785.60,1565.80,820.39,143.64,746.60,1521.50,4865.01,333.23,4593.80,5976.50,902.34,305.60,600.50,1784.20,810.58,184.26,687.40,1622.40,897.86,313.14,606.40,1964.80,768.25,166.10,662.50,1565.70
10000,70,404727.80,2630.71,401252.80,409061.50,407927.23,1796.71,403718.40,409637.80,964.26,155.59,884.00,1721.60,930.16,151.43,847.30,1670.00,5305.90,356.89,5042.40,6426.60,962.74,310.68,644.60,1842.30,897.44,187.53,774.10,1749.70,941.99,293.57,657.80,1682.80,849.29,172.88,739.30,1689.50
20000,70,1656642.64,7155.41,1642385.10,1669025.00,1678873.27,35306.05,1654641.20,1750633.30,2110.17,457.23,1881.90,3350.60,2089.94,366.06,1801.50,3231.30,9886.66,279.62,9523.90,11358.30,1874.35,544.33,1247.10,3878.90,1866.03,399.76,1595.10,3211.90,1889.70,577.86,1266.80,4082.80,1672.75,222.44,1459.60,2416.80
30000,70,4091444.65,378738.06,3742775.20,4532809.80,3755618.43,7784.00,3744786.20,3763857.30,3391.93,336.61,3024.90,4578.80,3178.61,252.94,2913.50,4098.90,62803.23,1383.57,61023.60,69398.40,4291.92,4059.99,1941.30,20018.10,2648.83,316.58,2323.40,3635.90,4427.75,4306.66,2004.60,20097.90,2642.41,328.09,2304.10,3787.20
10,80,0.72,0.42,0.50,1.90,0.56,0.05,0.50,0.60,0.86,0.18,0.70,1.60,0.73,0.15,0.60,1.40,2.10,0.28,1.90,2.70,22.28,29.06,10.60,311.80,6.47,1.41,4.10,14.70,19.59,23.07,11.30,314.80,6.75,1.18,5.40,13.30
20,80,1.80,0.00,1.80,1.80,1.74,0.05,1.70,1.80,1.63,0.19,1.50,2.30,1.50,0.23,1.30,2.40,5.93,1.50,4.90,10.80,28.69,39.65,12.70,343.90,7.69,1.59,5.10,15.90,32.20,40.26,13.70,354.40,8.13,0.99,6.80,15.20
30,80,3.94,1.06,3.40,6.70,3.57,0.40,3.40,4.70,2.28,0.23,2.10,2.90,1.99,0.23,1.80,2.60,11.41,0.45,10.90,15.60,31.41,45.63,14.30,338.40,9.02,2.82,5.30,19.10,38.34,48.47,15.40,349.20,9.32,0.92,6.20,14.20
40,80,6.22,0.21,6.10,6.80,6.29,0.19,6.20,6.80,3.07,0.31,2.80,4.90,2.81,0.25,2.60,4.10,20.34,0.69,19.60,24.60,34.80,53.52,15.80,348.50,10.61,2.15,7.50,19.90,39.46,56.41,16.90,368.30,12.11,2.31,6.90,18.90
50,80,10.02,0.21,9.90,10.60,10.10,0.19,10.00,10.50,3.93,0.24,3.70,4.50,3.45,0.25,3.20,4.10,24.07,0.85,23.50,29.50,42.32,63.44,18.10,371.90,11.54,2.45,7.00,20.00,40.47,60.99,18.40,383.50,13.24,2.68,7.90,21.40
60,80,12.86,0.35,12.50,13.60,13.02,1.34,12.50,16.80,4.60,0.27,4.30,5.20,4.08,0.23,3.80,4.70,27.29,1.35,26.50,42.50,47.54,69.67,19.50,409.40,12.51,3.71,7.80,38.50,47.73,72.40,19.80,394.80,15.13,3.19,8.20,22.20
70,80,17.49,0.19,17.40,18.00,17.59,0.22,17.40,18.10,5.26,0.27,5.00,6.60,4.69,0.30,4.40,7.40,32.34,1.27,31.30,51.40,48.19,68.95,20.90,389.90,14.49,2.64,9.30,21.90,46.11,66.37,20.80,401.90,13.87,2.15,9.40,23.70
80,80,23.21,1.46,22.60,27.30,22.25,0.41,22.00,23.30,6.27,0.59,5.80,10.20,5.61,0.27,5.30,6.30,35.69,1.04,34.70,41.20,51.96,76.57,22.80,464.70,15.88,3.39,9.60,25.10,52.63,72.22,22.30,426.10,13.87,2.24,9.90,21.20
90,80,28.60,1.53,27.90,32.90,29.23,1.36,28.60,33.00,7.91,1.96,6.50,13.70,6.28,0.45,5.70,9.70,34.62,2.06,33.30,54.40,55.13,74.44,24.80,394.30,17.08,3.79,10.70,45.00,53.99,70.50,23.40,380.60,12.31,2.83,10.20,22.70
100,80,36.65,1.52,35.70,40.80,35.00,0.34,34.70,35.60,7.49,0.37,7.10,11.40,6.77,0.26,6.40,7.40,40.06,0.98,39.20,45.80,54.41,72.34,24.00,391.00,17.43,3.49,11.40,26.80,52.75,72.64,24.10,392.70,17.32,3.47,11.10,26.70
200,80,139.47,1.04,138.70,142.30,140.73,4.30,138.60,152.50,14.72,0.70,14.30,21.00,13.44,1.42,12.80,21.30,63.07,1.85,61.60,82.30,74.99,83.69,33.60,466.10,21.33,5.87,17.00,59.50,70.16,87.45,31.80,507.30,22.34,4.85,17.00,39.30
300,80,313.49,1.60,311.90,316.20,311.81,1.49,310.60,314.50,21.83,0.64,21.20,26.80,20.93,3.76,19.40,38.40,88.53,8.36,85.70,197.90,86.38,93.26,38.70,522.10,57.18,11.67,32.20,189.20,84.25,91.44,39.00,542.70,32.91,10.56,23.50,120.10
400,80,545.52,4.06,542.50,556.30,537.91,1.48,535.90,540.30,29.55,0.77,28.90,35.20,26.79,0.59,26.20,32.70,111.59,9.22,108.20,206.60,103.05,93.72,46.30,560.60,68.69,10.30,53.50,212.20,93.68,90.70,46.10,526.90,37.48,7.98,30.20,133.70
500,80,858.67,21.80,848.20,920.50,848.34,4.60,845.40,861.20,37.21,0.92,36.30,44.10,33.75,0.56,33.00,38.30,153.29,17.43,147.40,271.70,121.70,99.17,50.40,536.30,85.80,11.94,73.40,233.10,104.22,92.33,52.00,564.70,46.69,7.07,38.50,139.90
600,80,1207.98,6.55,1205.00,1226.40,1212.17,5.46,1207.00,1225.70,44.64,1.53,43.60,63.70,41.26,3.19,40.00,67.10,687.21,24.05,673.50,819.60,152.58,102.42,59.60,654.80,81.43,8.03,75.10,161.90,107.18,95.55,57.60,571.20,57.67,12.52,46.60,174.20
700,80,1682.22,91.65,1651.50,1943.00,1601.93,10.01,1592.10,1625.50,53.11,1.15,51.90,68.20,48.65,1.82,47.50,85.90,737.69,21.41,724.20,861.00,191.15,105.72,71.30,701.40,88.54,12.00,80.10,198.00,152.89,103.40,66.00,612.90,65.68,9.17,60.00,183.60
800,80,2051.35,15.52,2041.00,2093.30,2077.70,19.01,2064.00,2130.50,60.09,2.81,58.50,108.70,55.29,3.43,53.50,103.20,816.24,25.29,799.50,943.70,215.70,104.66,111.40,709.80,100.37,12.57,86.80,216.20,189.32,96.49,77.40,673.60,72.38,11.24,66.70,178.80
900,80,2711.55,48.53,2597.40,2768.60,2743.65,45.21,2704.60,2859.90,68.66,2.45,67.00,93.50,62.74,2.28,61.20,101.30,880.25,22.60,866.30,1013.80,244.22,102.13,128.60,692.20,113.88,12.85,96.20,225.70,203.22,99.35,103.10,679.80,81.46,14.80,72.10,178.20
1000,80,3412.02,46.14,3388.10,3540.90,3376.44,26.13,3341.90,3439.40,74.15,2.30,72.60,117.60,67.90,2.67,66.30,108.30,927.96,33.74,908.50,1152.80,244.14,101.54,107.90,710.60,122.84,15.65,101.80,257.30,215.79,95.19,123.10,699.30,89.31,19.57,77.70,226.20
2000,80,13311.72,211.11,13163.90,13666.80,13035.15,161.24,12761.50,13164.70,155.26,8.32,151.80,243.50,142.47,8.45,139.50,234.00,1398.52,41.16,1368.80,1568.30,334.44,123.76,220.00,935.10,201.70,28.12,176.00,346.80,299.30,114.53,216.50,852.80,167.04,30.95,145.40,429.90
3000,80,32466.48,195.44,32189.20,32668.00,31315.99,418.58,31020.80,32192.20,246.99,19.66,240.40,371.90,228.84,20.57,221.60,338.90,1793.63,46.15,1764.60,2458.50,369.82,91.35,277.40,848.50,277.47,39.90,247.70,482.00,356.48,121.56,273.80,827.80,255.90,46.57,226.10,553.50
4000,80,59008.58,156.20,58733.40,59154.30,57922.83,1338.72,57125.70,61615.00,339.36,23.40,330.40,517.80,316.70,20.24,308.70,460.50,2509.47,56.94,2472.20,2738.00,473.94,166.80,328.60,1095.50,358.36,46.82,324.80,669.70,442.34,160.84,330.10,1012.00,335.26,39.72,306.00,612.70
5000,80,93564.45,483.74,93022.60,94315.80,91612.68,589.00,91143.10,92694.00,460.54,83.29,428.30,1048.30,430.07,80.44,409.80,1026.10,3110.24,156.79,3005.40,3678.10,515.29,166.97,382.60,1099.90,475.79,99.55,401.40,1086.30,496.41,166.28,381.50,1090.30,442.49,93.61,383.70,1020.50
6000,80,133824.30,2069.21,130832.90,136943.00,133602.94,988.78,131982.10,135316.80,556.04,91.70,508.20,1112.50,523.05,93.82,473.70,1083.20,3472.38,188.99,3346.00,4139.30,579.51,183.41,429.70,1284.20,565.50,119.46,477.60,1182.30,568.88,171.77,440.40,1209.00,524.01,118.72,458.50,1240.10
7000,80,181934.98,1421.75,179831.00,184284.80,182773.54,896.82,181296.40,184132.80,664.11,93.56,611.40,1199.90,626.77,91.93,574.20,1170.00,3994.31,188.59,3810.00,4857.50,646.04,200.02,480.40,1312.70,652.93,117.66,568.40,1269.10,640.05,199.01,492.00,1358.20,626.81,134.20,535.80,1250.40
8000,80,239250.52,2358.17,236023.70,243777.00,239059.81,943.36,238108.80,240708.50,762.54,125.32,700.40,1445.50,727.03,127.95,661.90,1408.20,4402.53,236.64,4148.20,5176.70,765.67,247.80,548.30,1492.90,720.93,136.41,627.30,1487.60,763.49,235.33,557.90,1397.20,679.49,152.99,601.70,1620.30
9000,80,304929.71,1659.40,300743.60,306330.80,303664.68,1582.61,301351.10,306497.40,865.02,141.57,794.50,1576.90,823.89,147.96,740.90,1530.70,4831.06,310.55,4599.60,5581.90,915.74,318.33,605.20,1883.10,804.43,181.39,690.80,1812.10,890.79,302.64,617.50,1781.10,766.65,151.92,670.40,1543.40
10000,80,378672.57,1520.53,376464.90,381820.40,376444.37,7430.07,371848.70,397174.80,977.30,144.30,902.30,1704.90,925.89,143.60,850.80,1636.20,5300.95,320.70,5092.30,6158.90,981.37,323.16,659.00,2160.40,890.27,193.14,770.90,1954.30,963.76,303.80,671.80,1760.90,857.00,171.02,754.70,1689.90
20000,80,1522554.26,4706.30,1512458.30,1529281.20,1519736.41,18302.56,1501774.60,1567475.90,2132.52,438.08,1925.50,3423.90,2093.59,354.28,1824.00,3235.30,9920.41,280.56,9562.30,11125.50,1902.15,561.55,1258.10,4060.50,1718.48,236.23,1510.00,2478.70,2025.27,631.35,1282.70,4275.60,1683.07,236.85,1486.80,2684.70
30000,80,3504321.99,36064.41,3432956.70,3544122.20,3452925.67,19764.78,3411171.80,3478767.20,3357.87,315.47,3055.40,5123.10,3082.32,202.77,2889.60,3973.80,63174.51,1421.87,61151.60,67899.20,4369.74,3950.15,2023.50,20074.30,2653.16,259.05,2343.40,3488.20,4301.19,3759.54,2043.00,19873.30,2623.63,267.32,2297.10,3512.90
10,90,0.67,0.43,0.50,1.90,0.64,0.37,0.50,1.70,0.92,0.20,0.80,1.60,0.78,0.19,0.70,1.50,1.91,0.30,1.60,2.60,22.73,28.45,10.70,299.80,6.21,1.20,4.00,11.60,19.32,23.84,11.50,289.40,6.64,0.65,5.50,10.90
20,90,1.78,0.15,1.70,2.20,1.81,0.21,1.70,2.40,1.64,0.19,1.50,2.30,1.44,0.20,1.30,2.00,2.52,0.28,2.20,4.00,28.61,41.05,12.70,330.10,7.22,0.70,6.20,12.40,32.79,39.74,13.80,336.10,9.11,2.67,5.20,18.70
30,90,3.49,0.22,3.40,4.10,3.57,0.37,3.40,4.60,2.35,0.28,2.20,4.10,2.14,0.20,2.00,2.70,17.05,0.80,16.30,24.30,33.18,48.49,14.80,337.30,8.90,2.42,5.40,19.20,34.21,49.17,15.40,343.80,10.31,2.41,6.20,18.10
40,90,5.75,0.13,5.70,6.10,5.78,0.22,5.70,6.40,3.31,0.27,3.10,4.90,2.97,0.26,2.70,3.60,22.89,0.72,22.10,27.20,38.86,55.72,16.40,368.10,11.44,3.43,6.50,22.40,36.94,55.66,17.20,370.90,11.89,1.55,9.70,21.00
50,90,8.64,0.20,8.50,9.00,8.84,0.20,8.70,9.20,3.83,0.26,3.60,4.50,3.34,0.22,3.10,3.90,24.42,1.71,23.50,34.40,40.44,60.61,17.30,375.40,13.56,2.15,9.50,21.70,41.18,59.04,18.20,370.00,13.42,2.78,7.60,23.70
60,90,12.04,0.25,11.90,12.50,11.98,0.19,11.90,12.50,4.76,0.31,4.40,6.40,4.29,0.30,4.00,5.00,29.52,2.86,28.30,56.70,44.23,62.97,19.20,386.90,13.10,2.54,8.30,22.30,42.50,65.11,18.90,384.70,14.33,2.81,8.60,26.80
70,90,16.57,0.22,16.30,17.00,16.25,0.16,16.10,16.70,5.38,0.31,5.10,7.20,4.73,0.26,4.50,5.30,31.82,1.46,30.80,41.40,49.93,69.80,21.30,421.90,13.03,4.22,8.70,25.10,47.22,70.15,21.20,455.30,15.90,3.06,9.10,27.50
80,90,22.19,0.22,22.00,22.60,21.83,0.15,21.70,22.10,6.11,0.43,5.70,10.10,5.43,0.27,5.10,6.70,34.48,1.06,33.50,41.60,49.37,69.50,21.90,398.00,14.83,2.94,9.60,24.70,52.59,74.33,22.60,422.10,12.92,3.04,9.70,22.80
90,90,25.97,0.33,25.70,26.60,27.07,3.04,25.90,35.70,6.81,0.29,6.40,8.00,6.15,0.26,5.80,6.70,35.28,1.67,34.30,47.40,54.06,77.39,22.90,471.90,15.65,1.95,10.40,22.30,50.61,65.93,23.30,373.10,12.23,2.30,10.30,24.30
100,90,34.55,3.16,33.30,43.50,33.61,0.26,33.40,34.10,7.44,0.26,7.10,8.20,6.67,0.30,6.20,8.60,38.68,1.59,37.70,50.20,55.23,76.04,24.20,408.70,16.55,2.87,11.20,25.90,54.04,72.35,24.80,407.20,14.23,3.04,10.80,24.60
200,90,130.38,3.36,128.60,139.00,129.30,2.92,127.60,136.40,15.11,0.59,14.70,21.60,13.49,0.29,13.10,16.40,69.44,1.98,67.90,90.00,74.92,89.74,32.90,566.80,22.34,6.33,17.40,62.40,74.86,85.95,32.90,519.40,21.24,7.11,17.20,47.70
300,90,282.71,2.43,280.90,286.40,287.12,11.01,281.80,317.10,22.40,0.97,21.60,31.50,20.12,0.91,19.40,28.30,90.83,5.54,88.80,175.50,86.64,94.57,39.70,521.10,51.63,13.29,24.80,188.60,79.94,91.30,39.40,520.20,34.55,10.99,23.70,94.40
400,90,505.74,1.89,504.00,509.40,511.89,2.23,509.60,516.50,30.14,0.70,29.50,35.30,27.12,0.69,26.60,32.40,134.11,10.33,130.60,272.10,104.65,97.80,47.20,558.70,71.05,12.47,55.10,208.50,97.01,92.21,47.00,523.00,39.78,11.39,30.60,155.00
500,90,784.27,25.94,752.60,844.30,796.43,4.85,793.20,809.90,37.38,1.03,36.50,44.20,34.18,3.18,33.00,54.00,276.43,16.29,269.10,414.00,112.32,96.47,53.10,584.40,85.60,10.19,71.40,180.60,109.85,93.79,52.80,610.10,48.27,8.24,38.60,128.80
600,90,1104.40,27.34,1067.80,1127.50,1083.27,16.74,1072.90,1130.20,46.62,3.18,45.10,80.10,42.15,1.35,41.20,61.80,251.68,13.94,245.40,371.90,168.15,108.47,62.70,633.00,83.62,11.97,76.60,213.00,133.55,97.09,60.70,568.80,59.06,10.86,48.80,170.30
700,90,1642.25,258.08,1538.90,2354.90,1548.10,7.55,1539.80,1564.10,52.49,1.31,51.20,73.70,47.26,1.11,46.30,61.80,755.79,21.48,742.80,875.20,204.50,96.59,73.50,675.50,90.84,13.28,80.60,191.20,166.45,95.82,70.30,647.80,66.88,10.00,61.00,192.80
800,90,2015.66,15.78,2008.20,2058.90,2002.78,8.92,1990.40,2021.20,61.52,1.75,59.90,78.80,57.27,4.66,54.60,99.90,815.19,25.94,797.60,958.70,228.00,95.52,114.10,680.40,99.79,13.37,87.10,227.20,192.89,93.73,87.80,652.80,74.40,14.00,67.70,204.20
900,90,2660.53,368.94,2535.80,3710.40,2467.45,46.31,2421.40,2559.00,71.34,8.74,68.00,157.70,62.87,1.67,61.70,84.40,883.70,42.39,863.00,1130.10,243.72,106.28,130.40,728.60,114.74,14.24,97.40,240.40,208.38,97.71,97.90,665.10,79.01,11.10,73.50,190.50
1000,90,3146.31,24.71,3129.30,3201.60,3119.03,16.40,3107.40,3156.50,76.17,2.71,74.60,117.50,69.98,7.48,67.50,125.60,941.70,34.78,924.70,1169.40,252.67,85.57,143.40,672.30,128.29,16.90,104.40,251.60,217.39,91.83,107.90,651.10,85.22,12.95,79.90,201.50
2000,90,12268.43,181.18,11984.30,12553.60,11975.50,29.79,11935.80,12020.30,158.24,8.89,154.80,249.10,144.21,9.32,140.90,230.70,1412.81,56.00,1379.90,2270.90,337.01,121.36,231.40,918.10,206.76,31.42,180.70,400.20,304.28,120.45,220.70,827.80,171.57,28.38,149.70,358.00
3000,90,29503.26,277.46,29266.70,30049.90,28427.20,383.36,28268.70,29510.70,249.85,16.29,244.20,368.20,230.52,16.29,224.70,349.80,1802.28,51.03,1772.70,2001.90,379.79,89.79,283.00,814.20,284.06,35.95,256.20,484.80,366.88,128.04,279.80,863.40,267.64,42.54,230.70,549.00
4000,90,53043.83,409.27,52620.40,53700.20,52445.05,363.48,52087.10,53248.60,346.03,33.17,333.90,557.40,318.34,23.97,309.40,481.60,2519.83,67.93,2473.30,2802.60,475.24,163.07,335.60,1072.30,371.54,39.33,332.60,594.00,454.27,159.85,337.40,1068.00,340.44,41.10,311.00,624.10
5000,90,84148.99,548.55,83629.90,85245.00,83913.84,72.55,83841.90,84055.60,474.10,81.14,431.10,1009.80,440.36,78.38,416.10,975.70,3147.13,189.99,3021.50,4314.70,530.73,165.93,396.10,1199.70,492.29,104.61,414.50,1031.10,515.05,161.42,398.10,1038.40,461.61,104.82,396.90,1000.50
6000,90,123799.00,659.99,122702.80,124734.70,123059.00,858.24,122547.90,124947.30,565.33,89.69,517.20,1071.50,521.47,84.68,477.00,1027.00,3469.24,193.54,3340.70,4203.70,587.52,180.47,437.50,1226.00,573.67,111.15,493.60,1141.40,587.60,176.28,450.10,1225.10,543.30,116.65,465.50,1096.00
7000,90,170364.39,723.98,169289.70,171351.50,168272.64,1037.63,166047.60,169764.20,672.23,94.21,621.10,1188.30,632.27,98.54,577.80,1168.70,4013.83,192.64,3822.10,4679.60,671.98,208.59,505.00,1384.40,662.27,120.44,573.50,1259.00,650.52,202.96,499.90,1399.70,634.30,135.21,545.70,1250.90
8000,90,221248.83,1761.51,217743.90,223544.00,220494.56,1166.79,218850.50,222878.50,771.70,124.62,713.20,1460.20,719.21,119.94,662.50,1381.00,4293.80,263.38,4117.30,5434.20,793.13,261.26,567.10,1545.10,740.53,149.58,646.30,1505.70,771.85,264.03,563.60,1467.30,710.24,146.81,617.20,1404.80
9000,90,279974.38,2351.99,277393.90,285159.00,282617.10,3876.36,279518.90,292686.00,877.40,139.79,805.60,1597.00,822.50,137.96,749.00,1509.80,4832.68,305.81,4586.50,5736.10,925.61,304.13,618.70,1812.60,815.23,150.84,712.60,1553.00,915.75,310.77,631.80,1847.40,787.60,169.43,685.10,1544.20
10000,90,346120.11,4059.30,341718.20,356744.50,344308.78,1698.66,342213.90,347816.70,1037.64,184.28,930.10,1687.20,944.19,202.14,865.80,1661.60,5348.55,359.79,5048.40,6282.00,1079.03,368.48,688.00,2124.80,942.97,241.67,801.90,1714.90,1065.92,366.43,703.00,2262.10,923.40,262.45,768.00,1655.70
20000,90,1396936.25,7978.85,1384077.40,1408900.10,1404444.37,13502.41,1394550.60,1440503.80,2067.86,138.43,1967.50,2653.00,2164.77,473.96,1838.20,3344.00,9940.33,313.97,9552.10,11383.70,1991.45,615.91,1308.50,3734.70,1744.20,202.49,1557.30,2333.80,2020.47,610.79,1337.40,3778.70,1707.22,211.83,1524.70,2403.10
30000,90,3216689.15,42763.97,3153705.30,3264270.50,3181300.56,10148.47,3164918.50,3193035.90,3457.16,301.70,3190.00,5288.10,3285.67,336.11,3007.10,5361.60,66423.70,1458.06,64474.40,72363.70,3747.53,2077.30,2002.50,18820.40,2696.34,288.86,2378.60,3529.70,3721.88,1919.03,2023.50,17519.10,2675.69,304.88,2345.00,3638.30
10,100,0.66,0.37,0.50,1.70,0.53,0.05,0.50,0.60,0.92,0.19,0.80,1.60,0.79,0.19,0.70,1.50,1.67,0.29,1.40,2.30,20.85,23.34,10.70,285.00,6.55,1.10,5.00,13.00,21.69,19.43,11.70,234.30,7.01,1.77,4.20,19.70
20,100,1.71,0.21,1.60,2.30,1.73,0.21,1.60,2.30,1.68,0.21,1.50,2.30,1.45,0.17,1.30,2.00,4.66,0.31,4.30,5.40,24.32,30.35,12.30,302.40,7.05,1.55,4.70,13.70,29.58,37.41,13.50,317.10,8.29,1.34,5.50,15.60
30,100,3.29,0.03,3.20,3.30,3.48,0.36,3.30,4.50,2.41,0.18,2.20,3.00,2.12,0.19,2.00,2.80,3.90,0.23,3.60,4.70,32.96,45.09,14.70,320.60,9.07,1.44,7.30,19.20,32.14,45.78,15.60,332.80,12.57,2.97,6.50,20.30
40,100,5.72,0.10,5.60,6.00,5.57,0.19,5.50,6.10,3.20,0.21,3.00,3.70,2.93,0.34,2.70,4.90,22.71,0.81,22.10,28.30,41.43,57.84,17.00,405.30,10.08,2.64,6.40,22.70,39.49,54.71,17.40,350.70,11.97,2.21,7.30,18.70
50,100,8.17,0.13,8.10,8.50,8.38,0.33,8.20,9.20,3.85,0.25,3.60,4.70,3.36,0.23,3.10,4.00,23.62,0.84,23.00,29.40,40.28,58.12,17.80,361.50,12.89,2.90,7.30,21.30,41.26,60.36,18.40,373.40,12.88,1.58,10.20,20.30
60,100,11.44,0.13,11.40,11.80,11.85,0.13,11.80,12.20,4.59,0.24,4.30,5.50,4.18,0.25,3.90,5.60,29.22,1.13,28.40,37.60,43.61,63.32,18.90,386.30,13.84,2.24,8.10,22.20,49.67,61.91,20.00,372.10,15.00,2.64,8.90,27.70
70,100,15.95,0.29,15.70,16.40,15.56,0.22,15.40,15.90,5.50,0.47,5.10,9.60,4.76,0.23,4.50,5.30,29.74,1.07,28.90,36.70,52.51,69.95,22.50,401.00,13.52,3.06,9.20,22.30,48.37,68.35,22.20,399.50,16.99,3.43,9.40,25.60
80,100,20.35,0.25,20.10,20.80,20.05,0.21,19.90,20.40,6.32,0.31,5.90,9.70,5.53,0.24,5.20,6.10,35.83,1.39,35.00,45.60,51.62,69.01,22.30,390.60,15.89,2.59,10.20,25.20,50.52,68.51,22.50,389.00,13.98,3.44,10.00,24.10
90,100,24.82,0.32,24.60,25.40,25.18,0.20,25.00,25.50,6.75,0.25,6.40,7.40,5.84,0.30,5.40,8.80,34.69,3.94,33.00,59.40,53.96,77.00,23.70,450.50,14.69,2.95,10.00,24.40,59.08,73.84,23.80,482.10,14.33,3.28,10.20,34.00
100,100,30.85,0.18,30.60,31.20,30.39,0.20,30.20,30.70,7.66,0.37,7.20,11.80,6.90,0.27,6.50,7.70,38.61,0.97,37.90,44.60,59.28,77.04,25.90,404.80,16.60,2.94,11.10,24.20,57.72,73.63,25.60,391.00,14.08,3.04,11.00,23.20
200,100,117.78,1.12,117.10,120.90,119.23,3.55,117.70,129.30,14.96,0.62,14.50,22.10,13.43,0.52,13.10,20.20,63.65,2.99,62.00,109.10,70.05,87.30,32.80,475.30,22.25,6.78,17.80,74.80,66.15,84.80,32.70,524.30,21.20,5.43,17.60,48.30
300,100,261.90,1.11,261.10,263.90,265.51,1.30,264.60,268.10,22.71,1.03,22.00,31.70,20.51,0.74,19.80,27.90,93.74,14.57,89.30,237.90,87.28,95.45,40.60,510.00,53.89,12.31,25.90,187.30,84.41,90.89,41.00,510.50,30.79,6.08,24.60,58.70
400,100,477.45,36.98,463.50,582.50,470.67,1.41,469.20,472.80,31.11,1.12,30.30,41.00,27.65,0.97,27.00,35.50,121.22,14.22,117.50,313.90,105.93,96.29,48.30,521.50,72.08,11.77,54.80,203.40,98.46,92.59,48.40,549.80,41.41,11.29,31.40,131.40
500,100,723.64,62.76,698.50,901.80,729.48,2.15,726.50,732.30,38.26,1.93,37.10,59.30,34.55,1.16,33.80,42.00,215.27,11.45,210.00,322.60,131.25,107.45,54.30,623.80,81.83,8.35,68.00,120.60,102.64,95.56,54.50,565.10,47.94,5.85,39.50,126.50
600,100,1047.23,1.20,1046.10,1050.20,1054.17,9.52,1049.70,1080.40,46.93,2.65,45.60,92.80,42.02,1.34,41.10,63.50,193.36,12.58,188.20,297.90,193.26,101.43,65.40,637.90,85.97,16.79,76.60,233.60,161.23,98.14,65.10,605.40,59.68,11.80,51.50,181.90
700,100,1338.91,15.76,1329.50,1383.20,1423.36,31.63,1354.90,1459.20,54.60,1.63,53.40,75.60,50.94,7.52,48.40,89.60,760.45,22.99,745.40,890.80,208.64,102.84,105.70,680.50,91.74,13.15,82.50,213.70,173.82,95.44,76.10,595.00,68.36,9.46,63.50,156.80
800,100,1868.91,36.55,1848.60,1961.00,1787.48,51.86,1732.80,1859.10,62.03,3.94,60.40,129.80,55.96,5.90,54.00,138.20,826.39,26.69,807.80,967.90,235.07,90.35,124.80,692.40,101.68,15.37,87.90,257.30,195.47,97.17,102.80,632.90,72.15,9.64,68.30,183.50
900,100,2343.69,10.35,2335.70,2366.60,2372.80,34.35,2344.30,2467.00,69.63,2.28,68.20,102.30,66.39,9.30,62.40,100.40,877.09,27.30,859.40,1070.30,238.63,103.25,132.20,697.00,126.00,22.60,98.20,293.50,212.52,96.84,98.40,684.70,82.37,13.73,74.70,194.60
1000,100,2818.02,98.88,2694.40,2936.30,3039.21,298.31,2739.30,3670.90,78.15,8.59,75.30,152.00,69.88,2.59,68.40,111.50,953.49,34.98,931.00,1176.50,252.19,87.53,114.30,696.90,127.94,15.15,105.20,253.90,224.70,89.97,132.00,693.60,89.54,17.33,82.20,250.20
2000,100,11033.16,322.05,10713.50,11518.20,11103.64,34.78,11053.40,11164.70,158.95,10.41,154.70,270.70,142.45,9.77,139.00,241.30,1414.90,40.30,1387.20,1621.70,346.86,117.65,229.80,870.70,203.56,27.22,181.70,331.30,306.77,121.25,226.70,869.20,174.50,30.29,151.20,413.30
3000,100,25556.42,513.85,25359.70,27018.20,25575.88,89.37,25513.60,25813.90,252.82,21.41,245.10,413.60,228.05,16.25,222.30,347.50,1827.64,49.69,1793.20,2079.30,380.40,95.68,280.20,906.00,294.44,43.67,257.40,546.30,377.93,131.68,281.90,897.70,264.76,40.19,234.20,556.70
4000,100,47698.31,631.33,47252.70,49077.80,46985.79,342.50,46783.20,47943.80,344.54,21.79,335.70,494.00,326.63,41.06,308.70,474.20,2530.34,58.34,2490.70,2758.90,479.19,160.96,347.70,1061.00,374.04,53.18,335.20,681.10,459.30,159.26,347.00,979.10,352.72,52.24,320.60,691.10
5000,100,75510.68,754.50,74681.00,77032.40,75172.00,85.01,74961.20,75291.20,482.31,81.09,453.90,1007.40,443.45,77.75,417.70,971.90,3134.21,169.74,3023.90,3947.40,538.66,161.70,398.50,1122.60,495.24,102.47,423.30,1067.70,524.36,164.01,404.70,1065.60,470.36,102.04,405.20,998.40
