n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
10,10,1.00,0.18,0.90,1.50,1.11,0.38,0.80,1.90,1.38,0.12,1.30,2.10,1.08,0.13,1.00,1.70,2.68,0.27,2.40,3.40,61.31,45.26,24.90,436.70,15.96,5.41,7.60,45.10,77.20,58.40,24.80,392.70,16.11,5.72,10.70,41.50
20,10,3.00,0.30,2.80,3.70,3.19,0.81,2.90,5.50,5.44,0.29,4.90,7.00,4.28,0.23,4.00,5.20,7.88,0.44,7.30,11.70,77.22,69.98,25.60,420.00,14.20,3.54,9.60,47.30,75.45,67.72,28.60,409.90,20.26,4.43,12.30,45.90
30,10,5.59,0.26,5.40,6.30,5.31,0.07,5.20,5.40,6.50,0.39,6.20,10.00,5.69,0.28,5.40,9.10,40.01,1.02,38.90,46.50,74.73,73.56,27.80,462.80,16.80,5.83,11.30,36.20,98.30,82.73,30.70,487.70,18.91,4.62,12.70,30.30
40,10,9.84,0.10,9.70,10.00,9.62,0.08,9.50,9.80,10.59,2.90,8.00,15.90,7.30,0.36,7.00,11.00,47.39,1.31,46.30,62.10,91.95,83.04,30.10,447.50,19.78,10.03,12.30,54.30,87.45,73.73,35.60,513.30,26.41,3.71,17.00,50.10
50,10,24.25,6.95,15.30,34.40,13.70,0.07,13.60,13.80,7.63,2.18,5.30,14.70,5.68,1.23,4.70,9.50,39.87,3.86,37.50,55.70,56.89,68.51,24.20,428.20,17.88,2.92,12.40,28.50,59.68,71.65,24.80,419.20,14.93,3.06,11.10,25.00
60,10,19.13,0.08,19.00,19.20,21.31,6.88,19.00,40.90,3.95,0.25,3.70,4.60,4.42,0.26,4.10,5.10,47.89,5.40,44.80,85.80,59.05,78.09,26.10,427.20,15.35,3.03,10.70,30.30,68.80,79.72,26.90,524.50,16.61,2.99,11.60,31.60
70,10,25.09,0.39,24.80,25.80,25.65,2.48,24.80,32.70,4.80,0.29,4.50,5.50,5.31,0.29,5.00,6.10,63.31,3.38,59.40,78.20,57.92,78.37,24.40,446.50,16.70,2.76,11.30,42.20,53.20,69.62,24.00,424.30,17.65,3.36,11.10,31.30
80,10,34.67,1.80,33.90,39.70,35.57,4.97,33.90,49.70,5.46,0.31,5.20,6.20,6.37,1.29,5.50,10.80,56.08,9.18,42.50,123.30,50.18,74.22,19.70,401.40,13.49,2.83,7.70,23.30,49.17,73.19,20.10,395.20,15.46,3.71,8.60,40.60
90,10,64.46,14.32,42.10,90.70,41.55,0.48,41.30,42.90,6.02,0.34,5.70,7.00,6.18,1.33,5.20,10.90,42.28,1.90,40.90,71.30,58.74,78.86,21.70,470.20,13.49,3.57,8.00,22.80,52.39,74.35,21.60,406.20,15.12,2.43,9.20,22.10
100,10,51.48,1.53,50.80,55.80,51.52,1.41,50.80,55.30,6.83,0.28,6.50,7.60,6.32,0.29,6.00,8.30,50.84,1.15,49.70,58.30,63.55,77.49,24.90,552.10,13.72,3.67,8.60,23.20,51.21,69.41,22.20,399.00,15.67,1.89,9.70,22.10
200,10,205.45,1.58,204.50,208.70,203.01,1.42,201.90,205.80,13.36,0.61,12.80,19.80,12.26,0.46,11.70,16.20,62.55,2.31,60.80,91.20,69.27,92.89,27.90,531.60,17.97,4.61,13.70,44.00,68.34,85.13,27.40,501.40,22.55,4.40,14.70,66.80
300,10,668.52,131.31,462.50,762.10,464.60,3.20,461.80,472.80,20.63,2.11,19.60,36.70,19.78,2.65,18.00,29.60,91.35,7.15,88.30,197.20,76.85,88.87,32.70,507.90,27.08,11.43,18.90,71.80,75.38,92.23,31.80,524.60,25.28,5.98,19.00,48.90
400,10,819.08,19.82,807.60,873.70,832.40,56.19,813.30,992.30,27.73,1.18,27.00,40.50,26.41,2.14,25.60,41.00,116.92,8.15,113.60,257.10,77.39,95.57,34.10,573.90,49.93,11.58,24.60,86.90,77.18,92.38,36.20,535.10,34.33,9.79,24.70,81.10
500,10,1278.30,18.31,1269.20,1329.90,1279.63,31.32,1264.80,1368.40,35.05,1.09,34.20,44.70,32.22,0.70,31.50,38.40,216.32,21.57,208.90,415.20,86.86,91.01,39.20,539.10,69.92,13.11,53.90,243.60,88.62,96.59,41.10,592.50,37.81,8.49,29.80,78.60
600,10,1839.48,16.44,1823.70,1878.90,1825.92,9.62,1816.70,1848.80,42.57,1.15,41.50,53.10,39.89,3.27,38.50,63.20,517.75,31.33,504.00,774.30,98.33,96.34,43.50,566.50,81.76,6.46,70.40,113.00,91.67,90.03,45.50,516.10,45.87,7.41,37.50,124.90
700,10,2478.52,25.61,2459.70,2542.70,2462.01,13.08,2450.30,2494.80,49.63,1.20,48.40,58.00,46.23,1.35,45.20,68.40,771.14,29.46,753.90,1008.50,103.94,98.38,48.40,585.80,87.40,6.36,73.80,128.70,97.99,97.06,50.30,573.20,53.89,9.61,42.10,139.10
800,10,3260.52,77.67,3211.80,3463.20,3251.44,66.40,3222.70,3436.40,56.68,1.58,55.40,72.70,52.68,1.32,51.50,69.10,809.51,28.60,793.20,972.90,114.22,106.46,51.90,616.60,84.87,9.83,76.50,176.80,106.18,100.04,54.30,612.10,63.38,8.46,56.90,101.60
900,10,4078.87,35.48,4049.00,4173.70,4122.02,97.34,4064.40,4372.50,64.68,2.90,62.90,95.80,59.47,1.70,58.10,82.00,895.58,25.00,882.40,1048.70,123.97,106.07,56.30,632.40,98.04,18.31,80.50,230.00,110.40,98.26,59.00,601.40,67.36,6.90,62.70,112.40
1000,10,5017.81,15.46,5006.30,5057.60,5019.36,20.44,5001.10,5069.90,72.90,8.29,70.00,127.60,67.34,5.36,65.10,104.30,926.65,28.42,909.00,1077.10,141.35,114.38,60.70,688.50,98.52,12.13,84.70,190.50,119.15,100.38,62.40,557.80,72.33,9.03,67.20,158.50
2000,10,21257.77,150.34,21132.80,21599.40,20583.86,718.39,20107.10,21898.50,147.51,7.95,144.20,253.50,137.49,7.46,134.40,238.40,1389.96,38.49,1361.80,1631.60,252.74,130.67,106.90,839.50,172.81,21.24,148.80,312.20,197.13,122.21,109.30,755.30,134.70,15.95,121.60,271.30
3000,10,52620.46,154.51,52450.70,53014.00,51158.76,388.01,50590.70,52015.20,232.09,13.40,226.80,361.50,217.89,15.12,212.70,352.20,1798.48,49.46,1767.10,2134.50,308.74,135.33,147.60,899.00,239.24,27.61,213.00,379.10,242.86,130.57,151.60,819.30,208.89,26.27,183.10,381.90
4000,10,94303.01,957.23,93355.70,96224.00,92870.39,1878.32,91367.90,97649.10,321.07,22.07,312.20,467.40,300.45,18.28,293.30,443.20,2520.24,97.58,2467.30,3511.90,381.57,153.19,197.40,973.90,293.80,31.46,269.20,445.30,327.96,152.36,198.20,927.40,272.26,23.65,251.70,433.10
5000,10,148258.26,764.31,146739.00,149092.10,148315.30,1584.94,146825.30,152447.50,431.20,80.47,393.50,1022.80,409.40,81.01,389.40,989.20,3097.68,181.49,2980.90,3769.50,439.38,148.90,269.50,970.50,381.50,98.66,333.70,1063.10,414.56,157.07,262.60,1004.70,363.73,88.77,318.90,1004.10
6000,10,386922.21,38446.50,310666.10,440784.50,295213.85,59169.05,242036.30,437180.80,763.11,199.53,480.00,1793.00,639.42,183.10,450.70,1667.20,4747.80,900.87,3320.60,6774.30,733.81,243.78,529.50,1650.10,645.39,182.50,434.30,1694.10,754.49,280.26,507.20,1789.50,575.84,169.71,412.60,1605.60
7000,10,440634.25,38082.55,338919.60,465603.60,530601.22,75227.02,393250.60,659275.90,827.66,256.57,580.20,1941.90,915.28,210.41,559.50,2033.70,6129.45,1041.39,3867.60,9194.20,770.86,257.04,469.50,1706.70,699.36,184.40,501.30,1805.70,799.30,307.38,465.00,1854.20,690.44,192.92,489.00,1852.60
8000,10,512856.84,43295.60,446098.40,577558.10,510178.67,57346.12,438559.90,618974.40,953.58,257.63,671.30,2192.90,911.81,256.32,627.80,2163.60,5633.02,1303.12,4141.60,8948.80,775.12,233.92,477.50,1548.00,654.71,194.85,532.90,1893.20,855.45,303.25,481.30,2003.90,699.15,214.64,523.60,1932.00
9000,10,528118.38,24105.43,502171.10,568587.40,547018.68,42587.71,504381.00,615300.50,867.38,203.81,745.00,1738.00,886.07,221.61,708.30,2126.00,5932.68,1042.32,4621.30,8949.00,1002.63,291.20,595.70,1979.70,774.21,227.84,595.30,2068.50,906.71,284.21,542.50,1706.00,767.47,231.23,576.40,2045.90
10000,10,667845.97,28022.21,640002.20,731019.20,672532.71,40429.03,607887.90,725388.10,1096.48,270.89,854.50,2442.20,939.42,184.02,821.50,1785.40,5716.50,589.53,5135.50,8453.10,1018.99,304.75,599.00,1950.50,834.77,246.09,661.40,2087.30,1054.24,338.02,569.40,2185.20,877.20,253.09,648.50,2262.00
20000,10,2523316.97,25381.70,2474233.80,2562052.40,3177813.20,1051678.28,2489244.50,5190375.70,2233.74,257.73,1858.80,3329.00,3634.02,519.03,2747.90,6646.60,18056.10,3826.93,9856.50,30564.00,2657.30,744.06,1652.30,5216.10,2885.60,514.93,1841.10,4427.00,2731.63,753.30,1300.90,4955.00,2715.09,593.01,1449.00,4168.00
30000,10,8638764.18,3011292.99,5776578.20,13814929.10,5518872.87,10586.13,5503879.30,5536569.10,3870.59,624.58,3168.60,6445.60,3587.20,295.84,3124.00,5389.00,66170.67,1571.14,63547.20,72083.50,2723.06,636.79,1770.60,4332.90,2492.74,273.91,2061.10,3535.40,2700.03,594.69,1818.70,4144.10,2512.25,271.38,2063.80,3502.30
10,20,0.85,0.41,0.70,2.00,0.67,0.05,0.60,0.70,0.75,0.16,0.60,1.50,0.69,0.18,0.60,1.50,1.60,0.27,1.40,2.30,22.06,23.84,10.20,281.10,5.31,1.25,3.60,12.20,23.00,29.46,10.80,295.50,6.52,1.23,4.60,12.30
20,20,2.29,0.07,2.20,2.40,2.27,0.05,2.20,2.30,1.39,0.19,1.30,2.10,1.24,0.18,1.10,1.90,3.42,0.33,3.10,4.20,26.83,37.43,11.80,301.90,6.53,0.72,5.50,10.40,30.28,38.49,12.60,306.80,7.84,1.48,6.10,14.90
30,20,4.89,0.03,4.80,4.90,5.08,0.38,4.90,6.10,2.05,0.20,1.90,2.70,1.82,0.20,1.70,2.50,18.09,0.71,17.30,23.30,31.47,46.78,13.60,316.50,7.36,1.03,4.80,14.30,30.67,48.46,14.50,325.70,9.51,1.84,5.90,16.40
40,20,8.07,0.22,8.00,8.70,8.02,0.04,8.00,8.10,2.77,0.19,2.60,3.40,2.45,0.19,2.30,3.10,22.64,2.01,21.50,36.70,37.94,51.36,15.50,343.00,8.35,2.43,5.30,18.20,33.79,50.27,15.80,352.10,10.42,1.88,8.00,18.60
50,20,13.08,0.22,13.00,13.70,13.18,0.36,13.00,14.20,3.34,0.23,3.10,3.90,3.04,0.24,2.80,3.70,24.45,0.81,23.80,29.90,42.74,59.55,17.40,367.50,9.28,2.52,5.80,19.30,37.78,55.93,16.90,346.20,13.47,2.99,6.90,24.90
60,20,18.37,0.14,18.20,18.70,19.00,2.18,18.30,25.20,4.09,0.23,3.90,4.70,3.81,0.23,3.60,4.40,27.65,1.13,27.00,35.90,42.91,60.89,17.10,362.40,10.41,2.49,6.40,18.30,40.77,56.84,17.80,356.90,13.21,2.49,7.80,22.50
70,20,24.37,0.16,24.30,24.80,24.18,0.04,24.10,24.20,5.01,0.38,4.70,8.00,4.57,0.34,4.30,6.50,29.61,1.24,28.80,44.00,55.70,72.42,21.20,404.40,11.82,3.40,7.10,20.20,48.89,65.89,19.50,374.70,13.36,2.37,8.60,20.60
80,20,30.56,0.19,30.50,31.10,30.54,0.05,30.50,30.60,5.45,0.27,5.20,7.10,5.03,0.25,4.80,5.70,34.80,3.07,33.10,55.50,54.57,70.78,20.30,416.50,13.97,1.65,9.60,20.20,47.84,67.62,20.60,385.00,15.01,2.95,9.10,29.60
90,20,39.98,0.22,39.90,40.60,40.91,0.14,40.80,41.30,6.12,0.27,5.80,7.10,5.46,0.25,5.20,6.20,33.49,1.48,32.40,51.30,53.20,75.04,20.70,469.50,14.11,2.67,8.30,24.50,48.28,70.32,21.20,395.70,15.29,1.75,10.20,24.30
100,20,49.07,0.19,48.90,49.60,48.55,0.52,48.20,49.80,6.79,0.28,6.50,7.80,6.20,0.30,5.90,7.40,38.03,2.73,36.70,72.40,52.61,72.58,21.20,392.50,15.07,3.35,8.70,31.10,50.83,72.54,21.60,384.20,15.26,3.88,9.80,36.90
200,20,193.51,2.47,192.20,198.90,194.96,1.83,193.90,199.30,13.90,0.41,13.30,17.80,12.84,0.86,12.00,18.10,63.44,2.16,62.00,85.30,68.90,87.86,28.50,516.40,17.60,3.28,14.60,38.00,63.10,81.87,27.70,486.50,19.34,4.35,14.90,33.50
300,20,442.35,12.60,433.10,475.50,437.16,1.22,435.60,438.90,20.72,0.64,20.30,26.30,19.79,2.40,18.80,30.80,88.30,11.11,84.90,170.20,78.38,93.16,34.40,508.80,24.62,8.49,19.20,72.50,76.69,91.13,33.50,552.50,27.59,7.27,20.00,54.80
400,20,767.08,9.15,761.80,792.60,766.46,2.06,763.00,769.40,28.49,0.67,27.80,33.90,26.93,2.71,25.70,43.00,110.08,5.52,107.40,192.30,88.77,91.64,38.30,544.10,46.24,14.67,25.20,106.60,84.53,91.47,39.00,518.00,34.37,7.67,26.00,65.90
500,20,1209.60,14.49,1202.00,1249.10,1225.04,60.52,1202.50,1396.60,35.14,1.00,34.30,42.10,32.78,1.35,31.80,45.10,199.95,9.63,195.10,303.80,87.63,90.62,41.60,480.50,67.90,9.07,44.00,223.50,86.81,91.02,43.30,515.10,39.62,9.08,30.70,70.60
600,20,1807.37,162.32,1723.00,2134.10,1734.31,15.40,1722.10,1772.90,41.83,1.20,40.80,49.60,38.62,0.63,37.90,43.70,317.64,17.26,309.90,445.00,99.76,97.49,45.10,563.40,81.95,10.02,67.50,198.00,98.55,95.79,47.60,548.10,46.90,8.25,37.80,90.60
700,20,2325.41,6.79,2320.80,2339.90,2332.93,22.60,2316.00,2383.50,49.27,1.29,48.10,61.70,45.94,1.27,45.00,62.90,757.06,33.56,738.00,1022.60,102.19,98.40,50.00,594.10,89.06,6.74,75.70,150.90,101.23,94.69,52.30,547.70,54.07,7.77,44.40,111.80
800,20,3082.04,27.52,3064.10,3147.90,3090.90,17.76,3080.10,3138.20,56.82,5.72,55.10,100.60,52.24,1.08,51.20,71.90,818.31,28.50,800.30,970.80,119.99,105.20,53.70,631.10,88.26,8.21,74.30,138.00,110.27,99.37,56.80,573.50,63.03,9.85,54.10,159.10
900,20,3871.07,19.26,3847.90,3915.10,3898.88,17.15,3882.60,3934.00,65.41,4.74,63.30,103.90,59.31,1.02,58.30,70.80,875.55,26.38,858.80,1015.00,124.29,105.32,58.10,585.40,91.90,8.88,82.00,144.20,112.68,100.26,60.40,598.50,68.69,8.28,64.10,120.00
1000,20,4795.17,28.58,4750.40,4839.60,4798.74,26.50,4767.00,4856.30,73.05,7.55,70.50,127.00,66.95,1.26,65.80,85.10,966.30,71.25,931.90,1369.90,132.99,108.95,63.30,598.40,106.37,12.79,86.80,215.70,123.56,101.01,66.40,599.90,73.55,9.17,68.40,150.20
2000,20,20053.19,125.97,19851.20,20244.80,19145.96,274.38,18978.90,19917.00,148.54,6.68,146.00,251.20,140.87,12.83,136.40,243.60,1378.63,35.85,1355.90,1538.80,252.23,133.58,113.00,870.10,173.57,19.23,153.20,293.30,208.60,123.26,114.80,744.70,141.38,22.90,125.80,323.40
3000,20,49595.63,682.03,48712.30,51348.70,48436.68,439.20,47780.90,49494.40,234.53,13.00,229.30,358.30,227.08,21.64,219.40,357.20,1795.43,47.34,1764.10,1985.20,346.30,127.76,201.20,887.80,251.00,29.78,222.30,448.20,310.41,122.72,204.50,845.50,214.42,23.34,190.60,369.60
4000,20,91551.14,2580.43,90182.90,96794.20,88748.45,180.70,88535.10,89132.90,320.91,18.84,314.60,473.60,303.81,19.71,294.70,446.10,2524.94,55.85,2485.30,2759.60,416.00,151.30,287.70,1046.90,307.31,32.12,277.10,480.10,392.58,148.36,261.60,949.00,286.13,27.33,262.80,436.70
5000,20,139673.45,1138.66,137896.20,141281.90,139651.53,2151.29,138036.70,145456.80,438.00,89.02,412.20,1058.60,418.39,88.82,395.40,1053.80,3119.55,178.85,3011.50,3776.50,465.87,153.72,331.80,1026.20,409.63,99.74,348.70,1122.20,443.52,156.17,313.20,1034.60,384.31,90.99,331.20,1015.30
6000,20,202508.23,1507.71,201214.70,206313.50,201955.82,1875.62,200205.00,206880.50,520.79,99.36,479.30,1142.00,496.80,100.54,454.50,1102.70,3487.34,216.76,3330.70,4182.40,502.60,156.60,374.90,1036.50,471.51,124.17,405.80,1249.30,489.40,164.10,378.80,1101.20,451.55,112.92,391.70,1161.40
7000,20,275636.44,3516.03,271539.10,280326.80,274255.44,1689.89,272129.10,276797.00,625.22,105.94,582.40,1293.40,600.54,110.13,554.30,1252.80,3994.26,214.06,3812.10,4735.30,563.22,176.80,412.50,1188.10,564.89,128.27,489.30,1380.40,549.09,177.14,419.20,1225.90,533.08,126.98,464.50,1345.20
8000,20,361123.16,3076.37,356308.60,367197.80,358838.31,2565.58,354353.60,364025.10,726.07,141.89,662.70,1464.80,688.34,134.42,629.70,1429.40,4298.00,291.49,4104.80,5238.90,698.49,245.37,474.30,1569.60,634.77,157.12,546.50,1525.80,678.67,254.90,476.60,1596.70,601.16,152.13,517.80,1486.80
9000,20,460245.51,2229.65,457249.80,464052.10,455707.75,4049.76,449965.50,461897.10,822.55,161.67,746.70,1730.60,784.91,155.13,712.60,1532.50,4963.19,447.62,4594.80,7381.10,798.62,264.40,527.10,1506.80,707.96,173.82,603.80,1642.20,771.26,276.06,531.60,1541.70,676.76,186.98,572.50,1633.40
10000,20,664264.58,127265.46,567884.40,885583.30,847758.87,42733.34,750040.30,898762.40,1389.53,333.64,875.00,2665.80,1330.39,305.48,856.10,2514.10,7383.29,1284.24,5349.40,10441.20,1290.46,396.29,743.30,2628.40,1011.67,267.16,727.60,2341.60,1220.09,343.59,759.10,2264.40,979.92,274.91,706.20,2422.00
20000,20,3301261.44,197133.91,3018991.10,3677206.50,2920952.37,85507.89,2813945.30,3050659.20,2850.93,703.77,1935.60,5255.90,3017.98,776.51,1901.50,5567.80,14100.76,2257.86,10319.40,19838.00,2336.86,440.87,1565.80,3608.30,2226.36,438.93,1513.90,3556.70,2349.37,540.23,1458.20,3961.70,2168.49,478.53,1421.40,3454.90
30000,20,11950130.32,2889678.08,9198195.50,17281906.50,7990983.74,2687621.27,5373911.50,11637864.30,5807.53,1020.88,3830.00,8793.20,4150.80,550.08,3402.10,6459.20,70410.15,4662.64,64387.70,85410.10,3473.31,648.62,2203.10,5195.80,3164.56,340.24,2480.20,4470.80,3775.41,1017.28,2220.50,7492.20,3970.62,1001.10,2478.00,6976.60
10,30,0.83,0.45,0.60,2.10,2.16,3.21,1.10,11.30,0.78,0.19,0.60,1.50,1.25,0.19,1.00,2.10,4.39,0.34,4.10,5.30,40.74,29.59,25.10,355.10,7.70,2.56,4.90,19.10,44.29,25.36,28.20,335.70,7.29,2.06,5.30,20.10
20,30,3.83,0.42,3.60,5.00,3.96,0.55,3.70,5.50,2.45,0.29,1.90,3.40,2.17,0.29,1.70,3.20,6.76,2.53,3.70,23.20,44.61,39.85,27.00,383.40,7.93,2.15,5.80,19.20,46.00,47.44,29.00,464.70,8.06,1.72,6.20,16.70
30,30,4.69,0.03,4.60,4.70,7.43,0.34,6.90,7.90,2.82,0.79,2.00,5.10,3.05,0.52,1.80,5.00,24.81,6.34,16.30,35.40,54.29,56.23,30.70,477.90,8.61,1.47,6.70,16.60,42.53,47.14,28.40,422.60,10.68,2.91,5.80,18.00
40,30,7.74,0.17,7.60,8.20,7.87,0.43,7.70,9.10,3.08,0.90,2.60,6.80,2.52,0.25,2.30,3.20,20.59,1.34,19.70,32.50,45.65,52.77,28.70,385.50,9.76,2.15,6.90,18.10,46.32,56.65,30.20,455.10,10.79,1.87,8.50,17.00
50,30,12.11,0.18,12.00,12.60,11.70,0.00,11.70,11.70,3.56,0.30,3.30,5.30,3.20,0.27,3.00,3.90,23.65,0.78,23.10,28.70,55.53,70.65,31.40,544.30,10.77,2.25,7.10,17.90,51.74,62.02,32.40,475.90,13.92,2.82,7.10,23.10
60,30,17.45,0.28,17.20,18.20,16.98,0.15,16.90,17.40,4.23,0.29,4.00,5.00,3.79,0.25,3.50,4.40,30.93,7.25,26.40,51.30,52.19,63.55,31.80,444.80,12.45,2.93,7.80,20.80,53.29,59.40,33.40,455.20,14.33,2.79,8.70,30.20
70,30,23.53,0.13,23.40,23.80,23.49,0.19,23.40,24.00,4.98,0.28,4.70,5.60,4.42,0.31,4.20,7.00,32.55,4.04,30.80,56.20,56.74,68.29,33.10,466.70,13.65,3.01,7.80,26.00,68.09,75.79,36.70,559.20,14.08,2.38,9.30,27.20
80,30,30.16,0.31,29.90,30.70,30.80,0.46,30.60,32.10,6.09,1.38,5.10,9.90,4.90,0.30,4.60,5.70,33.45,1.78,32.50,54.70,60.65,72.19,34.50,424.90,14.90,2.57,10.10,30.70,64.78,78.56,36.70,548.20,14.08,1.10,12.40,20.70
90,30,37.00,0.20,36.80,37.50,37.03,0.52,36.80,38.50,6.16,0.55,5.70,9.80,5.59,0.34,5.20,6.40,34.37,5.02,32.10,62.60,77.04,93.26,40.70,661.30,14.38,2.51,11.50,32.60,61.70,76.71,36.80,495.80,15.37,1.73,13.60,23.20
100,30,45.91,0.51,45.60,47.10,45.86,0.47,45.60,47.20,6.99,0.34,6.60,10.00,6.40,0.30,6.10,7.10,37.33,1.79,36.20,58.30,64.01,77.19,36.60,512.20,16.16,2.28,11.50,24.50,65.76,77.17,38.00,487.70,16.09,2.73,10.30,23.30
200,30,185.65,1.65,184.70,189.40,185.00,2.93,183.00,189.70,13.69,0.41,13.10,17.40,12.65,0.35,12.00,15.80,66.57,2.69,64.00,95.40,86.78,93.52,47.50,629.90,24.11,2.14,16.90,38.30,82.78,91.14,48.50,602.80,21.42,4.76,15.50,38.60
300,30,413.09,7.12,409.00,432.40,655.72,53.34,629.20,792.60,25.22,6.61,20.60,43.50,26.51,5.02,19.00,36.90,107.58,28.41,86.90,209.90,108.65,109.18,59.10,713.60,31.48,12.55,20.70,82.20,88.96,92.61,54.80,601.90,29.46,5.97,20.70,55.00
400,30,743.19,13.72,734.70,781.20,745.69,14.55,737.00,786.40,28.61,2.46,27.60,46.90,26.22,0.64,25.60,31.10,111.89,11.46,107.80,207.60,110.26,100.59,62.50,605.50,53.08,17.43,27.20,201.00,106.25,98.55,62.20,649.30,47.94,11.27,28.70,125.30
500,30,1205.96,123.47,1136.90,1522.70,1505.89,304.80,1149.00,1762.90,41.63,9.54,34.70,64.40,38.78,8.44,32.30,56.00,191.38,43.14,166.60,347.40,110.02,99.68,69.50,597.60,70.47,10.88,53.40,114.70,111.74,96.63,70.80,672.60,54.88,13.82,34.50,175.90
600,30,2236.52,404.46,1648.90,2508.90,1654.67,10.08,1646.90,1678.40,50.45,11.87,41.60,73.10,46.79,10.31,38.90,86.00,696.83,54.45,676.10,1101.60,129.15,101.82,79.90,705.20,89.00,12.64,69.10,149.90,124.10,97.78,80.70,628.60,68.78,14.32,44.20,166.30
700,30,2955.65,689.92,2213.70,3834.10,2399.16,185.52,2222.80,2683.50,59.87,14.19,48.90,87.60,47.73,5.23,45.50,77.10,812.10,158.39,740.40,1499.90,157.76,128.83,96.20,782.10,100.45,18.38,76.50,197.50,142.60,110.16,92.60,739.10,78.29,11.88,47.30,169.50
800,30,3173.38,429.34,2938.50,4240.80,2941.41,68.69,2902.10,3125.40,57.14,1.91,55.80,81.50,59.43,12.05,52.40,96.40,847.75,106.30,803.30,1472.30,162.97,120.84,106.90,803.30,110.74,13.71,85.40,203.20,157.50,123.99,103.40,857.50,82.17,13.89,61.00,189.20
900,30,3714.81,21.93,3695.90,3765.30,3867.75,438.17,3656.90,5095.10,67.98,9.81,64.00,116.30,66.67,13.06,59.70,109.30,967.95,172.65,883.00,1657.30,169.28,122.94,112.70,804.90,121.16,15.39,101.00,242.20,164.10,120.62,111.20,790.80,96.34,13.24,69.20,233.40
1000,30,4763.19,245.48,4570.60,5185.50,5345.65,1340.25,4574.40,8309.40,90.14,26.14,71.00,173.50,69.13,8.80,66.10,120.90,1011.35,175.77,925.80,1721.20,172.91,114.24,111.60,754.40,120.74,9.73,105.00,260.20,160.02,108.12,106.90,712.00,90.10,17.60,71.90,197.90
2000,30,20181.06,1971.87,18858.30,24741.30,18825.83,1326.52,17982.90,22170.10,163.50,31.15,147.90,275.70,148.77,24.74,138.30,263.60,1445.69,201.61,1364.50,2354.60,308.40,127.23,198.80,839.70,196.68,27.74,166.60,427.50,283.89,128.33,189.40,830.00,161.84,26.05,133.70,371.40
3000,30,47781.80,1984.64,45998.80,51521.90,46036.35,642.70,45704.10,47656.80,237.98,25.02,230.00,369.50,222.73,17.79,216.80,352.10,1845.77,222.71,1757.30,3024.10,384.05,133.53,270.20,958.30,277.44,40.45,230.90,548.40,361.65,139.37,232.20,981.80,230.21,30.08,204.40,458.80
4000,30,89581.64,7522.64,84126.00,108370.70,85202.70,5625.73,82169.90,100497.80,331.71,39.03,317.50,567.30,321.89,46.94,301.20,474.00,2578.62,209.80,2483.50,3805.50,477.21,156.40,324.70,1120.00,350.01,48.03,295.50,593.20,486.95,169.93,317.60,1176.10,327.31,46.87,285.50,607.00
5000,30,148104.68,13662.57,131505.20,171135.70,135991.55,4290.87,130485.10,145490.70,455.02,102.47,405.80,1068.40,428.76,93.05,399.40,1057.20,3153.05,328.13,2975.20,4930.90,544.89,154.62,368.30,1178.80,436.28,121.51,365.50,1230.80,532.31,160.36,358.50,1181.90,420.81,112.96,350.40,1177.10
6000,30,197547.23,7829.53,189857.00,212002.20,195066.34,5525.81,189924.80,204567.00,535.69,115.32,482.00,1189.20,525.91,125.61,460.60,1200.00,3517.67,305.53,3306.10,5560.10,619.48,163.65,416.40,1292.00,508.59,137.21,428.90,1345.30,604.88,170.34,402.00,1247.10,486.76,133.65,408.10,1291.60
7000,30,266553.35,7264.87,258609.10,283821.40,274261.62,13840.16,260214.90,296895.60,675.78,150.78,585.50,1380.40,638.24,136.62,559.00,1382.10,4114.14,387.72,3804.50,6419.70,719.26,179.80,471.20,1345.40,595.93,119.41,496.90,1158.50,674.49,187.54,449.30,1315.40,558.87,99.79,480.30,1047.50
8000,30,364227.51,22571.29,344522.10,422892.20,354250.11,19544.44,334697.90,392818.50,748.27,159.13,668.70,1563.30,732.32,164.64,637.00,1487.80,4479.58,480.25,4116.70,7140.90,861.97,294.08,529.90,2112.40,667.19,179.14,556.20,1650.30,817.55,252.85,512.20,1488.10,654.20,173.03,540.70,1628.90
9000,30,443733.54,8119.66,431943.60,453148.90,435482.85,6511.20,428900.80,448817.10,844.90,178.07,753.50,1636.70,816.90,180.90,718.00,1680.70,4957.51,524.89,4581.30,7720.40,970.27,262.15,624.50,1783.80,745.28,203.94,621.90,1771.40,922.26,278.09,583.20,1695.90,736.23,203.55,604.00,1691.20
10000,30,546463.89,7843.74,534935.30,556130.90,546336.88,10370.02,533974.80,565254.00,968.93,195.18,861.00,1800.20,918.46,177.94,823.80,1775.80,5450.94,556.50,5048.20,8524.50,1080.09,323.88,667.90,2140.20,824.70,213.23,693.70,1867.10,1010.88,283.76,640.70,1913.60,794.39,198.83,681.50,1817.90
