n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
20,50,4.83,0.02,4.81,4.88,4.82,0.03,4.80,4.91,3.25,0.58,2.99,5.24,2.97,0.56,2.71,4.92,7.95,0.90,7.08,9.60,1364.83,74.50,1231.73,2333.49,44.53,6.10,31.77,67.02,1323.22,92.33,1185.42,2608.52,38.43,6.09,26.16,57.24
30,50,10.24,0.15,10.15,10.63,10.47,0.61,10.18,12.18,4.76,0.58,4.43,6.60,4.15,0.60,3.82,5.96,34.45,5.48,20.65,39.56,1340.68,83.18,1200.27,2629.51,47.44,5.72,33.76,68.01,1364.16,67.93,1251.58,2573.11,38.98,6.03,28.64,57.34
40,50,18.16,0.29,18.03,18.97,18.25,0.67,18.02,20.14,6.32,0.80,5.78,8.38,5.59,0.81,5.09,7.60,33.11,7.62,22.48,42.39,1360.59,113.35,1235.89,2888.40,42.99,5.05,33.01,64.98,1379.08,98.26,1260.76,2702.75,40.42,6.00,29.97,65.72
50,50,27.11,0.77,26.84,29.31,27.17,0.66,26.94,29.04,7.27,0.79,6.74,9.20,6.41,0.77,5.92,8.39,32.76,9.36,22.55,45.65,1371.89,142.99,1243.26,3000.35,50.99,8.12,34.55,78.97,1363.74,125.55,1210.48,2669.44,32.23,6.15,23.10,52.04
60,50,21.80,0.70,21.55,23.80,38.71,1.86,37.84,43.45,8.96,0.92,4.87,10.89,7.94,0.73,7.44,9.81,41.38,11.16,31.52,58.70,1379.96,167.16,1215.32,3050.12,43.81,5.53,31.77,64.96,1388.61,174.59,1228.43,2993.09,48.65,8.54,31.11,71.67
70,50,91.16,4.25,83.67,99.63,39.94,0.86,39.51,41.64,10.85,3.21,7.54,20.44,5.45,0.64,4.98,7.11,34.90,0.82,33.49,37.55,1381.37,189.56,1225.44,3093.57,49.70,8.67,32.89,72.11,1381.98,146.24,1251.23,2798.78,52.65,6.20,41.11,73.16
80,50,69.16,0.93,68.69,71.12,68.95,0.64,68.70,70.77,11.87,0.93,10.99,13.60,9.72,1.48,5.69,15.53,44.89,8.62,39.75,73.50,1377.90,229.54,1214.78,3193.58,53.04,9.91,35.40,80.55,1369.08,147.79,1209.34,2809.22,39.17,5.49,29.40,63.29
90,50,88.28,0.43,88.10,89.50,85.13,0.86,84.69,86.95,12.82,0.90,11.74,14.50,11.39,0.92,10.51,12.93,41.91,6.17,38.32,67.59,1411.25,224.44,1255.40,3263.75,56.98,7.25,39.32,81.93,1412.03,173.81,1269.20,2971.05,42.48,5.20,34.33,67.85
100,50,104.73,0.89,104.24,106.41,104.63,0.44,104.38,105.61,14.70,0.92,13.70,16.38,12.75,0.72,12.05,14.60,46.80,2.93,44.07,58.99,1413.37,245.29,1243.37,3548.51,52.01,7.29,36.53,74.50,1406.51,204.09,1249.52,3135.49,45.16,5.00,35.92,65.64
200,50,408.86,2.55,407.66,415.94,244.96,1.05,243.66,246.43,25.40,2.79,15.90,28.36,15.32,0.64,13.83,16.35,74.41,1.54,69.59,79.69,1455.77,380.12,1250.56,3671.92,66.51,7.90,50.55,93.39,1391.93,260.72,1219.17,3187.55,73.41,6.49,58.75,90.75
300,50,539.86,1.55,538.41,543.51,540.29,0.62,539.49,541.60,25.24,0.94,23.57,27.33,21.67,0.49,21.06,23.97,106.25,3.38,100.38,118.02,1509.96,479.84,1245.80,3856.05,66.88,10.36,52.40,100.82,1463.23,349.74,1258.59,3606.90,77.21,8.57,54.98,98.64
400,50,948.47,2.18,946.55,953.57,953.28,2.51,951.01,958.94,32.73,0.99,30.72,34.64,28.95,0.86,27.82,31.66,133.30,1.93,128.97,140.92,1563.92,554.55,1281.55,4034.90,60.94,5.36,47.09,81.68,1483.10,369.42,1271.82,3427.28,88.30,10.24,58.82,113.17
500,50,1460.20,19.30,1437.34,1485.87,1417.54,15.90,1404.65,1460.35,39.76,1.37,37.45,43.13,35.62,1.22,33.85,39.67,171.70,3.92,166.93,191.62,1626.00,636.23,1305.42,4289.84,116.58,8.32,98.92,139.24,1526.01,446.05,1291.01,4044.52,100.80,13.53,68.10,130.68
600,50,2126.01,7.09,2122.89,2146.08,2173.20,134.55,2128.52,2556.09,50.34,1.44,47.69,54.72,43.29,0.77,41.57,46.47,275.65,4.39,268.05,290.37,1696.80,741.10,1306.40,4552.42,133.10,8.89,111.24,152.63,1551.14,484.52,1307.90,4090.13,113.11,11.79,77.56,146.82
700,50,2890.42,15.87,2879.32,2932.89,2918.98,16.86,2893.46,2947.50,57.88,1.90,54.83,65.00,50.75,0.98,49.59,58.95,794.74,9.95,785.75,876.07,1756.86,865.88,1269.70,6347.41,149.60,9.49,130.36,179.41,1565.78,509.07,1305.60,4168.17,111.95,13.79,87.69,156.36
800,50,3567.18,65.30,3503.20,3717.89,3521.45,3.54,3512.37,3524.46,60.18,1.48,58.01,64.15,54.20,0.91,52.96,58.08,804.71,21.33,786.41,900.59,1837.42,953.24,1326.69,4885.05,160.68,6.66,142.66,186.86,1591.48,550.05,1304.92,4287.62,133.09,21.40,89.10,180.24
900,50,4767.02,11.16,4756.86,4789.87,4773.03,3.78,4769.85,4782.75,74.50,1.67,72.00,78.46,66.53,1.06,65.25,70.62,925.54,5.56,917.05,979.24,1855.32,945.33,1334.78,6765.46,172.37,10.39,149.78,212.44,1627.43,574.79,1316.22,4285.56,141.96,25.86,97.64,200.03
1000,50,5879.73,3.28,5876.46,5888.35,5411.18,3.57,5401.72,5414.42,78.85,2.80,73.85,85.30,67.22,0.71,66.10,71.07,905.14,9.56,893.33,974.40,1926.02,1012.14,1339.87,5152.18,183.33,5.64,169.16,202.32,1628.61,608.76,1266.00,4405.58,156.80,32.85,112.15,218.54
2000,50,23634.61,15.85,23613.61,23654.04,22085.26,496.56,21708.05,23193.32,162.70,4.13,158.69,172.83,138.03,2.69,135.59,148.66,1414.72,48.62,1315.57,1852.04,2280.76,1311.62,1308.33,5891.52,295.09,7.98,278.07,321.34,1879.83,890.05,1361.77,5117.72,236.49,41.03,182.97,341.88
3000,50,53555.34,14.99,53537.21,53586.68,53385.94,41.89,53328.96,53455.70,249.84,4.28,245.79,265.22,228.15,1.43,226.29,239.39,1843.48,56.23,1742.12,2288.72,2616.17,1629.00,1438.91,6631.94,340.65,50.95,291.04,463.09,2028.69,1039.32,1398.32,7154.25,321.27,41.43,265.11,473.48
4000,50,92377.94,2958.38,88677.78,95258.83,90400.95,1385.01,88143.68,92150.37,329.13,13.45,312.93,363.95,297.48,7.77,289.00,337.79,2464.42,92.83,2324.51,2917.70,2778.12,1694.55,1474.44,8516.72,516.10,11.92,493.17,662.80,2162.20,1085.49,1405.69,5694.60,389.75,50.40,343.41,820.96
5000,50,148811.16,214.24,148613.06,149245.52,146950.13,4967.39,141355.47,153991.37,467.07,105.90,436.92,1243.51,431.39,103.39,408.64,1238.71,3100.06,236.30,2844.65,3987.43,2843.17,1795.07,1526.04,10968.86,597.97,224.46,473.87,2220.07,2297.11,1204.88,1443.26,6012.68,515.73,176.14,432.58,1693.81
6000,50,207193.56,854.85,206132.59,208327.09,204934.64,463.31,204253.09,205800.91,541.21,117.77,508.24,1290.69,503.48,117.88,468.96,1271.07,3328.51,255.63,3151.91,4223.92,2879.04,1716.57,1535.68,7076.57,604.74,217.74,536.51,2055.93,2300.95,1251.51,1331.96,5875.87,628.40,189.79,562.59,1828.67
7000,50,278278.69,1986.46,275397.23,281948.85,278853.09,930.99,277608.89,280498.25,642.64,122.76,605.14,1435.59,592.27,123.38,561.30,1385.61,3773.54,253.77,3627.61,4614.64,3049.31,1821.64,1575.46,7406.71,732.25,231.51,631.88,2070.69,2373.06,1315.65,1477.07,5987.53,703.36,225.61,610.95,2032.96
8000,50,359714.22,2906.19,357254.05,365478.16,359774.10,4976.02,355186.47,370875.28,727.92,141.53,680.38,1543.47,678.54,141.97,635.23,1484.72,4164.46,297.84,3940.17,5121.23,3028.12,1790.44,1577.65,7316.77,781.69,250.47,702.24,2208.56,2418.70,1368.28,1452.54,6205.04,799.32,264.21,678.41,2182.06
9000,50,451268.14,1626.28,449061.71,453981.02,454845.81,2988.72,451292.71,459724.72,826.03,171.90,769.52,1695.84,766.67,171.47,715.00,1642.37,4570.48,390.76,4235.63,5690.69,3061.68,1744.75,1642.07,7452.44,947.65,337.26,791.47,2555.26,2505.67,1391.30,1504.43,6290.67,885.93,288.47,760.97,2318.72
10000,50,567203.02,1573.23,565727.61,570982.88,570343.74,1365.62,567099.09,571764.88,946.56,184.45,884.47,1872.21,872.91,183.58,816.62,1790.92,4851.50,240.76,4664.17,5534.93,3131.12,1773.68,1656.70,7551.97,1096.37,392.22,818.45,3351.13,2514.51,1412.92,1478.12,6280.68,962.12,297.75,802.73,2382.25
20000,50,2279885.86,10651.78,2262045.51,2293196.21,2289243.68,7076.14,2282939.69,2307107.84,2017.82,480.43,1771.61,3392.10,1904.69,441.20,1683.60,3135.91,9581.06,407.06,8970.87,10669.77,4198.55,1937.62,2293.20,8543.38,2239.36,634.08,1698.58,4105.52,3608.60,1884.87,1868.62,8504.14,1897.14,296.63,1617.20,3137.11
30000,50,6026654.31,198525.60,5821729.20,6432949.54,5219756.34,67067.35,5147646.61,5324340.51,3420.74,524.82,3039.38,4887.99,2983.53,378.96,2706.34,4421.55,57377.68,1365.02,55323.89,62247.70,5806.31,3013.05,2868.70,20650.13,3603.53,694.32,2510.62,5760.35,4803.04,2393.65,2340.67,14683.81,2938.51,460.29,2458.82,4611.53
10,60,0.96,0.31,0.85,1.85,0.82,0.04,0.81,0.94,1.16,0.24,1.03,2.31,0.92,0.24,0.81,2.29,2.09,0.35,1.79,3.16,1327.88,53.77,1214.87,1509.34,30.95,5.12,19.81,46.37,1310.00,51.13,1196.80,1465.60,42.11,5.25,30.83,58.06
20,60,5.14,0.77,4.87,7.33,5.08,0.63,4.86,6.86,3.33,0.60,3.03,5.36,2.94,0.57,2.70,4.88,6.21,0.92,5.19,8.13,1321.05,46.34,1217.34,1481.88,43.82,4.69,32.96,57.32,1327.58,50.22,1213.40,1562.72,34.31,6.30,21.95,52.57
30,60,5.73,0.45,5.57,7.01,5.72,0.55,5.04,6.47,2.80,0.62,2.29,4.72,2.50,0.63,2.00,4.40,18.86,1.04,17.66,21.85,1331.04,72.69,1218.15,2539.07,46.34,7.15,31.69,65.34,1323.58,70.54,1205.81,2692.76,41.90,5.94,30.23,67.82
40,60,16.51,0.04,16.47,16.62,16.77,0.70,16.51,18.76,6.00,0.79,5.51,7.97,5.18,0.78,4.71,7.12,33.47,8.63,22.54,44.05,1323.73,100.12,1208.56,2886.48,43.11,5.42,30.78,62.42,1338.75,95.99,1209.61,2631.51,39.89,5.57,29.21,56.74
50,60,26.88,3.58,25.58,37.01,25.75,0.31,25.63,26.64,7.33,0.83,6.77,9.37,6.60,0.80,6.09,8.52,32.71,8.41,22.65,43.83,1338.24,124.26,1212.16,2749.55,45.01,5.54,32.69,62.08,1352.26,112.86,1223.77,2756.09,39.40,5.09,30.10,59.08
60,60,36.17,0.73,35.80,37.58,36.49,0.94,35.99,38.42,8.82,0.83,8.06,13.91,7.68,0.69,7.19,9.70,38.47,8.39,31.72,56.87,1358.93,150.68,1213.92,2909.94,48.30,5.65,35.65,66.03,1358.89,153.60,1215.47,2896.03,41.05,6.82,30.21,65.94
70,60,48.07,0.29,47.89,48.73,48.25,0.66,48.00,50.13,10.30,0.93,9.54,12.11,9.34,0.91,8.56,11.12,37.85,3.06,35.64,50.09,1368.25,204.19,1217.03,3210.56,51.48,6.58,34.94,70.22,1353.29,131.20,1232.10,2779.21,46.53,7.71,32.58,70.83
80,60,64.22,0.87,63.77,66.00,64.66,1.63,63.83,68.94,11.66,0.95,10.75,13.34,10.07,1.19,7.51,12.07,38.69,3.02,35.64,53.77,1369.33,200.43,1231.86,3285.03,48.34,6.30,33.60,63.63,1390.84,150.41,1238.84,2949.37,50.54,7.88,37.41,75.27
90,60,82.95,0.39,82.79,84.06,83.31,0.68,83.06,85.23,13.02,0.88,12.12,14.74,11.00,0.94,9.25,13.20,39.84,1.09,37.75,44.32,1402.52,204.45,1255.88,3098.91,53.75,7.03,37.27,73.54,1401.61,166.32,1268.00,2958.99,52.45,5.56,41.91,70.85
100,60,96.67,0.51,96.45,98.10,106.38,0.59,106.16,108.04,15.48,1.07,14.10,17.79,9.72,2.09,7.43,15.99,47.77,1.34,45.58,51.51,1406.30,234.80,1243.37,3332.84,44.41,5.66,32.84,66.00,1418.02,191.84,1263.40,3038.07,44.73,5.42,35.79,67.24
200,60,410.01,12.90,397.56,426.08,228.28,1.25,227.31,230.61,27.47,2.51,16.33,29.66,14.47,1.26,13.53,24.76,78.46,6.89,72.86,101.35,1460.47,365.56,1245.97,3716.26,54.84,5.75,42.82,76.67,1433.15,271.00,1275.06,3335.24,70.93,11.39,43.38,96.77
300,60,553.81,118.95,498.42,848.22,505.53,7.41,501.31,525.60,25.17,0.94,23.49,28.25,21.63,0.51,20.99,24.93,110.61,3.36,105.83,124.76,1528.05,489.41,1280.10,3849.32,59.51,12.76,40.70,102.10,1446.71,330.04,1245.75,3507.64,82.68,13.73,47.70,105.64
400,60,879.61,1.68,877.81,882.55,882.82,1.44,880.81,885.49,33.91,1.03,31.91,37.19,30.14,0.99,28.92,36.91,136.45,12.32,131.52,221.00,1580.61,564.55,1307.92,4086.95,104.89,8.51,83.18,129.40,1500.34,391.45,1296.75,3480.00,93.93,14.35,57.82,120.78
500,60,1382.16,6.97,1378.29,1401.59,1387.00,8.47,1380.26,1410.46,42.66,1.39,40.55,46.05,37.24,1.28,35.89,41.43,168.45,3.87,162.29,183.14,1632.92,684.91,1297.47,5622.49,123.31,4.92,112.27,140.35,1512.83,414.22,1286.26,3560.13,109.04,14.45,80.51,142.91
600,60,1980.81,8.30,1976.23,2004.02,1985.29,7.48,1981.37,2005.47,50.58,1.51,48.04,54.12,45.10,0.55,44.14,48.09,336.42,3.05,332.03,350.83,1695.49,748.98,1317.02,5833.38,134.18,7.34,121.06,157.24,1543.48,465.12,1296.14,3938.46,112.21,19.71,77.91,158.72
700,60,2688.40,7.17,2682.64,2708.21,2622.80,26.46,2587.63,2669.31,56.98,1.71,54.08,61.88,47.65,0.88,45.96,51.35,744.61,16.69,727.61,803.56,1757.49,817.88,1317.60,5296.66,142.10,9.84,116.42,176.09,1576.61,519.21,1316.65,4086.50,113.86,6.68,93.05,140.31
800,60,3559.26,1.54,3557.62,3561.96,3565.70,0.83,3563.64,3566.56,66.38,1.62,63.48,70.43,58.83,0.48,58.04,61.68,855.83,30.02,811.36,940.11,1829.66,924.77,1336.69,4873.91,159.78,5.93,146.41,181.42,1595.97,534.29,1313.35,4126.82,129.03,19.11,90.79,166.63
900,60,4304.20,65.34,4222.23,4401.08,4267.40,30.04,4228.26,4320.82,72.21,2.07,69.21,79.22,64.77,1.13,63.45,69.27,872.59,14.21,855.82,965.27,1855.47,920.48,1339.65,4993.29,182.01,7.73,164.75,207.98,1624.61,573.69,1317.37,4201.65,131.09,23.94,99.52,200.72
1000,60,5473.20,19.25,5464.10,5527.26,5472.00,1.59,5470.39,5475.07,83.13,2.12,80.32,90.74,74.97,0.64,73.97,80.06,979.07,7.46,969.30,1040.59,1912.02,998.22,1340.50,5087.20,143.84,9.91,118.13,164.33,1644.15,603.58,1304.10,4482.79,152.34,17.92,120.45,192.22
2000,60,22291.25,6.25,22278.65,22299.72,21663.09,632.13,20792.95,22257.69,166.20,3.60,160.93,176.40,140.77,1.82,139.03,150.45,1344.78,36.60,1321.49,1762.00,2327.15,1349.90,1411.32,6068.17,272.81,44.87,221.81,382.39,1888.97,882.64,1363.93,5241.14,250.24,49.95,199.60,383.34
3000,60,46984.76,169.68,46807.03,47270.33,46273.53,560.86,45983.93,47787.96,234.65,5.36,229.18,252.90,216.27,3.54,212.39,235.04,1724.96,64.41,1667.45,2148.33,2578.54,1580.57,1427.02,6556.00,360.61,51.87,300.93,748.29,2039.90,1021.27,1406.60,5401.08,308.44,46.28,259.75,441.08
4000,60,89697.18,24.20,89671.77,89751.87,83635.84,482.38,83247.36,84825.20,338.56,12.30,322.40,369.81,304.58,3.22,299.97,340.19,2401.71,67.05,2349.28,2804.56,2813.73,1838.24,1499.40,11004.92,535.26,40.08,509.20,1243.92,2164.84,1135.92,1443.93,5615.90,433.81,63.35,382.13,899.15
5000,60,136262.05,3957.93,131069.06,139341.54,131226.75,234.62,130911.55,131614.86,444.54,96.95,418.22,1145.39,408.53,94.80,386.00,1094.42,2952.71,203.49,2846.17,3730.07,2850.54,1770.48,1543.20,10830.05,565.54,185.24,468.52,1802.81,2235.56,1180.58,1453.27,5797.99,526.51,168.34,432.73,1633.09
6000,60,194883.15,2574.86,193194.50,200896.65,191386.55,1232.82,190540.41,194766.57,526.70,108.58,485.57,1214.39,483.65,103.45,451.81,1150.10,3261.50,244.95,3118.20,4102.19,2915.06,1736.57,1592.90,7073.55,629.03,218.28,512.90,1984.63,2319.74,1249.22,1490.62,5881.13,615.85,200.12,506.35,1808.12
7000,60,256839.88,896.81,256075.80,259219.70,257529.25,1519.31,256237.10,261600.10,619.85,118.00,580.14,1380.82,575.67,118.65,539.71,1321.04,3731.19,237.78,3573.40,4573.96,3048.61,1765.18,1651.92,7406.79,708.71,223.96,614.63,2167.14,2422.85,1319.79,1490.71,6135.51,673.48,213.60,581.66,1965.05
8000,60,336055.47,995.02,334943.83,338584.35,335754.31,902.63,335038.35,337910.55,717.07,137.67,667.64,1483.70,666.02,137.62,619.28,1449.51,4066.80,330.84,3873.34,4932.93,3104.64,1774.29,1658.65,7474.49,761.93,257.81,671.81,2255.24,2473.00,1425.51,1456.12,6166.38,769.86,254.69,658.52,2137.60
9000,60,424124.22,1021.59,422755.46,426050.85,425068.05,3578.44,421237.00,430421.80,802.26,156.96,742.06,1606.10,739.38,154.37,688.98,1508.37,4505.36,372.52,4258.20,5440.87,3125.52,1761.51,1719.88,7445.17,895.49,328.43,741.89,2441.30,2501.72,1408.14,1483.99,6288.39,885.60,271.17,746.21,2255.21
10000,60,530404.10,2405.63,528610.29,536667.98,528451.58,1862.56,526553.05,533141.16,909.98,166.89,854.18,1731.76,853.13,166.52,795.13,1683.33,4928.24,269.89,4692.00,5650.79,3186.69,1763.03,1747.02,7568.75,1530.38,406.29,1305.45,3561.94,2599.58,1419.01,1582.22,6488.96,959.17,293.42,814.42,2366.51
20000,60,2103295.33,4868.94,2097361.41,2113598.52,2079648.42,9762.12,2071154.47,2100053.12,1978.24,318.44,1764.60,2915.15,1894.13,433.06,1676.68,3050.14,9607.49,381.01,9140.64,10548.96,4252.08,1937.96,2328.25,8590.30,2247.23,452.76,1737.04,3885.66,3700.98,1912.48,1953.83,9342.45,2011.24,334.87,1657.31,3461.23
30000,60,4782858.82,7244.17,4772418.85,4793190.19,5054451.59,6934.56,5040166.86,5063013.72,3325.19,266.65,3074.32,4327.63,3217.98,251.82,2962.19,4052.30,65869.22,796.13,64446.94,68896.69,6506.61,3806.40,2764.79,21769.36,3814.44,758.65,2621.45,6191.36,5935.01,3350.36,2526.58,19233.57,3116.75,473.81,2596.89,5265.32
10,70,0.98,0.34,0.87,1.96,0.97,0.28,0.87,1.78,1.08,0.24,1.00,2.23,0.91,0.29,0.79,2.42,1.73,0.44,1.44,3.12,1328.57,49.05,1215.97,1478.89,47.36,8.12,30.37,66.25,1328.93,48.98,1216.97,1499.58,47.02,8.25,30.30,66.10
20,70,4.29,0.03,4.26,4.37,4.30,0.02,4.29,4.37,3.22,0.65,2.94,5.39,2.74,0.61,2.48,4.95,5.60,0.95,4.81,7.37,1324.76,48.66,1211.46,1484.70,44.96,8.30,28.92,65.18,1318.32,48.75,1209.48,1497.25,48.28,6.02,33.36,69.22
30,70,9.39,0.59,9.17,11.07,9.23,0.04,9.21,9.33,5.23,0.72,4.81,7.26,4.55,0.65,4.18,6.34,24.90,6.03,19.92,37.29,1326.30,66.58,1205.24,2440.67,38.82,4.83,28.17,52.92,1331.39,76.05,1212.70,2449.97,45.78,6.19,32.25,62.50
40,70,15.51,0.64,15.28,17.32,15.36,0.02,15.33,15.41,5.77,0.71,5.35,7.73,4.96,0.73,4.52,6.86,29.98,7.86,21.69,42.61,1334.36,96.61,1215.27,2659.76,50.53,7.02,35.30,72.31,1338.19,84.97,1219.25,2678.49,38.95,5.18,30.35,61.51
50,70,25.56,0.86,25.11,27.27,25.80,1.65,24.49,28.47,8.32,0.93,7.41,10.49,7.20,0.91,6.28,9.39,36.41,10.10,26.61,56.47,1347.45,155.97,1219.90,3069.58,48.38,7.69,32.31,68.37,1343.21,90.95,1229.41,2685.02,49.37,6.90,35.20,69.69
60,70,36.00,0.83,35.56,38.05,35.71,0.65,35.45,37.56,9.60,0.88,8.80,11.53,8.92,0.92,7.76,11.04,33.45,3.92,29.95,47.87,1354.14,165.98,1227.30,3044.12,46.03,5.93,32.60,64.23,1331.01,110.16,1207.92,2695.63,37.36,6.53,26.29,57.13
70,70,27.02,1.58,26.31,31.20,26.56,0.49,26.38,27.95,6.39,0.80,5.77,7.95,5.81,0.69,5.26,7.49,38.41,1.07,36.86,41.03,1344.62,169.82,1224.87,3029.25,42.49,6.61,25.74,58.60,1337.26,119.89,1209.00,2717.06,42.05,3.61,34.87,55.35
80,70,62.50,0.64,62.16,64.21,65.65,9.94,62.24,93.89,12.02,0.81,11.29,13.74,10.76,0.74,10.14,12.63,47.18,7.48,42.12,73.64,1355.05,204.04,1218.68,3088.45,47.83,5.30,35.36,66.10,1351.81,139.07,1233.52,2884.61,40.23,7.51,29.68,62.98
90,70,46.26,0.83,45.84,47.91,43.29,0.73,42.93,44.84,7.76,0.89,6.88,9.47,6.93,0.87,6.12,8.56,35.52,1.15,34.12,38.42,1372.69,227.33,1231.02,3203.72,57.63,6.07,43.12,73.96,1360.23,155.72,1233.20,2928.93,53.89,5.69,42.70,73.53
100,70,89.75,0.95,89.16,91.59,90.02,1.09,89.27,91.87,14.61,0.97,13.47,16.08,9.57,1.83,7.18,14.62,45.67,1.10,43.36,49.06,1379.47,224.43,1242.72,3164.91,54.10,8.62,35.43,78.83,1365.34,169.67,1238.42,3051.08,50.47,7.09,37.44,71.72
200,70,351.59,1.90,350.10,356.30,206.71,4.78,197.56,211.72,23.23,5.50,14.54,30.47,14.24,0.74,13.28,17.12,68.10,2.11,65.76,75.67,1454.66,385.98,1261.15,3798.87,56.44,8.02,44.10,90.03,1393.40,246.51,1244.46,3294.51,63.21,7.33,48.59,82.46
300,70,793.96,2.96,791.17,800.67,466.80,1.36,465.25,469.80,25.60,2.78,23.19,34.68,22.08,0.98,20.69,24.40,96.41,2.49,93.15,109.63,1509.01,486.04,1258.06,3827.71,65.96,6.19,53.96,93.23,1428.96,307.21,1255.12,3329.82,79.28,9.26,50.07,96.41
400,70,849.28,1.67,847.69,853.31,852.44,0.96,851.19,854.47,34.50,1.16,32.23,37.27,30.21,0.74,29.28,33.66,145.85,1.34,143.36,152.47,1548.47,528.74,1265.85,3948.24,73.31,11.95,48.44,105.49,1466.30,367.80,1269.68,3502.23,98.13,9.04,73.09,118.11
500,70,1275.99,12.69,1252.45,1288.05,1193.46,6.19,1187.32,1207.81,41.45,1.32,39.11,45.56,34.72,0.81,33.61,38.80,173.93,1.91,169.61,180.71,1651.77,720.70,1299.03,5611.22,95.67,21.43,55.78,130.19,1512.21,438.14,1286.15,3772.71,103.70,9.61,75.70,127.48
600,70,1783.32,23.40,1752.09,1816.76,1780.22,31.09,1759.34,1851.87,46.00,1.65,43.16,50.19,41.45,0.95,40.05,45.32,245.10,5.14,237.25,262.17,1687.14,779.61,1295.08,5923.50,94.04,27.70,64.07,150.55,1517.54,439.34,1280.46,3577.86,115.87,14.47,91.10,152.88
700,70,2480.55,2.20,2477.29,2483.77,2486.27,6.34,2482.77,2503.94,57.76,1.82,54.93,61.72,51.01,0.83,49.61,55.20,799.24,13.11,784.06,835.20,1727.41,851.87,1277.13,6323.16,101.50,25.09,77.16,167.27,1546.89,485.16,1292.23,3960.44,113.18,14.03,78.76,139.54
800,70,3225.16,31.53,3177.29,3270.11,3090.75,35.53,3065.52,3184.68,62.86,2.18,59.78,67.95,55.40,0.52,54.47,58.31,799.97,9.52,788.42,869.99,1806.41,901.38,1302.57,4840.49,153.57,7.96,137.33,178.03,1574.27,512.21,1297.84,4095.47,130.75,11.53,101.46,162.44
900,70,4009.80,54.42,3936.36,4089.73,3937.21,13.65,3925.12,3955.22,71.49,1.96,68.37,76.45,63.79,1.10,62.53,69.23,863.45,13.02,848.74,948.44,1838.88,924.90,1318.43,4890.86,175.87,10.39,153.47,203.39,1599.77,564.25,1286.28,4080.38,148.32,22.76,99.39,210.39
1000,70,5113.91,2.13,5110.37,5117.03,5121.13,1.64,5118.44,5123.50,83.54,2.17,80.49,89.16,74.39,0.61,73.31,78.69,943.03,23.49,918.16,1308.47,1925.07,1035.55,1325.42,5144.21,163.85,27.69,121.50,218.71,1636.45,609.25,1312.22,4394.24,141.55,24.44,102.19,204.41
2000,70,18962.92,225.06,18808.91,19530.10,19011.86,218.24,18866.93,19562.12,154.25,3.70,150.02,166.08,140.48,1.83,138.27,151.67,1327.27,40.08,1300.32,1746.64,2325.90,1368.56,1401.52,6128.19,316.33,17.81,297.71,408.30,1875.44,883.92,1355.57,5264.20,235.84,45.74,192.90,385.15
3000,70,43174.52,228.18,42858.36,43511.90,42983.24,234.33,42821.24,43414.18,236.98,6.33,231.33,267.50,218.82,3.63,214.71,237.98,1728.54,55.36,1691.96,2156.29,2642.56,1646.32,1465.09,6734.76,440.54,33.54,418.44,1102.03,2038.86,1026.26,1413.83,6728.36,325.02,59.14,271.47,729.57
4000,70,81903.82,23.64,81859.60,81934.05,81705.57,25.46,81676.33,81758.95,345.94,4.35,341.50,371.00,322.29,1.75,319.87,334.51,2456.41,82.22,2360.70,2960.82,2796.10,1796.00,1514.44,10912.51,477.36,73.11,384.88,908.70,2152.30,1113.98,1431.85,5728.04,401.96,59.95,356.78,900.52
5000,70,130361.99,53.71,130312.67,130474.28,129180.27,20.26,129157.45,129219.10,474.60,99.21,445.17,1196.21,434.92,100.53,412.67,1144.09,3009.51,221.13,2838.64,3848.53,2851.18,1808.25,1544.79,10923.05,555.04,193.72,474.99,1908.65,2234.15,1185.79,1461.65,5787.31,571.39,180.17,497.62,1809.92
6000,70,175387.38,1627.21,173524.42,178853.14,174395.53,985.32,173583.39,176924.56,547.00,121.24,490.54,1318.97,507.00,121.50,458.12,1277.92,3240.65,244.88,3080.27,4050.48,2902.50,1683.16,1622.22,7234.59,690.24,250.37,555.90,2198.90,2364.79,1299.63,1512.90,8772.73,641.16,214.83,533.58,1924.81
7000,70,240190.11,1774.15,238825.25,244293.02,239496.85,435.99,238815.81,240137.93,651.27,129.54,594.44,1467.94,603.00,126.02,553.03,1409.82,3807.36,235.65,3648.19,4593.36,3080.92,1760.58,1660.66,7498.46,1027.59,315.36,767.91,3101.71,2483.51,1378.22,1535.02,6242.84,745.39,216.03,660.09,2089.44
8000,70,312271.59,2485.50,310781.47,318669.00,311919.73,750.66,311113.83,313825.10,743.56,143.87,678.15,1574.90,688.88,142.09,628.90,1515.40,4021.62,313.24,3843.41,4836.85,3139.79,1756.28,1728.13,7451.30,865.71,297.72,721.90,2372.34,2515.62,1368.22,1544.08,6260.77,841.57,273.54,711.05,2297.31
