n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
9000,70,395601.82,1459.73,393436.89,399095.44,392805.94,2534.56,389542.02,399144.21,850.41,166.92,761.07,1742.79,780.61,163.55,708.71,1606.70,4545.32,374.63,4253.91,5503.16,3145.14,1766.24,1701.05,7498.21,985.47,350.94,794.84,2653.64,2578.73,1415.38,1575.96,6409.85,898.20,294.29,767.72,2328.85
10000,70,484703.31,3153.28,482983.90,493482.15,489051.28,3566.76,486624.52,497063.31,941.25,173.35,854.59,1831.60,870.85,171.03,801.01,1729.34,4925.34,357.17,4673.90,5906.67,3225.36,1782.81,1777.36,7553.24,1501.00,384.83,1170.11,3423.79,2644.55,1439.12,1602.19,6458.96,970.29,286.34,834.61,2349.47
20000,70,1943338.87,5120.96,1935970.27,1953662.85,1947726.33,6779.85,1937531.97,1957714.72,1935.25,164.73,1787.44,2471.00,1906.11,418.58,1696.49,3140.39,9427.75,290.78,8981.05,10236.50,4402.29,1966.17,2382.31,8919.90,2822.39,393.34,2231.83,4125.59,3786.36,1904.64,2039.03,8978.77,2014.43,310.06,1704.79,3389.99
30000,70,5118894.26,140925.97,4991437.87,5356253.40,4488587.74,4169.70,4482989.10,4495121.83,3390.29,554.64,2930.60,5310.19,3129.88,375.56,2784.02,4430.99,57607.93,1425.30,55917.56,62677.46,6849.31,3729.06,3141.07,19711.55,4064.73,852.95,2722.78,6343.27,5844.49,2957.17,2686.42,16700.93,3152.15,540.48,2600.02,5041.39
10,80,0.98,0.58,0.79,2.63,0.77,0.01,0.76,0.80,1.09,0.25,0.97,2.47,0.91,0.25,0.82,2.28,2.20,0.37,1.91,3.39,1331.08,47.97,1218.16,1483.81,37.95,5.37,25.54,54.72,1332.65,46.47,1219.62,1461.99,40.48,5.36,29.13,55.40
20,80,4.20,0.31,4.09,5.07,4.65,0.35,4.51,5.63,3.75,0.61,3.32,5.84,3.38,0.60,3.10,5.36,11.89,0.97,11.02,13.64,1320.38,47.34,1208.49,1500.90,44.67,5.39,32.52,59.83,1332.81,48.86,1227.10,1680.76,40.39,5.61,28.25,55.89
30,80,8.25,0.57,8.04,9.88,9.21,2.95,8.05,17.44,4.65,0.70,4.22,6.74,4.00,0.75,3.58,5.94,22.03,1.55,16.74,24.09,1339.07,78.40,1224.96,2723.96,47.91,4.88,35.80,60.63,1332.67,68.36,1216.79,2392.71,38.12,5.26,27.73,52.23
40,80,14.87,0.63,14.64,16.65,14.83,0.33,14.71,15.78,6.11,0.79,5.63,8.10,5.50,0.75,5.02,7.39,31.90,7.72,20.36,40.13,1334.75,110.50,1216.21,2894.27,34.94,5.39,23.95,60.76,1330.48,93.01,1217.85,2741.02,48.89,8.36,32.33,72.56
50,80,23.86,0.96,23.37,25.73,23.56,0.43,23.34,24.58,7.95,0.82,7.24,9.92,6.78,1.03,5.08,8.79,26.99,2.44,25.13,37.01,1345.39,128.36,1231.16,2749.10,49.41,5.37,37.70,68.66,1342.34,111.98,1218.29,2708.75,39.08,5.19,30.71,55.22
60,80,29.87,0.31,29.72,30.74,30.34,0.88,29.88,32.07,9.10,0.91,8.37,10.86,8.05,0.91,7.29,9.80,37.17,9.90,27.61,53.95,1347.94,171.06,1207.62,3086.06,44.24,6.02,31.73,66.88,1344.97,126.91,1225.65,2841.46,48.93,6.27,37.41,70.23
70,80,41.67,0.82,41.30,43.87,42.68,2.65,41.50,50.02,10.55,0.89,9.80,12.36,9.37,0.87,8.68,11.14,41.13,5.62,37.75,66.52,1359.83,185.11,1233.86,3113.01,53.52,8.92,35.37,76.10,1359.19,123.21,1233.90,2814.11,41.03,4.42,32.58,55.50
80,80,54.30,5.20,52.40,69.02,52.86,0.67,52.54,54.65,12.19,0.83,11.41,14.10,11.57,0.94,10.55,13.27,45.89,5.02,42.60,74.40,1370.16,205.35,1228.01,3244.07,48.41,5.82,36.31,74.11,1359.55,151.34,1233.56,2939.24,52.21,5.85,41.00,71.27
90,80,67.20,0.94,66.56,68.61,67.23,0.87,66.68,68.86,13.49,0.96,12.37,14.87,9.90,1.93,6.41,13.27,40.66,1.03,39.02,43.91,1366.08,198.35,1235.52,3011.41,34.97,5.47,25.87,56.53,1341.36,142.23,1214.78,2820.13,44.42,4.72,35.35,59.00
100,80,83.33,0.69,82.93,85.00,84.30,2.22,83.04,90.12,15.09,0.98,13.89,16.64,9.21,1.44,7.37,12.06,48.51,1.21,46.50,52.01,1383.73,230.97,1234.82,3257.08,52.95,6.88,37.95,73.99,1368.37,186.29,1229.10,3112.37,45.04,4.78,36.11,59.83
200,80,331.49,3.77,328.82,341.76,197.03,1.09,195.84,198.68,23.12,5.02,16.47,31.27,15.55,0.76,14.63,18.00,72.57,1.50,69.21,78.26,1451.27,372.18,1256.95,3660.50,58.50,8.50,43.13,81.15,1412.01,252.18,1253.79,3253.83,73.72,8.54,50.27,90.51
300,80,440.85,2.27,439.41,446.99,441.75,1.76,440.73,446.67,25.35,0.98,23.73,27.56,22.34,0.97,21.20,24.88,100.42,1.80,96.22,105.06,1517.46,480.44,1273.15,3994.20,65.90,9.61,49.32,103.15,1446.76,313.58,1279.52,3375.11,79.60,8.46,58.57,99.27
400,80,771.90,3.57,763.29,776.55,775.31,1.13,773.88,777.32,34.46,0.98,32.53,37.04,30.15,0.58,29.45,33.01,123.28,3.56,118.42,132.72,1567.66,556.95,1278.24,4085.44,80.94,14.33,50.18,110.93,1483.15,380.37,1280.53,3581.24,98.79,14.39,67.27,128.26
500,80,1200.76,1.22,1199.10,1203.03,1206.33,7.56,1202.87,1227.57,42.69,1.25,40.43,45.79,36.84,0.41,36.26,38.98,172.66,1.57,169.09,181.63,1636.00,687.75,1285.66,5648.06,116.30,11.11,76.49,148.49,1516.61,424.96,1293.94,3661.71,98.32,11.88,68.61,118.57
600,80,1709.71,7.01,1705.42,1729.09,1653.15,25.68,1622.05,1690.94,50.57,1.52,47.78,55.67,42.65,0.83,41.20,45.89,672.88,9.77,661.18,711.90,1707.15,755.64,1323.15,4540.47,139.46,7.01,121.84,157.85,1540.28,474.60,1289.28,3903.69,118.72,12.08,81.21,152.17
700,80,2298.35,17.93,2275.48,2337.83,2188.30,9.32,2172.65,2209.65,58.17,2.24,54.88,64.79,50.08,0.56,49.00,53.58,729.81,16.62,711.07,800.35,1751.23,853.62,1310.98,6340.99,160.07,4.44,148.70,174.84,1566.54,510.64,1310.14,4156.00,131.45,25.24,93.63,177.95
800,80,2909.56,58.38,2844.50,2995.84,2839.47,12.69,2819.82,2858.73,63.24,1.70,60.71,69.31,55.58,0.77,54.61,60.12,798.67,13.65,783.17,864.02,1806.29,905.72,1312.14,4842.81,112.38,12.35,92.31,148.20,1574.41,520.30,1283.94,3927.24,135.39,12.15,108.21,164.86
900,80,3842.95,1.33,3840.43,3844.78,3852.02,1.77,3850.36,3856.18,77.33,1.88,74.56,84.43,68.04,0.57,67.11,71.38,895.39,24.63,861.48,963.87,1880.21,990.50,1305.54,5047.11,170.45,22.83,116.84,200.98,1623.61,604.70,1296.41,4485.48,138.34,18.47,99.73,201.94
1000,80,4734.36,31.68,4674.05,4762.80,4428.74,19.69,4409.88,4465.30,79.30,3.10,75.36,87.66,69.56,1.35,67.99,75.04,898.92,13.17,881.18,963.84,1955.29,1089.68,1319.45,5234.47,185.03,6.96,167.65,208.40,1629.98,599.01,1309.83,4322.98,143.36,22.59,105.94,180.90
2000,80,19092.98,6.50,19083.96,19107.83,19096.63,5.74,19090.61,19111.87,168.24,2.95,164.76,179.29,149.05,3.38,140.31,156.13,1337.38,37.34,1304.77,1759.55,2434.86,1523.06,1407.34,6079.86,286.56,42.91,226.08,397.35,1863.37,858.74,1362.20,5021.22,236.37,35.69,196.29,340.13
3000,80,41982.72,1184.46,40373.84,42955.91,40081.29,599.80,39663.27,41316.50,240.12,6.12,234.71,279.11,220.42,4.15,216.55,245.24,1697.74,52.11,1666.44,2123.96,2721.57,1727.83,1479.53,6768.49,356.49,69.43,299.15,895.86,2046.47,1021.85,1413.45,6891.55,329.49,63.60,280.79,768.12
4000,80,71406.90,108.30,71197.74,71504.98,71454.65,362.32,71212.57,72431.84,333.15,5.87,326.45,364.12,306.58,3.09,301.89,330.64,2405.91,71.29,2336.58,2846.76,2839.54,1902.75,1512.57,11088.98,422.64,73.43,367.96,883.27,2162.47,1120.96,1452.07,5694.80,410.48,43.46,367.81,921.46
5000,80,112299.63,191.97,112063.76,112591.03,111166.04,332.47,110872.65,112041.30,460.36,95.84,425.41,1173.79,414.75,95.63,390.42,1091.52,2931.82,202.78,2807.72,3705.52,2905.07,1886.97,1553.68,11167.09,621.27,228.03,486.20,2662.03,2297.05,1267.17,1462.17,5973.92,564.54,174.72,460.00,1740.25
6000,80,161955.24,844.75,161466.59,164261.15,160203.84,783.23,159670.16,162281.82,538.86,112.55,491.22,1261.29,492.53,112.22,452.48,1211.78,3240.87,235.30,3105.74,4000.59,2973.75,1730.79,1649.91,7234.26,668.75,229.95,552.76,2102.17,2368.20,1306.69,1497.11,8798.93,615.08,196.78,539.51,1910.13
7000,80,219487.09,659.62,218789.50,220708.82,221364.72,1889.98,220361.02,226623.52,650.11,125.95,594.97,1453.50,604.80,124.64,554.92,1412.50,3747.08,238.92,3573.40,4528.27,3072.79,1791.83,1630.45,7470.27,734.38,232.86,648.62,2351.28,2518.01,1388.28,1549.78,6319.95,745.74,216.54,631.49,2129.26
8000,80,287396.26,504.97,286519.69,288404.64,285365.69,401.62,284753.42,286057.41,744.93,145.19,672.19,1555.17,688.12,142.26,625.66,1492.60,4125.72,269.58,3867.06,4909.41,3173.89,1781.70,1761.58,7531.77,922.00,319.17,713.88,2750.15,2570.70,1413.38,1551.15,6416.70,803.42,246.36,681.64,2251.46
9000,80,365480.70,1123.62,364339.27,367815.41,364043.66,870.32,363095.22,366123.67,841.64,163.34,765.34,1674.15,774.10,160.31,705.32,1577.49,4577.24,376.29,4308.49,5564.34,3175.99,1772.86,1716.82,7507.57,956.76,332.14,751.55,2569.05,2591.27,1394.77,1540.02,6432.29,966.48,281.46,791.44,2384.64
10000,80,466430.25,1907.49,463948.27,469818.24,459888.95,1525.80,456550.72,461659.07,973.51,179.51,873.28,1908.03,895.83,169.45,810.26,1757.80,5143.76,357.39,4805.07,6079.09,3261.36,1811.00,1735.57,7610.95,1667.73,414.65,1260.55,3847.38,2635.35,1396.20,1606.62,6486.42,1010.01,294.66,871.20,2487.92
20000,80,1851214.21,4232.23,1845288.38,1857731.05,1846081.26,5107.06,1841340.13,1857873.39,2094.98,282.94,1842.31,3022.76,1965.33,392.09,1729.61,3083.00,9791.58,430.41,9129.84,10909.34,4421.50,1978.71,2325.74,9009.07,2870.54,559.25,1846.71,4648.26,3933.86,1893.69,2180.55,8524.75,2085.92,338.65,1748.47,3595.26
30000,80,4246306.43,49244.25,4184410.71,4314622.75,4248666.72,33148.55,4198731.27,4303628.93,3247.25,270.92,2967.23,3929.19,3180.77,424.82,2776.03,4545.13,58359.46,962.04,55797.40,61302.75,6789.64,3732.73,3109.40,21310.58,3610.70,812.64,2640.80,5922.25,6226.17,3617.54,2666.35,19456.29,3260.08,643.16,2628.38,5128.09
10,90,0.93,0.46,0.76,2.22,0.74,0.01,0.74,0.75,1.21,0.21,1.09,2.32,1.04,0.27,0.90,2.85,1.95,0.41,1.62,3.58,1355.85,49.88,1244.25,1521.34,36.90,5.33,25.89,57.05,1361.58,48.04,1243.00,1510.03,43.06,5.39,30.56,62.10
20,90,4.20,0.62,3.97,5.95,4.26,0.80,3.99,6.55,3.44,0.70,3.09,5.58,2.88,0.71,2.53,5.00,5.11,0.71,4.51,7.05,1364.36,47.86,1242.31,1512.71,41.82,6.13,28.36,60.05,1366.82,54.64,1252.50,1950.82,42.42,7.28,28.63,68.31
30,90,8.39,0.73,8.10,10.47,8.42,0.75,8.17,10.54,4.96,0.68,4.45,7.04,4.33,0.69,3.95,6.38,28.12,7.61,17.59,39.54,1368.97,70.24,1248.39,2480.15,50.23,5.90,36.93,71.48,1380.06,80.07,1259.73,2621.61,42.26,6.08,31.04,62.69
40,90,14.22,0.96,13.70,16.17,13.97,0.46,13.70,14.90,6.94,0.89,6.33,8.77,6.18,0.88,5.53,8.93,34.89,8.72,26.08,50.54,1385.47,97.50,1271.52,2795.43,39.35,6.05,28.45,63.19,1384.20,88.60,1258.65,2710.02,50.59,6.94,35.53,70.12
50,90,20.37,0.85,19.91,22.59,20.45,0.87,20.02,22.10,7.69,0.89,7.03,9.53,6.68,0.86,6.04,8.45,31.19,5.99,26.31,48.37,1372.09,119.66,1250.06,2903.15,42.18,6.07,31.19,68.74,1384.57,111.11,1264.51,2864.38,41.08,5.42,31.56,63.34
60,90,28.19,0.64,27.85,29.47,27.87,0.21,27.75,28.46,9.19,0.78,8.54,11.12,8.24,0.65,7.74,10.19,37.41,5.44,33.62,57.11,1383.99,161.40,1255.83,2897.69,51.52,6.63,36.56,77.18,1390.50,127.44,1251.46,2814.53,41.70,5.58,32.76,64.74
70,90,38.15,0.38,37.99,39.22,38.33,0.67,37.98,39.66,10.45,0.75,9.85,12.34,9.04,0.61,8.56,11.07,40.62,8.34,33.63,61.59,1388.37,171.05,1257.16,3028.94,46.05,5.52,33.32,63.17,1378.53,120.71,1246.15,2867.72,42.52,4.57,33.64,59.67
80,90,30.90,0.99,30.25,32.38,30.73,0.82,30.32,32.30,7.57,0.88,6.17,8.98,6.74,0.86,5.82,8.07,41.02,1.22,39.02,44.54,1394.03,188.19,1245.65,3131.09,51.39,6.20,38.99,80.62,1397.09,142.69,1237.20,2778.05,44.08,5.60,35.19,72.83
90,90,60.88,0.70,60.38,62.13,60.65,0.25,60.49,61.20,13.11,0.92,12.08,14.68,11.60,0.66,10.90,13.35,40.66,3.20,38.01,54.07,1413.70,270.07,1270.22,3446.50,47.48,6.26,34.39,70.93,1401.52,170.42,1268.41,2963.80,45.40,5.44,36.43,69.62
100,90,77.62,0.88,77.00,79.21,77.82,0.90,77.23,79.26,14.65,0.98,13.47,16.07,9.79,1.99,7.03,14.28,45.59,1.09,44.15,51.91,1409.00,232.22,1243.24,3239.98,50.87,5.64,39.81,82.01,1412.43,182.20,1256.38,3074.63,45.83,5.94,36.78,76.89
200,90,298.79,2.29,297.27,304.78,181.67,28.15,166.96,236.22,28.84,1.93,22.33,41.29,15.03,1.13,13.68,21.94,81.50,3.96,75.15,97.91,1463.44,360.80,1266.23,3643.03,53.29,5.97,43.43,82.67,1441.37,264.63,1273.02,3189.33,62.30,6.64,49.58,90.53
300,90,662.78,1.59,661.21,666.56,395.55,0.87,394.48,397.74,26.60,3.03,23.92,35.58,23.01,1.18,21.42,29.65,106.20,1.81,103.03,124.36,1524.31,459.59,1274.10,3889.33,66.03,9.24,54.60,99.87,1471.41,330.09,1270.84,3586.64,76.15,7.63,56.19,94.95
400,90,706.88,2.64,705.48,714.32,709.33,1.40,707.81,712.23,34.84,1.11,32.78,37.92,30.05,0.73,28.86,33.54,152.99,2.83,148.40,167.72,1577.28,549.26,1292.11,4057.51,107.42,8.21,91.88,138.94,1510.72,392.63,1286.66,3728.48,90.12,6.70,72.71,114.64
500,90,1096.52,1.71,1095.20,1100.75,1100.60,2.88,1098.70,1107.00,42.77,1.29,40.43,47.16,36.92,0.54,35.93,40.24,281.64,7.57,270.77,303.78,1651.19,690.66,1302.87,5381.28,127.80,6.28,114.64,178.00,1523.80,415.64,1289.65,3775.37,104.84,12.65,69.89,139.73
600,90,1577.42,9.13,1570.46,1600.19,1577.59,1.37,1575.85,1580.03,52.74,1.78,49.96,57.72,46.38,0.71,44.98,50.41,269.94,2.63,264.61,288.93,1708.02,741.87,1320.84,4838.04,151.39,8.33,135.77,191.29,1560.24,466.44,1299.91,3874.29,113.68,15.53,79.20,155.94
700,90,2142.32,23.09,2118.64,2199.04,2065.57,35.70,2033.79,2147.38,58.56,2.47,54.37,69.53,51.01,1.79,48.51,66.11,766.10,20.82,731.92,844.67,1764.42,823.40,1327.66,6408.17,159.39,7.30,145.39,200.65,1583.45,508.21,1310.42,4070.96,124.20,16.31,89.06,163.71
800,90,2804.11,33.06,2767.13,2875.60,2736.65,57.22,2667.89,2849.52,68.83,2.92,63.78,86.64,60.14,1.73,57.43,71.15,837.68,23.65,800.78,910.04,1836.50,894.16,1348.72,4824.87,174.42,6.16,159.60,216.34,1606.77,518.25,1336.53,4146.19,140.29,23.79,100.13,215.30
900,90,3527.25,14.99,3500.20,3541.41,3440.19,70.43,3360.80,3549.04,75.59,3.57,70.25,93.71,66.91,2.42,63.70,77.23,883.53,29.29,842.71,975.28,1868.67,916.52,1346.25,4980.06,145.07,6.59,127.75,165.15,1633.08,564.94,1325.90,4151.61,147.08,28.46,108.02,346.96
1000,90,4392.81,67.47,4351.15,4564.84,4358.83,3.22,4356.25,4364.82,85.67,2.33,82.31,95.42,74.73,0.73,73.63,81.12,983.61,15.11,973.60,1378.13,1944.63,1011.33,1366.18,5116.11,183.86,11.89,165.31,213.73,1670.91,616.14,1327.28,4426.56,145.80,26.22,109.25,213.55
2000,90,17422.89,38.63,17372.41,17502.11,16670.89,205.53,16341.40,17031.98,167.81,6.47,156.08,188.51,147.08,4.36,141.86,163.21,1409.35,55.57,1337.19,1817.57,2368.36,1386.73,1428.62,6135.67,327.65,26.70,301.47,503.44,1919.59,898.54,1395.87,5348.31,264.31,46.93,208.60,422.30
3000,90,37224.24,504.48,36500.94,38021.41,37308.18,562.80,35988.31,37796.87,251.75,9.38,240.73,284.91,228.87,7.14,220.78,262.24,1746.55,61.22,1674.66,2148.37,2741.30,1719.63,1487.45,6794.03,464.74,43.35,438.76,1218.16,2101.92,1044.93,1442.38,5474.14,326.61,50.27,284.98,757.71
4000,90,70129.55,375.50,69841.00,71105.52,67175.34,466.87,66149.87,67601.06,349.62,9.93,333.80,385.28,314.64,7.92,304.61,354.38,2469.46,67.52,2360.09,2852.08,2845.55,1864.22,1540.48,11083.79,458.48,73.69,400.24,931.95,2194.56,1113.24,1470.62,5610.52,415.23,63.33,368.37,919.81
5000,90,110259.62,228.22,110011.76,110844.88,107477.29,797.95,105866.58,108559.89,498.81,110.47,466.19,1285.43,435.83,100.68,404.09,1176.09,3073.44,218.87,2894.59,3872.48,2929.98,1763.33,1578.37,10738.38,597.67,211.14,505.52,2181.52,2364.27,1282.21,1507.56,5930.47,567.72,176.01,488.12,1883.80
6000,90,151885.85,551.85,151044.82,152632.97,150730.06,1390.37,148636.07,153896.87,571.51,119.51,526.65,1357.84,519.82,120.12,482.32,1302.18,3373.05,258.77,3140.13,4255.21,2947.42,1698.98,1603.61,7229.71,727.90,249.46,595.19,2280.73,2406.77,1270.17,1556.87,8492.35,650.75,205.36,565.83,1958.63
7000,90,208053.49,865.84,206303.41,209261.48,208380.84,546.21,207695.33,209202.08,684.36,126.73,636.18,1511.81,626.34,123.75,586.22,1427.58,3862.99,255.93,3670.75,4742.88,3137.43,1791.42,1714.68,7463.86,1099.75,312.55,683.81,3113.61,2516.07,1349.05,1537.52,6238.20,749.43,205.58,650.08,2104.10
8000,90,277909.83,857.94,276610.37,279040.96,276187.47,1259.20,273919.01,278003.30,803.20,144.03,735.97,1637.51,728.04,143.31,676.97,1553.76,4329.71,301.54,4072.70,5141.99,3208.74,1780.64,1782.00,7544.47,1249.11,371.18,762.01,3263.98,2585.11,1363.20,1601.17,6277.92,843.70,257.70,728.52,2280.91
9000,90,346301.10,1367.88,343678.42,348553.15,347978.45,1590.24,345358.01,351025.63,882.66,165.60,798.43,1741.65,804.64,166.34,732.60,1672.07,4667.01,393.37,4268.64,5739.06,3268.16,1783.46,1812.91,7640.61,1293.51,424.37,862.07,3505.35,2675.52,1424.86,1620.78,6543.63,949.13,275.59,815.54,2264.26
10000,90,430328.01,2158.18,427582.06,435247.99,432319.59,1070.05,430635.54,433883.19,1014.76,243.71,895.35,1883.04,979.53,220.94,873.90,1767.33,5164.18,402.10,4744.13,6112.64,3439.21,1745.40,1890.17,7490.97,1481.94,448.92,953.81,3373.70,2896.64,1467.22,1677.07,6643.15,1065.03,339.41,870.54,2233.13
20000,90,1700939.98,5294.23,1694148.52,1709831.97,1712133.95,13491.20,1687524.45,1728095.55,2194.26,423.24,1887.73,3296.71,2051.38,394.18,1771.80,3059.09,9940.36,548.47,9057.24,11130.44,4539.91,1632.76,2608.06,7311.73,3144.75,545.49,2310.88,4956.87,4363.24,2086.17,2217.49,10056.60,2199.62,441.01,1815.97,3803.77
30000,90,4149221.31,111646.33,3902899.25,4232677.38,3940242.71,27475.48,3915911.64,3992796.82,3362.01,253.02,3078.16,4083.17,3128.75,279.76,2831.11,3958.70,58886.94,1263.80,56424.56,62418.31,6989.79,4059.14,2925.79,22113.52,3732.47,882.13,2685.06,6154.94,6326.57,3665.62,2563.41,20791.87,3335.09,646.81,2661.90,5467.74
10,100,1.01,0.58,0.81,2.65,0.77,0.00,0.76,0.78,1.22,0.36,1.04,3.00,0.95,0.32,0.82,2.51,1.83,0.45,1.45,3.42,1340.31,50.97,1221.07,1507.14,44.51,6.25,29.48,61.33,1340.03,49.96,1225.69,1500.05,48.27,5.83,33.34,62.72
20,100,4.00,0.62,3.73,5.75,3.97,0.62,3.75,5.73,3.51,0.68,3.17,5.62,3.10,0.66,2.76,5.26,10.24,0.93,9.35,11.98,1343.62,50.29,1230.00,1525.47,38.99,5.00,27.63,56.18,1337.78,55.48,1218.51,2116.22,41.60,6.73,27.00,61.58
30,100,4.52,0.38,4.38,5.59,4.57,0.52,4.37,6.04,2.94,0.62,2.62,4.82,2.55,0.66,2.02,4.40,4.98,0.79,3.98,6.44,1330.50,61.40,1217.49,2133.77,56.66,6.68,39.02,71.61,1349.14,79.97,1239.74,2580.88,45.64,7.05,31.65,64.64
40,100,13.04,0.27,12.92,13.81,13.13,0.70,12.88,15.13,6.85,0.85,6.02,8.95,6.27,0.82,5.67,8.00,31.93,9.12,24.06,47.58,1349.95,103.71,1235.38,2739.79,38.47,4.72,28.34,52.74,1360.01,89.44,1234.71,2663.71,40.97,5.26,31.67,59.74
50,100,19.59,0.70,19.32,21.57,19.69,0.68,19.43,21.61,8.25,0.92,7.33,10.62,7.11,0.88,6.38,8.89,34.22,10.66,24.12,54.43,1355.06,141.41,1222.27,3022.38,42.16,5.08,30.97,58.18,1378.23,110.88,1257.62,2851.45,47.07,7.84,31.78,69.27
60,100,26.64,0.91,26.18,28.41,26.48,0.64,26.24,28.28,9.13,0.90,8.41,10.93,7.74,1.12,5.94,9.93,32.79,2.52,29.93,46.15,1384.63,162.53,1253.06,3034.68,47.14,7.19,33.29,65.87,1396.47,118.09,1280.06,2811.91,52.38,6.38,40.05,73.18
70,100,35.58,0.72,35.11,36.90,28.91,2.06,27.64,34.10,10.89,0.89,9.94,12.67,6.68,1.18,5.11,8.97,35.42,1.10,33.57,37.95,1390.55,176.74,1259.73,3184.78,51.07,8.78,35.16,72.60,1396.64,134.20,1269.16,2820.42,53.06,5.94,41.90,73.86
80,100,47.51,0.66,47.13,49.22,47.38,0.99,46.71,48.86,13.04,0.97,11.80,15.03,8.80,1.87,5.60,12.28,40.60,1.73,38.53,45.39,1396.63,215.60,1252.39,3257.50,59.91,6.82,43.20,82.06,1393.76,151.40,1261.77,2928.38,44.31,4.76,35.30,62.99
90,100,59.99,0.99,59.30,61.80,59.72,0.55,59.35,60.67,13.75,0.83,12.70,15.34,11.41,0.46,10.86,13.21,42.12,4.95,38.86,61.92,1396.84,210.87,1257.44,3421.09,45.16,4.96,34.38,67.67,1404.31,164.09,1262.81,2957.15,56.02,6.04,43.93,75.04
100,100,73.27,0.60,72.83,74.18,62.67,0.70,62.26,63.98,15.25,0.98,12.27,16.85,8.74,1.61,7.19,13.09,43.66,1.17,41.95,47.19,1408.19,231.48,1256.24,3308.13,48.02,6.07,36.49,74.77,1401.67,176.14,1257.45,2983.69,47.57,4.78,38.81,72.67
200,100,271.87,1.09,270.72,273.15,161.40,0.35,161.04,162.01,27.25,4.01,16.96,32.17,14.95,0.48,14.42,17.69,75.18,1.67,72.67,80.73,1466.96,388.71,1277.87,3665.29,60.16,6.03,47.16,81.48,1437.12,264.51,1278.26,3455.47,64.39,7.04,51.38,89.12
300,100,590.83,43.31,476.80,616.28,349.81,1.33,348.66,353.02,26.77,2.59,24.17,35.94,21.58,1.16,20.23,24.40,98.52,2.69,94.18,107.00,1503.60,439.44,1269.95,3741.16,70.31,9.45,59.98,103.22,1459.85,333.99,1262.84,3531.56,87.24,11.68,54.54,113.55
400,100,640.98,1.93,639.07,644.43,642.37,2.75,640.72,648.14,35.65,1.00,33.59,39.56,30.24,0.65,29.34,37.03,138.58,4.05,133.54,158.69,1592.98,579.07,1302.98,4084.77,120.35,7.45,102.37,151.24,1497.75,381.36,1288.26,3675.73,91.74,9.56,72.09,116.06
500,100,952.77,1.95,951.13,957.44,943.21,2.00,941.80,947.71,40.58,1.53,38.31,44.92,36.00,1.29,34.49,41.20,219.22,4.37,212.94,237.40,1644.12,645.73,1318.67,4598.39,122.23,7.32,104.45,149.46,1525.95,419.35,1297.84,3666.81,108.54,15.69,72.74,147.91
600,100,1436.87,8.12,1431.68,1458.36,1439.03,7.63,1435.56,1460.26,52.90,1.73,50.13,57.39,45.71,0.66,44.50,51.15,215.24,3.36,207.77,236.27,1703.51,728.23,1322.92,4488.83,109.33,7.72,89.20,133.12,1559.81,468.05,1303.64,4071.59,120.58,14.33,81.35,156.33
700,100,1886.12,29.59,1852.73,1940.27,1840.34,9.81,1827.32,1853.94,58.77,2.39,55.66,65.30,50.68,1.05,49.10,54.98,767.43,19.91,730.66,829.01,1782.39,847.79,1341.74,6245.35,158.15,5.47,144.73,175.59,1582.49,498.55,1315.26,4240.41,120.52,18.71,84.71,163.09
800,100,2542.22,7.09,2537.60,2561.72,2546.38,2.91,2543.18,2553.26,69.15,1.82,66.51,74.37,58.69,1.02,56.49,62.65,816.37,13.13,803.02,949.21,1836.17,916.76,1348.64,4822.68,178.33,9.02,163.20,218.47,1619.80,561.81,1333.76,4212.20,137.55,28.03,93.90,196.66
900,100,3209.60,14.83,3190.13,3239.64,3071.56,45.11,3020.01,3152.24,74.72,2.92,70.00,81.68,65.38,1.00,63.94,70.06,864.39,21.17,839.22,948.76,1877.65,949.79,1302.21,5031.50,190.93,12.02,172.31,238.74,1655.48,602.23,1343.54,4327.63,142.60,23.21,108.84,203.75
1000,100,3963.17,1.75,3960.82,3965.52,3968.13,1.15,3966.34,3970.00,85.63,2.26,82.51,95.29,75.85,1.27,74.63,85.78,962.22,31.66,897.82,1042.14,1961.28,1043.51,1354.58,5175.44,205.00,7.30,189.82,227.71,1667.02,601.31,1344.98,4253.82,156.05,22.53,119.78,201.67
2000,100,15796.89,4.04,15792.21,15803.32,14964.94,155.22,14787.14,15288.74,169.24,5.19,158.14,181.55,141.86,2.88,139.53,153.51,1358.35,37.29,1327.31,1759.35,2347.90,1347.39,1424.04,6200.53,329.63,13.41,307.54,385.44,1929.37,895.05,1403.89,5197.27,241.21,38.51,200.47,334.67
3000,100,34629.09,1044.41,33385.83,35744.28,33665.47,269.40,33391.74,34126.45,249.24,6.96,241.41,274.71,221.92,4.36,217.44,245.23,1795.27,74.21,1715.69,2244.99,3146.89,2110.88,1521.31,6607.55,353.95,55.32,312.51,854.85,2076.01,1041.45,1420.55,5424.41,343.95,56.15,296.51,837.82
