n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
5000,30,71369.43,683.79,70431.14,72946.35,70614.57,483.08,70082.27,71644.37,280.22,49.48,255.72,634.06,259.88,47.60,241.81,601.03,1928.68,124.33,1799.77,2393.60,589.50,279.13,403.03,1621.01,268.89,88.68,222.91,934.40,533.01,263.40,354.75,1403.19,264.21,88.80,219.76,905.92
6000,30,102137.78,777.32,101271.65,103550.62,102485.69,1939.08,100496.24,105364.46,327.80,54.64,291.19,689.09,314.05,55.72,274.28,679.53,2071.39,139.60,1935.87,2579.71,605.78,281.53,423.88,1557.96,315.60,108.32,261.82,1067.13,524.81,244.36,326.50,1798.65,310.79,101.30,259.95,954.73
7000,30,139525.35,1693.19,137193.54,142266.32,138983.48,1446.22,136956.86,141003.85,404.66,61.79,362.07,793.19,385.26,60.70,341.81,798.20,2425.80,139.16,2297.03,2939.92,614.88,276.27,438.74,1626.10,373.10,126.49,309.67,1143.78,527.49,243.27,310.37,1431.29,363.01,111.56,303.95,1098.72
8000,30,181050.33,1686.40,178950.73,183313.59,180843.49,1576.67,178924.93,184253.33,468.45,73.01,416.32,905.64,449.95,73.00,393.29,886.57,2496.92,188.98,2344.41,3120.50,629.17,283.30,441.29,1605.22,435.59,165.79,349.75,1403.59,531.60,250.82,320.37,1479.19,419.32,140.20,345.63,1281.89
9000,30,230014.93,1702.38,226536.75,232296.28,234787.66,2207.74,231846.21,239689.93,508.56,83.01,454.16,929.84,495.82,84.10,435.10,943.34,2856.22,221.39,2632.95,3551.82,682.55,351.20,460.11,2299.17,478.61,167.51,390.54,1445.15,544.91,293.84,332.71,1536.24,479.91,175.06,386.63,1407.52
10000,30,331738.78,1943.64,329270.84,335285.49,284267.72,2235.82,281379.25,287609.31,601.41,93.04,539.98,1097.89,588.78,93.52,515.39,1083.55,3141.41,217.86,2918.17,3780.47,694.60,317.76,480.51,1684.13,504.55,175.21,426.96,1444.86,583.81,347.81,341.44,1595.67,508.05,184.20,425.89,1497.58
20000,30,1800414.39,4335.74,1794374.80,1806914.48,1592669.09,4542.81,1587423.31,1601568.18,1428.52,195.69,1207.74,2335.59,1223.03,174.28,1139.16,1821.86,7027.91,863.44,5733.79,9386.17,938.51,411.77,623.99,2035.16,1022.16,105.32,941.41,1499.70,846.86,432.79,518.27,2021.24,1042.12,117.14,957.14,1570.17
30000,30,4602173.48,111039.33,4343819.40,4810912.82,4366772.94,4172.21,4363036.73,4374488.06,2746.18,532.72,2286.43,5224.11,2514.34,557.37,2008.70,4774.64,43683.80,5649.58,39584.54,66326.34,1173.81,517.24,803.06,3769.70,1721.97,181.05,1567.75,2458.72,1110.47,534.73,711.18,3569.83,1747.82,194.86,1585.21,2555.21
10,40,0.46,0.10,0.43,0.75,0.43,0.02,0.42,0.47,0.52,0.08,0.49,0.90,0.46,0.11,0.42,1.03,0.99,0.13,0.88,1.54,382.83,23.35,326.14,451.51,11.14,1.30,7.80,15.72,381.16,21.00,329.27,446.30,12.69,1.53,9.19,16.92
20,40,1.43,0.05,1.38,1.50,1.45,0.04,1.40,1.51,0.98,0.13,0.90,1.71,0.84,0.10,0.78,1.22,1.76,0.18,1.53,2.19,382.15,21.32,330.87,450.29,13.15,1.37,10.10,17.28,380.81,21.59,326.74,445.41,10.46,1.14,8.62,15.20
30,40,3.09,0.10,2.89,3.27,3.13,0.07,3.03,3.21,1.43,0.12,1.33,1.83,1.21,0.12,1.11,1.55,8.90,0.34,8.46,11.14,383.07,28.83,333.45,742.61,12.21,1.68,8.53,17.40,382.86,22.62,329.44,574.58,11.24,1.03,9.31,14.64
40,40,5.02,0.24,4.89,5.65,5.04,0.18,4.91,5.32,1.93,0.15,1.79,2.46,1.61,0.14,1.48,2.09,11.20,0.37,10.50,13.91,388.12,42.14,332.87,804.53,12.22,1.37,8.88,16.94,389.09,30.75,331.95,698.77,13.49,1.10,11.29,16.82
50,40,7.78,0.24,7.60,8.19,7.53,0.24,7.28,7.81,2.22,0.19,2.02,2.86,1.74,0.16,1.58,2.24,12.25,2.66,10.59,21.26,387.81,38.81,329.06,786.88,11.82,1.44,8.87,17.19,385.94,28.97,332.54,691.56,14.28,1.19,11.89,17.77
60,40,10.85,0.29,10.68,11.53,11.38,0.22,11.26,11.86,2.72,0.21,2.49,3.36,2.28,0.20,2.07,2.81,13.37,0.64,12.22,16.17,393.11,46.75,332.90,806.94,13.58,1.78,9.51,19.36,389.51,32.02,338.03,716.09,15.17,1.21,12.77,19.01
70,40,15.40,1.35,14.24,19.10,13.39,0.37,13.03,13.98,2.98,0.18,2.72,3.63,2.56,0.15,2.39,2.93,19.05,11.24,13.47,81.35,396.35,56.78,338.70,841.30,15.27,1.53,11.55,20.44,390.52,37.71,335.33,762.90,15.99,1.84,12.08,22.07
80,40,19.85,0.18,19.77,20.35,17.92,0.27,17.64,18.37,3.62,0.23,3.22,4.26,3.03,0.18,2.80,3.55,18.32,0.92,16.94,21.85,398.24,60.88,336.20,928.19,13.22,1.79,9.95,18.91,389.44,35.87,331.85,727.61,17.30,1.66,14.02,22.73
90,40,21.90,0.26,21.22,22.22,23.60,0.08,23.55,23.81,4.12,0.18,3.86,4.86,3.26,0.17,3.05,3.63,17.71,0.47,16.20,20.69,400.79,65.38,339.87,879.32,14.22,1.95,10.67,19.68,391.61,43.46,338.43,788.93,18.53,1.88,14.71,24.70
100,40,26.64,1.16,26.02,29.53,26.49,0.54,26.17,27.77,4.53,0.17,4.27,5.25,3.61,0.16,3.38,3.99,18.55,0.84,17.07,21.88,398.29,68.00,336.90,886.63,13.37,1.52,10.68,17.96,393.00,44.22,333.75,783.45,19.95,1.93,15.95,26.24
200,40,106.45,5.58,96.50,113.90,109.42,3.97,103.65,113.25,8.81,0.17,8.42,10.17,7.06,0.31,6.41,8.14,37.25,11.25,32.76,125.04,423.77,100.57,343.30,996.29,16.73,1.20,14.42,25.19,406.28,68.20,340.16,901.41,29.76,2.49,23.84,35.98
300,40,248.13,4.55,238.77,252.89,245.06,1.39,244.20,248.45,13.20,0.51,12.36,15.04,11.09,0.26,10.66,13.34,47.90,1.72,45.65,54.67,437.38,133.05,347.67,1123.48,22.67,2.31,17.81,29.03,412.61,76.09,343.57,902.56,37.53,3.28,28.03,52.80
400,40,437.70,5.31,430.38,447.68,435.42,1.19,433.83,437.31,18.42,0.77,16.90,21.30,14.39,0.56,13.49,16.35,62.39,2.33,60.07,70.61,445.77,146.28,349.06,1188.67,22.66,1.23,20.28,28.70,421.18,88.99,347.57,993.59,44.60,3.40,32.76,53.91
500,40,709.11,8.16,699.14,718.85,656.92,19.95,641.79,693.55,22.53,0.86,21.02,25.73,18.00,0.31,17.37,20.41,104.99,2.52,101.40,115.05,469.86,186.37,350.08,1418.05,30.39,3.25,24.80,45.04,429.48,102.33,350.60,1020.26,50.42,4.00,35.60,65.85
600,40,965.87,44.01,911.15,1002.82,945.75,30.98,919.40,987.42,28.58,10.06,25.27,143.71,21.85,1.04,20.46,24.71,311.70,11.45,301.48,356.49,472.70,183.57,357.90,1690.61,29.43,3.09,26.78,49.87,435.91,115.44,357.04,1063.56,55.10,4.73,38.87,70.52
700,40,1291.08,68.80,1248.08,1407.12,1284.21,43.46,1250.09,1351.31,31.03,0.67,29.82,34.09,26.28,1.07,24.88,29.98,460.79,16.48,442.05,512.81,495.24,216.25,361.33,1364.61,33.13,3.23,30.68,54.14,440.74,120.74,356.74,1113.96,54.88,6.51,41.30,73.24
800,40,1737.94,43.08,1642.59,1806.70,1601.31,15.47,1587.60,1624.17,36.21,1.49,33.70,39.81,29.81,1.17,28.33,33.68,502.62,13.86,489.15,598.88,488.11,209.94,359.13,1865.63,52.82,11.82,35.16,101.41,440.39,118.00,356.75,1143.75,56.86,5.16,48.89,77.62
900,40,2048.71,41.80,1972.68,2147.98,2044.47,20.85,2005.29,2062.06,41.72,1.96,39.21,47.69,35.12,1.52,33.24,40.06,545.25,20.65,520.32,609.20,500.69,240.40,362.31,1819.30,73.14,21.28,59.27,216.88,444.29,119.92,359.30,1051.18,61.67,5.67,47.92,84.99
1000,40,2533.65,66.58,2473.90,2706.30,2513.72,31.47,2473.55,2546.09,45.60,1.85,43.55,51.18,40.04,1.75,37.67,44.55,567.67,15.88,549.79,671.51,510.27,238.13,365.25,1471.81,74.51,12.79,63.68,139.14,457.35,135.73,365.82,1202.68,62.26,4.93,52.16,75.87
2000,40,9875.07,119.83,9745.91,10099.99,9919.25,196.50,9723.95,10442.24,91.89,2.22,89.70,102.02,86.59,14.28,81.88,332.61,843.18,26.79,817.32,966.96,535.36,258.37,375.93,1678.62,117.88,4.39,106.71,140.82,486.14,170.64,367.46,1390.93,106.63,3.78,99.43,144.03
3000,40,24267.70,697.56,23395.45,25456.35,22261.07,382.56,21818.98,23114.29,142.03,5.71,136.78,161.21,131.65,5.31,126.22,144.45,1038.17,35.75,1006.91,1173.89,549.82,251.25,393.07,1510.28,157.35,12.61,143.12,302.51,505.35,186.52,371.63,1336.26,145.92,4.78,135.32,187.90
4000,40,42286.06,993.14,40483.50,43228.35,39738.12,480.57,39379.59,40819.30,196.00,7.87,188.90,228.51,182.54,6.05,176.11,200.36,1580.17,58.11,1527.01,1782.34,585.84,290.04,405.03,1677.84,199.19,25.79,182.33,459.26,523.65,234.43,365.55,1499.48,188.90,12.36,172.53,387.22
5000,40,66742.06,1207.24,64468.22,68863.22,66593.44,639.50,65276.64,67603.93,279.93,52.20,252.03,641.07,255.24,44.94,238.39,587.99,1947.89,124.76,1825.75,2442.24,597.06,277.89,420.56,1580.48,258.85,98.35,222.38,903.51,529.33,246.85,359.88,1495.39,250.99,85.09,218.64,876.34
6000,40,95648.06,1968.24,93971.00,100713.98,95505.80,1007.27,94391.27,98005.10,310.90,52.08,284.23,659.25,295.94,50.15,269.27,636.96,2060.23,136.21,1945.80,2522.16,604.68,269.46,419.55,1527.08,308.01,113.54,265.85,1018.53,534.87,242.51,342.05,1479.54,293.04,97.64,257.13,940.49
7000,40,130150.63,1081.33,128991.64,132187.05,129265.84,986.42,127664.80,130656.33,380.88,56.51,346.58,760.15,352.75,54.35,329.01,700.62,2382.31,139.32,2237.78,2890.71,622.33,284.33,434.03,1588.85,358.01,120.50,308.57,1126.92,548.57,257.58,328.59,1481.83,346.69,113.30,302.71,1101.70
8000,40,176317.26,1835.47,173966.29,179334.89,171254.90,2783.39,167792.51,177722.19,431.48,68.12,405.10,816.66,411.35,66.53,378.18,790.59,2565.36,204.92,2370.20,3181.21,632.58,279.10,454.09,1628.81,411.23,153.10,346.51,1217.88,527.43,254.63,324.40,1462.86,402.02,137.58,348.52,1230.02
9000,40,214494.35,1706.57,212524.61,218464.92,215865.87,2262.60,213193.35,220013.72,495.43,83.18,444.34,924.90,460.89,78.91,422.09,869.83,2852.94,232.76,2640.67,3559.10,681.51,324.12,459.42,1670.44,454.44,160.05,387.57,1312.99,607.72,393.30,334.13,1678.40,456.68,168.70,382.71,1355.68
10000,40,293494.23,2237.53,291331.89,298485.03,281410.89,3081.76,275903.41,288253.21,567.60,87.08,523.56,1011.79,550.22,85.41,508.12,987.48,3153.27,202.45,2956.55,3761.67,705.04,320.55,490.93,1694.83,525.40,176.15,442.30,1516.03,597.39,346.07,355.37,1705.20,527.79,188.63,440.80,1530.31
20000,40,1803973.26,3927.50,1798444.85,1810023.78,1476560.04,3501.89,1472603.73,1483385.13,1701.16,415.39,1219.96,3406.14,1277.76,179.62,1171.58,1921.80,6568.90,556.59,5763.63,8506.37,997.48,417.68,657.57,2254.94,1043.61,108.20,963.34,1526.44,849.66,432.37,534.20,1984.25,1080.39,125.54,978.24,1678.60
30000,40,4458500.84,3686.11,4454497.32,4466088.50,3921722.80,164397.73,3762953.70,4133453.80,2445.39,329.45,2160.30,3706.16,2228.42,273.28,2019.59,3213.52,42090.66,3332.87,39898.16,65832.11,1281.74,610.41,824.92,3981.60,1757.41,187.02,1603.88,2415.57,1256.15,649.63,741.25,3077.35,1808.91,199.64,1622.54,2557.44
10,50,0.51,0.11,0.47,0.82,0.48,0.03,0.45,0.54,0.54,0.08,0.51,0.89,0.47,0.08,0.44,0.82,1.04,0.21,0.89,1.62,380.68,22.25,325.41,455.07,11.52,1.23,8.39,15.26,379.09,20.98,325.41,437.90,12.53,1.65,9.17,17.22
20,50,1.21,0.03,1.18,1.28,1.31,0.01,1.30,1.32,1.01,0.15,0.92,1.57,0.86,0.13,0.78,1.47,2.22,0.23,1.98,2.99,382.27,21.15,328.90,444.41,12.61,1.54,8.39,16.59,381.12,21.72,330.35,443.80,10.75,1.38,8.67,15.55
30,50,2.92,0.11,2.86,3.22,2.81,0.02,2.78,2.84,1.47,0.17,1.35,2.00,1.24,0.15,1.13,1.98,8.72,0.33,8.33,11.30,384.21,25.30,334.57,676.41,12.65,1.92,8.72,18.30,385.55,23.35,336.72,542.18,11.83,1.30,9.55,15.94
40,50,5.42,0.17,5.35,5.91,4.83,0.14,4.76,5.22,1.99,0.16,1.82,2.69,1.63,0.14,1.48,2.05,10.17,0.26,9.23,11.90,388.51,35.93,327.07,739.75,13.06,1.79,9.12,17.86,384.55,26.85,334.63,689.17,13.81,1.32,11.46,18.08
50,50,7.61,0.20,7.43,8.04,7.90,0.12,7.82,8.22,2.35,0.18,2.17,2.87,1.94,0.16,1.77,2.36,11.13,0.45,10.00,14.24,386.81,40.01,331.84,815.92,14.86,1.46,11.31,18.69,385.79,29.30,329.38,709.57,14.48,1.22,11.80,17.75
60,50,10.12,1.26,9.46,13.60,9.81,0.34,9.54,10.43,2.85,0.19,2.67,3.44,2.32,0.16,2.15,2.81,15.24,6.20,12.37,44.47,391.17,46.29,331.97,798.16,12.99,1.40,9.62,17.33,385.58,32.35,330.28,731.04,16.34,1.59,13.05,19.67
70,50,15.77,0.24,15.64,16.34,13.50,0.52,12.58,14.17,3.31,0.23,3.04,4.37,2.64,0.19,2.43,3.12,14.30,0.64,13.11,17.10,399.99,54.90,337.28,825.73,15.08,1.94,10.28,20.51,386.89,33.49,336.13,740.01,16.44,1.46,13.62,20.93
80,50,18.71,0.47,18.31,19.39,18.27,0.13,18.17,18.52,3.85,0.19,3.59,4.43,3.11,0.19,2.84,3.58,17.93,1.01,16.22,22.14,394.00,55.53,336.84,831.56,16.14,2.66,10.50,24.15,388.11,37.73,334.07,772.95,17.69,1.58,14.50,22.00
90,50,23.29,0.13,23.12,23.60,22.63,0.62,22.16,23.56,4.10,0.36,3.65,5.33,3.31,0.20,2.94,3.80,20.14,8.34,16.57,50.12,399.87,62.51,341.11,903.60,13.58,1.53,10.76,18.03,392.63,42.16,335.25,783.56,18.61,1.78,15.15,23.55
100,50,33.87,11.27,28.63,65.86,29.10,0.60,27.90,30.23,4.82,0.20,4.54,5.32,3.83,0.20,3.50,4.30,23.52,15.18,19.07,115.12,398.99,65.38,338.13,873.28,13.96,1.58,11.22,19.32,396.32,45.46,339.84,844.51,20.12,1.96,15.90,25.04
200,50,105.81,5.28,100.09,113.78,98.29,0.63,97.88,99.94,8.99,0.18,8.55,11.14,7.55,0.19,7.03,8.24,35.66,1.65,32.88,41.23,425.66,111.25,344.22,1042.36,17.47,1.42,14.82,22.63,404.68,67.98,342.42,916.60,30.47,2.51,24.51,36.90
300,50,221.67,8.19,214.86,233.11,454.54,384.37,214.76,1234.55,13.73,0.46,12.72,15.31,12.38,2.39,10.53,20.01,50.26,2.56,46.57,57.11,436.31,136.71,350.75,1127.94,21.59,2.08,17.80,29.13,414.44,79.24,345.32,921.11,38.32,3.18,30.09,53.59
400,50,427.65,3.96,417.35,431.11,380.48,2.23,374.34,381.89,18.71,1.00,16.56,21.08,14.79,0.59,13.63,16.85,61.79,1.84,59.45,68.24,458.39,171.30,353.84,1161.27,24.89,2.73,20.90,32.15,423.35,94.74,353.63,978.11,44.23,4.11,31.59,61.13
500,50,647.67,13.76,623.92,668.06,639.86,10.89,608.97,645.30,26.48,12.94,21.52,124.09,22.25,12.66,17.96,103.80,87.83,4.50,82.06,100.33,468.20,175.01,356.01,1275.74,32.31,1.32,29.56,37.16,431.51,103.94,349.33,1028.66,51.36,3.68,38.28,62.42
600,50,901.45,40.29,845.90,935.90,852.15,8.96,836.13,858.24,27.05,0.86,25.71,30.45,22.69,0.84,21.40,25.77,153.66,4.95,148.17,172.18,476.13,195.84,354.98,1700.55,33.20,6.19,28.32,58.33,436.85,113.68,350.33,1053.42,55.65,5.36,39.09,69.23
700,50,1242.66,134.43,1137.60,1527.57,1267.93,30.62,1230.05,1311.82,32.89,0.98,30.69,35.98,28.84,0.65,27.90,32.42,472.85,15.53,451.86,523.49,490.53,209.38,366.62,1371.97,36.56,6.51,31.98,65.21,438.92,120.46,355.90,1108.12,54.30,5.35,44.53,69.84
800,50,1543.67,82.76,1476.31,1691.33,1511.77,49.12,1484.97,1630.85,36.75,1.62,34.48,41.42,30.34,1.23,28.65,33.74,492.17,15.30,476.81,590.64,492.70,205.28,358.67,1458.40,66.00,8.69,54.40,146.08,446.05,127.95,355.42,1105.88,56.36,3.72,48.70,74.34
900,50,1955.78,77.74,1884.84,2098.46,2057.00,8.14,2039.40,2070.81,42.35,1.49,39.53,45.83,35.84,1.55,33.40,40.05,549.21,19.66,528.01,616.10,502.63,223.42,364.01,1425.79,71.96,9.12,60.74,187.93,448.33,129.97,358.51,1116.12,60.00,5.19,45.74,83.02
1000,50,2790.35,893.93,2335.30,5108.17,2420.97,87.08,2313.84,2533.71,44.84,2.07,42.87,50.44,38.97,1.79,37.08,43.78,571.59,15.32,555.55,671.87,511.21,233.82,364.83,1460.48,80.95,24.63,63.74,198.75,454.23,134.35,360.90,1160.65,60.88,3.51,53.31,82.72
2000,50,9284.70,150.55,9135.80,9583.75,9379.52,202.73,9152.99,9817.26,92.86,3.76,88.83,107.05,84.41,3.58,80.85,94.13,842.75,24.42,817.30,962.15,536.72,252.82,383.99,1510.32,120.59,11.01,108.88,275.72,490.95,169.21,378.14,1329.29,108.48,3.76,101.54,141.72
3000,50,22609.67,355.13,22012.42,23041.84,21598.70,1011.91,20738.92,23856.92,140.56,5.16,136.60,159.05,131.04,4.16,126.14,145.25,1059.07,31.83,1029.93,1198.09,563.41,265.56,396.91,1574.32,160.27,22.39,144.32,346.68,511.70,193.67,381.93,1424.10,152.29,9.86,138.02,312.01
4000,50,39949.47,503.60,38874.57,40760.25,37097.76,303.23,36628.83,37610.41,195.02,6.36,189.43,219.37,182.15,4.39,177.50,202.33,1579.85,57.22,1524.26,1766.36,584.98,279.98,411.97,1805.35,204.64,22.88,188.48,404.32,517.89,209.37,377.97,1406.04,193.57,12.73,177.55,379.90
5000,50,63088.45,1112.22,60941.79,64837.55,62001.34,807.16,60721.56,63291.73,275.01,47.33,254.23,624.74,261.38,45.42,243.14,605.48,1937.35,125.49,1803.79,2430.45,603.38,278.79,422.77,1586.49,265.04,84.06,231.62,885.27,531.08,232.91,361.28,1514.87,252.14,85.25,218.77,875.65
6000,50,91037.59,2377.56,88800.04,95182.32,89593.21,764.62,88882.72,91345.22,312.56,50.79,286.49,628.74,301.96,50.93,272.94,642.06,2073.58,133.75,1948.76,2565.41,613.84,277.87,430.12,1583.47,322.57,123.25,271.34,1090.68,539.28,239.21,343.97,1484.52,307.71,102.90,267.92,987.15
7000,50,122043.70,1027.64,120256.64,123813.13,121554.01,1371.96,119957.82,123863.93,391.83,58.53,356.05,782.74,363.44,55.15,342.36,707.20,2371.69,128.79,2245.59,2868.84,626.88,283.77,439.02,1597.66,366.41,116.42,318.87,1117.29,548.12,250.91,326.25,1450.02,360.02,116.95,312.37,1145.80
8000,50,163002.25,1738.64,160518.02,165762.57,158454.71,1493.29,157090.48,161566.34,432.80,67.18,402.62,805.41,420.52,66.58,383.86,814.20,2547.48,195.27,2378.10,3182.15,645.67,285.91,448.75,1661.91,411.74,136.05,357.58,1196.52,549.95,306.61,338.72,1528.52,416.24,141.46,356.12,1246.22
9000,50,202760.83,1227.28,200486.80,204221.92,200975.55,967.68,199475.71,202506.31,490.45,80.64,445.57,896.13,482.39,80.27,430.67,895.64,2844.12,223.59,2622.48,3566.39,688.08,314.90,470.26,1674.70,470.38,164.55,400.01,1408.21,572.54,331.40,345.96,2119.13,473.91,167.28,402.32,1388.48
10000,50,285791.76,1750.57,283075.62,288881.95,250617.10,1923.79,246968.19,253230.93,560.13,85.48,514.93,979.46,542.08,84.18,499.61,970.60,3146.19,189.61,2920.13,3679.00,713.08,330.23,486.13,1710.85,535.50,182.99,447.67,1520.34,590.10,340.16,359.72,1636.66,539.95,182.54,452.71,1512.99
20000,50,1403019.05,50908.49,1380747.64,1545282.96,1358484.64,7116.60,1350861.54,1374723.16,1385.04,339.71,1183.64,2596.33,1281.65,190.75,1158.16,1854.16,7065.94,874.12,5889.09,9512.20,1092.77,541.28,690.13,2836.85,1083.84,131.37,978.76,1611.20,977.57,516.37,570.25,2406.62,1106.76,135.23,999.58,1653.75
30000,50,3983393.81,3089.34,3979547.03,3988003.76,3843816.09,10340.37,3837060.76,3872603.69,2637.89,373.48,2285.44,4062.62,2364.09,280.55,2088.51,3406.82,44935.50,6652.00,39771.96,65658.34,1324.30,604.02,863.97,3909.12,1790.51,175.86,1630.91,2462.93,1286.29,637.27,786.12,3974.45,1829.02,192.89,1652.22,2568.37
10,60,0.53,0.15,0.47,0.94,0.49,0.02,0.47,0.54,0.66,0.09,0.62,1.04,0.49,0.08,0.45,0.85,1.08,0.13,0.97,1.48,385.82,22.88,333.08,476.34,11.60,1.76,7.65,16.85,384.54,20.62,333.10,441.68,10.33,1.58,7.82,16.93
20,60,1.31,0.10,1.26,1.59,1.23,0.01,1.21,1.24,1.07,0.20,0.96,2.05,0.87,0.12,0.80,1.30,1.77,0.21,1.54,2.24,387.60,22.60,337.08,596.00,12.61,1.70,8.72,17.37,391.72,26.51,332.62,533.93,10.80,1.25,8.56,15.83
30,60,2.86,0.11,2.79,3.15,2.81,0.11,2.74,3.13,1.49,0.15,1.37,2.18,1.25,0.13,1.15,1.67,8.75,0.35,8.01,10.29,388.68,27.25,333.83,719.71,13.20,1.67,8.92,18.10,387.54,23.32,333.50,576.10,12.74,1.28,10.23,16.87
40,60,5.51,0.05,5.48,5.62,4.59,0.16,4.42,4.83,2.00,0.19,1.82,3.08,1.59,0.16,1.46,2.06,10.65,0.34,9.71,12.77,386.97,34.42,328.04,745.50,12.71,1.54,9.03,17.28,386.25,25.86,333.04,668.66,13.73,1.12,11.40,17.63
50,60,7.22,0.33,6.82,8.01,7.23,0.13,6.86,7.31,2.46,0.18,2.29,2.94,1.94,0.16,1.78,2.39,10.77,0.39,10.07,13.51,388.48,36.98,338.02,773.23,12.34,1.52,9.20,20.27,386.84,30.22,331.31,707.74,14.58,1.18,12.13,17.94
60,60,9.70,0.41,9.43,10.68,9.13,0.18,9.02,9.54,2.87,0.21,2.53,3.53,2.35,0.15,2.17,2.69,16.49,7.88,13.07,43.22,396.99,51.78,334.72,863.28,12.74,1.35,9.72,18.16,392.50,35.09,337.75,737.84,15.53,1.45,12.47,20.09
70,60,12.60,0.17,12.51,13.09,12.09,0.15,11.98,12.43,3.31,0.23,2.94,4.23,2.75,0.20,2.54,3.25,16.32,3.04,14.53,27.59,394.14,52.56,337.62,857.73,14.20,2.01,10.06,19.12,390.52,36.06,338.41,748.54,16.48,1.53,13.04,20.94
80,60,16.66,0.14,16.54,16.93,16.34,0.17,16.23,16.70,3.97,0.19,3.70,4.53,3.13,0.18,2.90,3.81,16.80,0.82,15.13,19.58,395.67,54.23,335.60,840.39,13.50,1.58,10.49,18.85,391.85,36.53,336.81,757.19,18.46,2.07,14.58,25.11
90,60,21.24,0.71,20.54,22.07,21.95,0.72,21.27,22.85,4.32,0.24,3.83,5.47,3.57,0.19,3.33,4.04,17.29,0.92,15.95,20.49,397.78,58.63,336.55,821.64,13.55,1.53,10.81,18.19,394.78,44.18,335.22,769.92,19.44,2.20,15.28,28.10
100,60,27.70,5.31,24.91,42.12,24.49,0.34,24.29,25.34,4.94,0.27,4.58,6.49,3.93,0.24,3.61,4.56,22.56,4.73,18.93,38.15,397.97,62.81,338.20,860.61,16.12,2.13,11.32,21.59,391.99,40.66,336.61,755.24,20.10,2.02,15.73,25.63
200,60,98.74,0.57,98.34,100.27,92.12,0.68,91.56,93.34,9.52,0.15,9.11,10.09,7.68,0.21,7.14,8.31,35.85,1.41,33.93,40.08,419.57,102.96,343.40,1025.51,18.54,2.36,14.78,26.79,402.80,60.10,341.79,869.85,30.82,2.49,24.27,37.96
300,60,195.64,6.44,185.62,201.49,212.03,4.90,199.21,216.09,13.62,0.71,12.29,16.05,11.39,0.40,10.39,13.61,51.32,1.86,48.94,56.51,438.67,133.18,346.88,1129.66,21.85,1.62,18.55,29.10,418.57,76.99,353.39,905.66,38.66,3.24,28.88,53.33
400,60,388.89,1.61,386.75,391.96,385.58,2.18,380.47,388.30,18.84,0.88,17.34,21.31,15.51,0.64,14.25,17.99,64.11,2.44,60.66,70.55,457.50,166.41,351.86,1193.13,30.24,7.42,26.32,98.41,420.81,86.97,345.00,977.27,45.70,3.62,34.13,61.05
500,60,601.97,7.37,588.55,609.13,610.52,3.69,601.30,615.06,24.62,0.76,22.62,27.43,19.66,0.94,18.27,22.40,87.27,3.85,82.46,96.60,462.70,162.26,355.66,1325.08,29.59,2.57,26.58,44.51,428.96,96.75,352.82,1025.91,51.85,4.22,37.60,68.57
600,60,870.51,42.58,788.98,900.53,830.17,29.01,783.75,856.34,27.87,1.21,26.32,31.16,23.13,1.06,21.72,26.11,183.88,6.57,176.94,207.90,476.28,175.98,357.21,1252.89,33.02,5.38,29.93,62.16,438.03,122.53,352.67,1143.38,56.50,5.46,40.84,74.62
700,60,1168.36,54.53,1074.24,1215.68,1081.57,33.28,1029.01,1135.38,35.35,8.74,31.32,175.03,27.24,1.12,25.81,30.67,468.38,15.41,452.00,531.94,483.19,191.12,364.58,1325.34,57.58,9.49,33.43,115.08,439.98,110.24,357.61,1109.86,55.01,4.66,45.39,68.79
800,60,1450.07,81.52,1387.54,1605.25,1408.43,23.83,1370.21,1436.98,37.55,1.48,35.34,40.91,31.53,1.27,29.72,36.08,506.59,19.04,486.30,616.77,507.26,240.66,363.34,1805.58,67.23,24.88,42.29,174.85,447.77,128.57,353.98,1139.68,58.21,4.99,49.25,84.67
900,60,1818.97,77.91,1750.68,1986.79,1842.50,60.39,1765.16,1946.09,43.23,2.54,40.06,49.30,35.77,1.07,34.47,39.15,541.81,20.08,522.26,655.05,502.57,221.75,364.05,1450.57,75.41,16.68,64.63,226.13,449.41,129.00,363.08,1119.53,63.16,6.79,50.92,92.82
1000,60,2273.54,81.50,2135.45,2340.24,2182.01,28.44,2105.08,2201.93,47.50,2.18,44.59,52.66,41.58,1.83,39.02,46.71,576.26,20.73,554.59,676.92,511.11,231.70,368.19,1455.72,82.53,23.46,68.51,236.25,455.36,133.97,361.91,1115.88,61.70,4.66,51.24,81.44
2000,60,8732.62,407.99,8209.27,9547.28,8872.32,406.42,8679.45,9997.44,93.05,3.63,89.67,105.10,83.91,2.50,81.06,94.16,836.80,30.03,805.80,944.31,548.35,259.20,389.87,1576.01,124.46,19.95,111.05,298.10,495.18,179.56,374.95,1280.17,111.12,3.74,103.59,143.28
