n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
3000,60,21201.49,267.60,20845.42,21736.41,19555.11,254.86,19260.34,20140.21,141.87,3.53,138.05,161.90,132.07,5.30,127.42,153.99,1054.49,41.64,1013.36,1183.24,567.37,268.06,399.81,1592.18,167.96,30.44,151.37,513.74,511.48,192.52,384.68,1375.81,159.31,11.39,142.78,370.63
4000,60,37131.28,632.77,36089.78,38499.31,34890.55,948.01,33880.18,36956.02,196.56,6.79,191.27,288.78,191.36,8.63,181.89,289.43,1552.96,34.78,1517.52,1716.99,601.22,319.84,410.90,2219.36,210.67,17.46,191.99,413.30,536.48,222.13,384.25,1403.11,205.99,23.74,187.49,404.55
5000,60,58133.35,2129.35,56555.70,63941.26,57261.70,632.04,56114.98,58182.30,269.43,45.72,253.02,610.88,267.89,60.72,238.85,765.24,1931.71,113.77,1821.03,2344.52,610.50,283.20,426.88,1594.53,280.44,114.33,238.97,963.37,544.18,229.23,377.04,1805.08,256.38,85.28,225.01,887.26
6000,60,83732.11,1127.64,82409.18,86355.05,84775.64,1347.30,83039.19,87013.74,314.73,50.67,289.30,644.46,299.35,49.41,275.18,632.10,2070.64,139.17,1942.64,2607.82,628.64,286.97,436.71,1616.31,327.11,115.51,280.65,1112.12,537.60,238.82,348.42,1414.96,311.79,99.96,270.35,969.01
7000,60,113421.91,1394.40,111547.35,115591.27,113237.22,856.34,111775.93,114835.90,376.50,52.85,356.28,709.48,365.98,52.66,341.32,715.31,2390.06,135.04,2250.60,2908.47,635.14,282.51,452.69,1628.38,378.69,121.63,327.06,1171.85,549.80,248.03,332.88,1439.51,368.86,114.04,322.34,1115.46
8000,60,149118.34,2338.75,145100.37,152631.81,149043.39,2153.34,145946.23,152485.81,433.29,66.67,399.12,808.78,425.13,68.27,380.46,818.76,2551.42,199.69,2366.71,3186.60,648.79,283.96,460.34,1630.82,435.27,153.50,369.25,1313.09,569.28,317.49,343.21,1558.16,425.74,143.81,364.86,1287.78
9000,60,190964.91,1560.03,188696.75,194468.74,186693.53,961.21,184501.58,187893.55,486.74,78.85,444.91,896.21,472.52,76.93,433.26,883.36,2870.67,234.60,2644.49,3608.14,706.75,333.82,476.94,1711.04,479.93,167.41,409.18,1359.67,595.94,342.34,346.90,2147.10,479.04,164.47,408.16,1368.16
10000,60,262232.07,1272.95,260618.15,265010.41,234016.61,3449.29,230787.30,242385.32,567.86,83.91,522.70,1010.01,545.07,80.88,508.11,960.79,3083.77,179.69,2889.14,3565.22,721.26,331.81,487.70,1750.16,545.95,176.73,467.02,1491.58,612.74,351.36,367.76,1640.80,550.29,183.87,464.03,1521.66
20000,60,1296850.29,46741.74,1273101.38,1426446.73,1267947.96,2633.44,1263300.73,1272178.17,1327.66,304.60,1177.52,2268.94,1311.42,284.41,1154.16,2162.24,6344.92,450.96,5673.76,8514.89,1083.02,501.15,679.95,2503.65,1139.88,139.69,1009.31,1652.07,971.63,501.14,593.22,2387.22,1147.53,137.39,1019.68,1706.14
30000,60,3757791.74,117343.21,3573716.94,3836195.80,3571761.03,2990.63,3565801.39,3576126.20,2557.28,416.05,2152.11,4342.15,2346.82,198.75,2116.72,3231.37,43128.21,2836.45,40211.94,60579.05,1490.61,767.56,917.19,4434.83,1937.05,213.10,1696.43,2620.07,1460.04,832.85,834.72,4286.37,1955.70,211.25,1710.74,2650.23
10,70,0.45,0.13,0.40,0.81,0.41,0.02,0.40,0.45,0.56,0.08,0.53,0.95,0.48,0.08,0.44,0.87,0.96,0.15,0.85,1.47,380.30,20.94,332.00,440.79,13.20,1.42,9.85,17.03,377.61,20.57,327.94,431.81,12.64,1.75,8.82,17.24
20,70,1.25,0.02,1.24,1.28,1.21,0.04,1.18,1.29,1.09,0.14,1.00,1.67,0.87,0.11,0.80,1.25,1.67,0.15,1.51,1.98,379.95,21.75,324.84,451.10,12.08,1.69,8.64,17.75,379.94,21.27,323.45,455.71,12.47,1.50,9.63,16.88
30,70,3.41,0.74,2.55,4.64,2.56,0.03,2.52,2.64,1.58,0.19,1.43,2.22,1.33,0.18,1.20,2.02,8.76,0.39,7.95,11.27,389.38,28.03,336.26,702.58,12.53,1.58,8.87,17.34,386.06,25.51,333.63,689.83,11.49,0.93,9.61,14.57
40,70,4.91,0.94,4.15,6.78,4.86,0.80,4.40,6.64,2.05,0.17,1.90,2.71,1.68,0.17,1.52,2.52,10.33,0.45,9.26,13.14,385.64,33.35,333.67,739.37,13.75,1.70,9.86,18.81,385.33,26.23,333.07,685.52,13.66,1.17,10.91,17.39
50,70,6.91,0.19,6.80,7.29,6.48,0.15,6.28,6.85,2.62,0.21,2.37,3.17,2.07,0.17,1.89,2.50,13.61,6.03,10.79,40.91,392.86,40.08,334.93,770.76,13.59,1.74,9.62,18.79,386.38,31.69,334.96,737.34,14.59,1.24,11.86,18.54
60,70,9.59,0.17,9.49,10.05,9.58,0.45,9.33,10.76,3.04,0.20,2.80,3.65,2.40,0.18,2.19,2.84,15.71,9.05,12.70,74.87,393.56,44.81,337.49,804.54,13.14,1.47,9.74,17.44,391.62,35.70,340.07,751.21,15.71,1.27,12.99,19.26
70,70,12.12,0.39,11.67,12.80,11.99,0.32,11.71,12.56,3.59,0.22,3.30,4.18,2.67,0.17,2.48,3.13,19.76,12.35,14.34,85.16,392.95,47.69,333.23,810.85,13.26,1.75,10.04,18.81,389.64,36.04,333.64,769.25,17.09,1.58,14.10,21.38
80,70,17.54,0.10,17.47,17.73,16.19,0.49,15.73,16.86,3.94,0.27,3.51,4.81,3.11,0.20,2.87,3.66,17.77,0.79,16.77,20.89,397.31,57.94,338.83,850.71,15.57,1.84,10.90,21.02,388.48,38.42,338.82,761.93,18.04,1.70,14.66,23.03
90,70,20.07,0.41,19.86,21.14,21.54,1.54,20.65,25.49,4.47,0.20,4.16,5.05,3.58,0.18,3.33,4.02,17.18,0.73,15.99,19.30,398.20,61.12,334.67,848.79,13.67,1.58,10.99,19.66,392.13,41.35,339.15,772.37,19.53,2.05,15.61,26.62
100,70,25.19,1.53,24.43,29.46,23.18,0.23,23.02,23.60,5.30,0.24,4.87,5.81,4.25,0.26,3.86,4.69,21.97,0.59,21.11,25.38,405.56,67.60,337.72,882.80,14.23,1.52,11.47,19.99,396.18,42.77,347.80,807.19,20.97,2.22,16.61,28.05
200,70,95.07,1.26,92.41,97.67,88.07,2.92,84.15,90.69,10.04,0.30,8.94,12.28,8.11,0.18,7.79,8.84,34.31,1.36,32.24,38.39,418.63,101.48,344.61,999.02,21.53,3.33,16.74,34.35,405.01,66.80,339.30,887.70,31.14,2.61,25.26,38.29
300,70,202.42,1.15,201.08,205.10,195.03,7.11,188.04,202.69,14.45,0.67,13.20,16.68,11.28,0.42,10.62,12.79,49.59,2.34,46.50,55.66,443.61,151.55,350.01,1421.40,25.01,2.26,19.60,42.23,416.23,85.34,344.29,940.85,39.10,3.39,28.57,54.88
400,70,372.72,2.02,367.72,374.46,374.41,3.10,369.19,381.50,22.28,10.13,17.87,81.65,15.89,0.65,14.99,18.35,71.15,3.14,67.42,80.37,454.90,153.28,357.36,1173.43,28.78,2.26,23.43,34.18,422.14,88.47,348.45,1044.82,46.70,3.63,35.63,62.88
500,70,566.86,2.01,564.91,571.14,568.85,2.06,564.46,571.20,23.74,1.27,21.68,27.26,19.59,0.91,18.12,22.48,91.76,3.73,87.36,103.58,467.90,170.55,359.39,1318.02,31.56,3.29,26.33,39.71,431.22,100.72,353.14,1045.34,52.12,4.33,36.54,67.70
600,70,822.51,14.53,783.30,830.12,805.49,31.47,749.08,836.55,29.11,1.53,26.62,33.47,24.41,0.96,22.76,27.54,136.06,5.09,130.44,152.56,480.54,194.09,360.73,1182.98,35.76,9.17,30.93,86.15,443.14,118.54,352.73,1071.54,55.30,6.19,40.02,74.51
700,70,1100.35,16.29,1071.07,1118.50,1027.89,37.30,979.36,1072.29,33.14,1.40,30.82,36.76,28.94,0.88,26.73,32.12,471.84,22.22,449.36,620.23,481.99,187.09,361.38,1316.69,59.84,8.23,35.16,91.07,438.37,104.16,359.20,1057.13,53.58,4.42,46.12,73.09
800,70,1516.99,454.44,1247.76,2419.91,1345.39,42.30,1308.30,1434.79,38.17,1.92,35.56,43.59,32.83,1.35,30.92,38.49,499.88,13.61,485.00,593.09,500.15,213.82,367.60,1796.43,71.59,16.50,57.63,177.05,449.49,121.34,361.07,1116.86,59.28,4.75,45.59,74.94
900,70,2074.83,840.67,1560.33,4011.46,1676.52,40.89,1630.69,1778.99,42.70,1.70,40.69,48.13,37.43,1.25,35.96,41.49,535.51,15.38,519.93,632.04,507.70,220.17,374.38,1427.60,75.58,15.79,65.53,198.97,456.55,136.30,365.16,1163.53,62.74,6.39,51.38,94.98
1000,70,2407.53,790.07,1999.80,4222.49,2009.83,16.01,1965.53,2025.19,47.18,1.92,45.06,52.89,40.69,1.34,39.11,45.29,588.21,23.76,562.53,699.84,519.31,232.27,381.74,1487.48,83.77,22.76,68.96,240.09,454.16,127.91,367.13,1128.24,63.09,4.31,53.46,84.05
2000,70,8046.73,184.73,7771.11,8341.01,7953.71,85.80,7794.24,8053.88,94.89,4.22,90.89,109.98,85.01,3.19,82.24,97.00,828.75,28.02,803.12,955.38,551.92,250.37,391.61,1528.88,134.49,38.21,114.39,372.16,503.01,172.50,386.71,1262.22,115.06,15.54,105.48,281.22
3000,70,19693.32,331.64,19212.66,20328.45,18006.54,229.41,17742.64,18310.98,143.01,4.25,139.05,169.29,133.02,4.72,128.17,148.14,1058.40,39.52,1022.35,1191.98,577.02,263.34,409.08,1559.21,172.35,30.34,153.94,410.10,514.49,183.67,384.51,1299.77,165.23,21.96,146.47,417.46
4000,70,33936.97,312.78,33617.18,34501.37,31792.04,231.95,31264.29,32128.53,199.64,7.09,193.01,225.51,186.62,6.00,181.21,214.82,1574.09,48.28,1522.38,1729.65,602.04,303.31,417.46,2135.71,214.62,16.92,199.03,393.66,531.56,215.15,373.23,1344.13,212.94,15.15,197.60,399.57
5000,70,54121.17,1094.52,52433.91,56303.98,53958.12,563.95,53217.28,54901.33,276.12,51.97,256.87,650.21,259.63,44.99,242.40,582.38,1938.79,118.60,1817.65,2382.12,616.90,285.57,430.71,1604.52,296.77,100.63,249.78,1008.10,544.99,245.18,374.46,1796.60,284.85,92.72,237.88,992.93
6000,70,77414.82,1307.66,76050.98,80209.13,76750.65,597.85,75690.45,77716.45,328.54,53.73,293.47,680.41,315.32,53.34,280.05,668.88,2080.41,131.26,1946.50,2563.06,628.81,289.25,441.54,1616.79,369.11,139.85,296.74,1214.07,559.13,247.39,352.99,1468.62,341.45,108.77,285.49,1056.37
7000,70,104808.87,832.90,103587.26,106106.29,105038.11,1376.38,102855.80,107441.86,396.86,58.29,353.79,767.59,378.77,55.20,339.67,734.79,2434.77,130.74,2301.92,2916.56,639.84,281.64,441.98,1578.99,407.92,126.02,343.66,1218.03,558.42,248.13,338.53,1512.73,399.78,112.75,345.33,1216.17
8000,70,137476.80,1601.06,134722.09,139806.14,138288.03,1331.09,135523.84,140064.04,455.28,66.94,404.41,861.66,441.70,64.40,394.68,816.01,2513.25,174.60,2361.30,3078.31,671.44,305.15,470.16,1695.07,467.26,159.09,391.34,1424.22,570.00,278.94,346.40,1568.82,460.84,147.05,392.15,1349.75
9000,70,177906.68,1627.31,174644.14,179975.41,175940.50,2033.12,172777.93,178735.58,506.78,77.83,457.08,908.03,493.03,77.79,447.56,900.34,2861.88,212.93,2637.21,3526.29,707.15,322.95,481.22,1713.58,525.01,176.11,446.37,1460.36,619.49,332.27,366.04,2096.52,525.30,177.52,446.98,1473.43
10000,70,236858.11,3781.47,230153.46,242738.82,215469.31,1138.08,214078.42,216920.90,585.86,86.62,539.66,1049.11,574.35,84.47,526.33,1009.24,3085.76,212.74,2897.02,3686.74,736.94,335.34,494.86,1750.47,531.15,161.96,467.69,1379.34,617.50,353.62,377.86,1634.35,529.87,164.95,464.75,1399.18
20000,70,1180744.81,31539.25,1159445.49,1239996.99,1172411.10,3131.36,1168684.38,1177017.22,1386.58,345.34,1190.89,2384.57,1292.38,253.62,1155.48,2044.28,6453.19,400.22,5725.68,7844.18,1089.13,474.30,714.94,2440.94,1132.10,119.19,1031.64,1651.85,990.27,499.35,605.30,2286.31,1167.31,140.24,1044.92,1679.43
30000,70,3214033.82,31285.89,3194067.73,3287912.02,2976269.39,26831.30,2963269.63,3051784.51,2324.83,280.67,2087.66,3636.12,2300.12,192.59,2062.42,3224.97,43076.74,2393.25,40424.25,60600.36,1472.20,680.30,961.36,3842.82,1930.75,215.83,1718.18,2825.12,1492.75,778.50,872.69,4280.14,1935.98,202.33,1732.21,2669.99
10,80,0.41,0.11,0.36,0.71,0.38,0.01,0.36,0.40,0.58,0.08,0.55,0.91,0.49,0.08,0.45,0.88,1.15,0.13,1.03,1.58,380.54,21.32,324.38,446.68,11.35,1.31,8.03,16.13,377.63,20.81,329.48,435.28,10.39,1.65,8.00,15.77
20,80,1.15,0.01,1.14,1.18,1.90,0.40,1.19,2.25,1.11,0.17,1.01,1.93,0.91,0.15,0.83,1.44,2.91,0.17,2.67,3.31,383.24,22.93,331.15,605.28,11.64,1.22,8.42,15.04,382.25,21.58,331.91,455.99,12.43,1.74,9.07,17.09
30,80,2.48,0.11,2.41,2.78,2.34,0.09,2.29,2.58,1.57,0.15,1.44,2.18,1.29,0.15,1.17,1.73,5.67,0.30,5.27,7.65,384.36,27.98,330.06,698.91,13.67,1.83,9.20,18.08,382.80,20.43,334.54,457.09,12.44,1.35,9.86,17.14
40,80,4.18,0.21,4.01,4.65,4.47,0.15,4.22,4.84,2.08,0.18,1.95,2.80,1.62,0.17,1.48,2.29,10.36,0.35,9.74,12.98,385.27,33.34,325.87,730.00,12.49,1.28,9.36,16.49,385.41,27.24,333.15,723.29,14.04,1.10,11.88,17.51
50,80,7.04,1.87,6.21,12.33,6.56,0.20,6.43,7.07,2.64,0.19,2.42,3.49,2.11,0.19,1.90,2.60,11.75,0.55,10.48,14.57,390.41,42.57,335.35,792.67,14.26,1.92,9.66,18.69,389.09,32.04,337.08,768.71,14.93,1.23,12.48,18.21
60,80,8.94,0.15,8.84,9.25,8.70,0.30,8.47,9.42,3.14,0.19,2.91,3.81,2.49,0.20,2.28,2.99,12.93,0.63,11.72,15.49,398.33,49.06,336.76,828.69,13.57,1.84,10.11,19.67,392.83,39.48,338.98,757.95,16.22,1.32,13.59,20.09
70,80,11.59,0.09,11.53,11.85,11.33,0.18,11.07,11.72,3.61,0.22,3.32,4.58,2.79,0.19,2.58,3.28,17.80,7.46,14.57,53.41,396.25,59.38,339.42,879.40,13.95,1.85,10.21,19.64,388.30,37.04,334.30,736.77,17.41,1.68,14.03,21.65
80,80,14.30,0.51,13.73,15.12,14.58,1.85,13.50,19.78,4.03,0.26,3.54,4.99,3.04,0.18,2.81,3.51,17.50,0.92,15.95,21.27,396.82,58.52,334.38,900.56,13.37,1.47,10.55,17.14,391.61,43.29,336.14,817.69,18.33,1.72,14.86,24.38
90,80,17.65,0.26,17.45,18.12,16.73,1.45,15.41,20.30,4.56,0.46,3.97,6.11,3.66,0.18,3.36,4.05,18.18,0.99,16.75,21.32,399.73,56.37,337.95,858.04,13.63,1.54,10.97,19.82,396.16,45.09,337.64,812.46,19.76,2.00,15.78,26.89
100,80,21.53,0.52,20.82,22.85,21.11,0.24,20.93,21.55,4.95,0.24,4.49,5.52,4.10,0.21,3.77,4.64,20.65,0.84,19.41,23.54,404.50,77.52,335.88,910.92,14.40,1.57,11.68,19.27,394.45,43.51,340.48,793.20,21.02,2.00,16.67,27.11
200,80,89.56,9.21,85.01,114.48,75.85,2.56,74.00,79.73,9.58,0.17,9.33,10.89,7.95,0.18,7.59,9.60,36.03,12.35,32.64,189.86,421.16,101.23,344.90,993.14,19.74,1.52,16.78,24.92,404.73,60.95,344.21,858.62,31.65,2.52,25.42,38.30
300,80,193.74,2.61,188.75,198.29,189.51,1.01,188.82,191.82,14.23,0.65,13.10,16.82,12.43,3.52,11.63,62.38,49.35,2.69,45.97,57.19,437.57,131.07,348.98,1137.76,22.04,1.88,19.03,29.34,417.84,81.93,351.41,992.64,39.99,2.99,30.50,51.23
400,80,342.54,9.68,324.37,350.42,339.30,2.57,332.45,341.07,19.90,0.81,18.08,23.26,16.14,0.75,14.99,18.65,61.28,2.15,58.87,68.92,449.01,144.71,356.87,1176.95,25.98,2.26,23.52,44.93,423.45,90.94,347.64,1013.80,47.15,3.60,35.16,58.90
500,80,479.40,5.03,468.69,486.25,524.37,7.00,517.66,536.22,23.70,0.99,22.37,26.76,19.78,0.96,18.44,22.62,81.56,2.43,78.62,92.16,471.00,175.02,357.22,1260.05,32.21,3.41,27.26,50.44,433.60,105.10,355.76,1045.15,53.20,3.90,40.47,69.24
600,80,747.27,7.20,733.25,752.53,688.95,0.87,687.53,690.44,28.66,1.31,26.83,32.15,24.42,0.91,23.01,27.97,422.89,16.53,403.24,486.16,482.15,186.36,370.26,1300.20,37.23,8.39,30.84,60.57,435.58,107.27,357.70,1029.64,51.39,5.69,40.98,68.95
700,80,1014.25,37.12,936.59,1053.40,928.21,10.67,915.00,946.44,33.90,1.52,32.34,37.99,28.61,1.10,27.06,32.30,450.07,15.65,434.04,561.69,492.89,205.38,364.84,1374.41,54.25,10.69,36.29,77.63,444.85,110.84,358.61,1091.86,54.56,3.97,47.80,77.10
800,80,1333.01,11.51,1307.39,1347.18,1247.65,36.50,1221.81,1313.28,40.58,1.93,36.77,45.32,33.80,1.18,31.60,37.70,498.13,22.70,474.67,616.36,497.92,203.13,370.27,1425.67,73.48,17.65,60.94,184.75,447.99,120.37,363.44,1104.41,60.82,4.28,48.30,81.11
900,80,1541.57,59.74,1465.93,1663.51,1529.14,30.48,1501.69,1587.20,43.76,2.21,41.13,48.84,38.37,1.46,36.24,42.64,539.15,15.95,521.93,640.79,509.92,233.39,369.61,1628.14,79.06,10.43,69.71,149.65,457.35,129.12,367.27,1264.24,60.88,3.95,53.49,79.22
1000,80,2247.19,578.36,1904.95,3527.18,1899.01,29.52,1835.41,1926.54,48.12,2.25,45.01,53.69,41.40,1.51,39.52,46.67,567.10,18.60,547.51,664.62,520.18,230.98,375.23,1419.90,82.46,15.33,73.78,221.11,460.14,142.68,365.47,1166.44,65.99,3.80,57.46,80.77
2000,80,7384.96,53.72,7299.92,7440.68,7441.83,100.54,7254.04,7609.13,94.40,3.28,91.55,107.17,84.84,2.51,81.96,94.35,848.96,33.86,809.78,964.99,556.97,262.21,397.07,1544.58,128.92,14.80,115.89,328.60,503.24,169.49,386.58,1284.96,121.38,12.25,109.02,309.27
3000,80,17922.57,456.65,17213.00,18607.56,16991.09,696.95,16416.66,18707.91,145.52,5.52,140.40,170.06,135.05,5.45,129.40,183.12,1058.20,46.25,1009.53,1206.97,577.99,263.27,412.18,1571.45,172.99,15.21,159.66,354.15,521.13,186.27,393.51,1323.04,164.70,15.03,149.31,338.21
4000,80,31387.05,398.47,30653.10,31937.73,29947.60,642.72,29088.95,31125.95,204.93,9.04,195.13,320.69,194.21,10.21,183.47,304.65,1564.98,44.94,1522.84,1726.68,608.49,307.48,423.67,2119.01,225.05,28.20,204.39,497.82,540.31,214.65,392.72,1397.06,217.59,17.22,201.55,419.34
5000,80,49736.56,741.61,48826.28,51309.78,49240.44,621.09,48373.86,50594.47,280.47,50.02,259.18,649.30,263.70,45.32,242.81,601.62,1943.65,117.28,1821.45,2398.70,620.71,285.13,437.95,1592.67,298.43,98.76,253.70,1047.20,562.52,248.73,387.28,1758.00,283.09,89.23,238.46,956.55
6000,80,71396.59,1034.83,70099.73,73480.33,71282.77,1255.25,69878.70,73874.62,330.51,51.55,293.96,678.17,318.74,52.43,278.81,672.56,2099.95,131.06,1968.54,2565.21,643.79,289.04,453.04,1623.41,367.21,135.32,301.14,1251.57,555.10,239.38,362.08,1448.49,347.23,101.79,294.22,1031.52
7000,80,97040.53,1074.88,95501.09,98992.29,96632.33,1101.67,95015.36,98527.89,410.32,58.73,361.04,796.92,385.03,54.57,346.57,746.67,2422.48,126.50,2300.13,2892.79,664.10,309.94,455.97,1645.45,416.83,134.23,351.18,1306.75,584.30,271.04,354.78,1607.23,404.81,112.24,346.28,1185.00
8000,80,126294.23,746.09,125428.37,127860.23,127093.86,1453.90,124380.52,129249.81,459.63,67.52,402.96,859.71,433.03,64.75,386.51,788.95,2523.54,167.22,2366.89,3088.64,685.29,312.66,476.33,1671.00,478.30,161.28,394.09,1427.78,581.28,280.22,352.47,1574.49,466.21,140.60,393.85,1345.96
9000,80,161306.60,2121.59,159401.15,165632.28,161352.39,2610.80,158276.40,164686.17,502.78,76.76,447.15,890.89,485.76,77.70,422.65,897.03,2840.59,195.59,2637.35,3444.30,722.78,319.42,505.02,1703.77,522.33,169.07,433.52,1443.46,627.07,324.46,373.59,1647.94,518.83,172.12,433.08,1452.81
10000,80,206827.81,2275.94,204117.71,211614.60,199395.92,2028.14,197384.88,203100.90,580.73,83.61,520.92,1010.11,569.40,89.31,502.24,1032.75,3092.46,208.73,2891.69,3760.13,750.27,328.87,517.89,1740.18,584.24,176.67,485.43,1579.54,640.47,341.68,392.10,1642.41,586.43,186.79,494.93,1582.98
20000,80,1183155.85,27670.00,1170622.20,1261475.47,1121524.14,2784.52,1117831.15,1125573.91,1386.38,308.37,1227.97,2299.05,1477.59,313.07,1314.57,2393.43,6727.01,670.71,5702.72,9041.51,1167.00,496.24,767.84,2543.28,1184.93,128.28,1067.91,1636.69,1057.89,499.51,660.40,2425.67,1191.08,139.23,1071.84,1706.02
30000,80,2959384.43,6349.74,2952972.49,2976210.47,2767370.56,7095.69,2762890.89,2786905.92,2263.54,191.93,2088.70,3071.21,2418.62,389.92,2088.42,4435.84,44041.64,5187.89,40410.49,66326.21,1634.58,862.25,1001.20,4336.56,1998.08,222.72,1756.92,2685.34,1624.25,868.10,926.68,4310.24,2011.73,212.04,1780.34,2685.64
10,90,0.41,0.10,0.37,0.71,0.37,0.02,0.36,0.42,0.62,0.09,0.57,1.00,0.52,0.09,0.47,0.93,1.64,1.17,0.93,5.45,390.48,24.25,337.01,473.65,11.87,1.51,8.41,17.19,386.64,20.71,336.35,444.50,11.86,2.06,8.36,17.73
20,90,1.26,0.39,1.08,2.32,1.20,0.14,1.13,1.60,1.15,0.20,1.03,2.21,0.92,0.14,0.82,1.40,1.60,0.19,1.39,2.08,389.11,21.93,337.99,459.67,12.29,1.37,9.08,17.68,390.85,22.43,338.46,466.54,12.99,1.66,10.32,18.04
30,90,2.36,0.15,2.28,2.78,2.42,0.20,2.34,2.99,1.69,0.17,1.55,2.19,1.33,0.16,1.21,1.83,8.41,0.29,7.85,10.39,393.97,30.32,334.42,629.49,14.04,1.39,10.67,18.28,385.53,24.21,334.75,668.32,13.39,1.25,10.96,18.01
40,90,4.06,0.17,3.96,4.42,3.88,0.12,3.81,4.12,2.26,0.20,2.08,3.26,1.73,0.15,1.57,2.25,12.01,2.58,10.08,21.07,387.20,34.66,333.35,781.90,12.66,1.48,9.40,18.11,384.91,24.83,335.14,651.52,14.60,1.43,11.89,18.46
50,90,5.58,0.19,5.42,5.95,5.59,0.19,5.40,6.00,2.74,0.21,2.53,3.31,2.21,0.18,2.01,2.72,12.14,0.53,11.39,15.18,390.66,39.71,332.68,766.50,12.86,1.46,9.80,19.32,387.95,30.27,335.21,721.50,13.78,1.31,11.22,17.24
60,90,7.93,0.19,7.81,8.29,7.92,0.11,7.86,8.21,3.19,0.16,3.00,3.63,2.49,0.15,2.31,2.84,14.22,0.77,12.87,17.72,392.22,45.17,331.78,824.00,13.07,1.36,9.91,17.85,391.08,36.56,335.08,766.07,16.37,1.29,13.61,19.58
70,90,10.27,0.23,10.14,10.89,9.89,0.20,9.70,10.30,3.65,0.21,3.40,4.35,2.83,0.20,2.61,3.31,15.07,0.69,13.84,17.33,395.66,53.68,332.61,848.30,13.17,1.41,10.22,17.09,389.27,37.80,337.18,774.17,17.45,1.75,13.74,21.86
80,90,15.95,5.22,14.03,30.78,13.29,0.30,12.76,13.77,4.12,0.28,3.66,5.21,3.38,0.21,3.09,3.85,17.79,0.57,15.93,21.00,399.81,58.29,340.45,857.78,13.50,1.42,10.72,18.02,391.09,36.48,339.62,756.09,18.68,1.75,15.27,23.65
90,90,16.38,0.60,15.76,17.33,15.62,0.19,15.45,16.00,4.83,0.39,4.41,6.11,3.83,0.26,3.49,4.92,17.82,1.22,16.46,22.92,398.37,61.66,338.88,873.62,14.11,1.48,11.29,19.08,396.53,42.49,338.35,807.53,20.22,2.05,16.21,27.89
100,90,22.37,0.60,21.34,23.09,21.06,0.70,20.19,22.87,5.20,0.24,4.81,5.96,4.17,0.19,3.89,4.62,20.36,1.21,18.60,23.92,404.49,66.19,336.06,916.22,14.82,1.57,11.87,19.67,397.17,47.02,339.90,803.44,21.23,2.28,16.70,28.49
200,90,76.47,3.55,73.40,84.23,73.88,2.44,71.80,77.32,12.46,9.05,9.31,53.77,8.60,0.17,8.30,9.57,39.96,1.69,36.62,45.26,422.03,98.54,348.12,1025.80,20.53,2.42,16.41,31.33,406.52,67.12,340.98,915.80,32.17,2.51,26.00,39.39
300,90,173.65,0.53,173.29,175.11,173.81,1.00,173.21,175.93,15.09,0.83,13.48,17.82,12.50,0.54,11.21,14.88,50.24,2.83,47.48,58.15,445.06,138.30,352.10,1167.11,22.42,1.28,19.91,27.49,420.64,84.10,350.23,961.25,40.26,4.03,29.27,59.39
400,90,306.47,5.77,294.76,312.86,309.82,3.73,299.72,313.09,19.90,0.68,18.30,22.90,16.40,0.60,15.35,19.16,72.68,2.47,69.17,81.12,462.93,161.50,358.23,1199.48,27.20,3.47,24.33,51.03,426.63,87.71,355.93,969.96,47.45,3.95,34.74,67.43
500,90,480.20,4.56,470.51,484.02,478.96,6.07,472.89,488.68,26.90,13.82,23.15,132.21,20.23,0.71,19.25,22.20,156.62,5.01,151.31,179.43,479.29,200.10,364.79,1618.74,35.74,4.79,28.61,53.53,434.46,99.36,359.10,1065.19,53.75,4.33,38.70,69.22
600,90,691.09,3.03,683.22,693.50,601.34,16.86,589.92,633.64,30.74,1.63,27.89,34.86,24.46,0.44,23.73,26.43,138.67,2.97,134.97,154.00,481.06,177.78,362.24,1438.03,49.80,14.68,32.99,129.93,448.03,107.76,365.16,1068.73,53.35,4.14,44.09,67.16
700,90,952.87,18.10,910.10,966.75,825.37,21.69,802.63,861.29,33.47,1.62,31.57,38.50,29.01,1.08,27.39,33.01,462.61,13.40,447.39,570.94,492.72,203.71,369.06,1366.10,65.10,7.33,44.31,94.69,449.21,123.89,363.98,1138.52,57.05,4.51,48.97,78.35
800,90,1214.62,39.97,1113.13,1256.93,1113.88,18.06,1067.31,1125.77,39.57,2.27,36.89,45.43,34.60,1.31,32.42,38.63,493.13,11.80,480.31,594.34,502.87,206.29,373.18,1486.23,73.76,11.61,54.18,192.48,452.59,120.85,367.13,1091.56,56.91,3.95,47.80,74.97
900,90,1455.33,67.11,1380.26,1580.91,1427.24,50.76,1365.62,1518.78,43.60,1.83,41.41,48.80,37.02,0.64,35.94,39.67,541.44,19.69,521.59,641.79,504.78,209.22,375.38,1371.95,80.18,15.60,68.38,190.66,458.78,134.40,367.43,1252.74,61.72,3.38,54.18,75.97
